HGNC_ID	STATUS	WITHDRAWN_SYMBOL	MERGED_INTO_REPORT(S) (i.e HGNC_ID
HGNC:2078	Merged/Split	CLN7	HGNC:28486
HGNC:2083	Merged/Split	CLPA	HGNC:11600
HGNC:2089	Merged/Split	CLS	HGNC:10432
HGNC:2094	Merged/Split	CLTCL2	HGNC:2092
HGNC:2099	Merged/Split	CMAR	HGNC:11237
HGNC:2100	Merged/Split	CMD1	HGNC:11204
HGNC:2101	Merged/Split	CMD1A	HGNC:6636
HGNC:2102	Withdrawn	CMD1B	
HGNC:2103	Merged/Split	CMD1C	HGNC:15710
HGNC:2104	Merged/Split	CMD1D	HGNC:11949
HGNC:2105	Merged/Split	CMD1E	HGNC:10593
HGNC:2106	Withdrawn	CMD1F	
HGNC:2107	Merged/Split	CMD1G	HGNC:12403
HGNC:2108	Withdrawn	CMD1H	
HGNC:2109	Merged/Split	CMD1J	HGNC:3522
HGNC:2110	Merged/Split	CMD2A	HGNC:11947
HGNC:2111	Merged/Split	CMD3A	HGNC:11577
HGNC:2112	Merged/Split	CMDJ	HGNC:15492
HGNC:2113	Merged/Split	CMH1	HGNC:7577
HGNC:2114	Merged/Split	CMH2	HGNC:11949
HGNC:2115	Merged/Split	CMH3	HGNC:12010
HGNC:2116	Merged/Split	CMH4	HGNC:7551
HGNC:2117	Merged/Split	CMK	HGNC:7098
HGNC:2118	Merged/Split	CMKAR1	HGNC:6026
HGNC:2119	Merged/Split	CMKBR9	HGNC:1565
HGNC:2120	Merged/Split	CMKBRL1	HGNC:2558
HGNC:2122	Merged/Split	CMKRL1	HGNC:6713
HGNC:2123	Merged/Split	CMKRL2	HGNC:4485
HGNC:2124	Withdrawn	CMM	
HGNC:2125	Merged/Split	CMOAT	HGNC:53
HGNC:2126	Withdrawn	CMR1A	
HGNC:2127	Withdrawn	CMR2A	
HGNC:2128	Withdrawn	CMR3A	
HGNC:2129	Merged/Split	CMT1A	HGNC:9118
HGNC:2130	Merged/Split	CMT1B	HGNC:7225
HGNC:2131	Merged/Split	CMT2A	HGNC:16636
HGNC:2132	Merged/Split	CMT2B	HGNC:9788
HGNC:2133	Merged/Split	CMT4A	HGNC:15968
HGNC:2134	Merged/Split	CMT4B	HGNC:7450
HGNC:2136	Merged/Split	CMTX1	HGNC:4283
HGNC:2137	Withdrawn	CMTX2	
HGNC:2138	Withdrawn	CMTX3	
HGNC:2139	Withdrawn	CNA1	
HGNC:2140	Merged/Split	CNA2	HGNC:6309
HGNC:2141	Withdrawn	CNC2	
HGNC:2142	Merged/Split	CNCA1	HGNC:2149
HGNC:2143	Merged/Split	CNCA2	HGNC:2152
HGNC:2144	Merged/Split	CNCG1	HGNC:2148
HGNC:2145	Merged/Split	CNCG2	HGNC:2151
HGNC:2146	Merged/Split	CNCG3	HGNC:2150
HGNC:2147	Merged/Split	CNCG3L	HGNC:2151
HGNC:2161	Merged/Split	CNRS1	HGNC:8662
HGNC:2162	Merged/Split	CNRS2	HGNC:8672
HGNC:2164	Merged/Split	CNRS4	HGNC:8673
HGNC:2165	Merged/Split	CNRS5	HGNC:8667
HGNC:2166	Merged/Split	CNRS6	HGNC:8671
HGNC:2167	Merged/Split	CNRS7	HGNC:8665
HGNC:2168	Merged/Split	CNRS8	HGNC:8664
HGNC:2177	Merged/Split	CO	HGNC:633
HGNC:2178	Merged/Split	COCA1	HGNC:7325
HGNC:2179	Merged/Split	COCA2	HGNC:7127
HGNC:2181	Merged/Split	COD1	HGNC:10295
HGNC:2182	Withdrawn	COD2	
HGNC:2189	Merged/Split	COL12A1L	HGNC:2188
HGNC:2224	Merged/Split	COLL6	HGNC:2186
HGNC:2225	Withdrawn	COLOT1	
HGNC:2229	Withdrawn	COP	
HGNC:2233	Merged/Split	COPD	HGNC:649
HGNC:2241	Merged/Split	COPT1	HGNC:11016
HGNC:2242	Merged/Split	COPT2	HGNC:11017
HGNC:2245	Withdrawn	CORD1	
HGNC:2246	Merged/Split	CORD2	HGNC:2383
HGNC:2247	Withdrawn	CORD4	
HGNC:2248	Merged/Split	CORD5	HGNC:21043
HGNC:2249	Merged/Split	CORD6	HGNC:4689
HGNC:2250	Merged/Split	CORD7	HGNC:17282
HGNC:2251	Withdrawn	CORD8	
HGNC:2258	Merged/Split	COT	HGNC:6860
HGNC:2302	Merged/Split	CPD1	HGNC:2004
HGNC:2304	Merged/Split	CPETR	HGNC:2046
HGNC:2305	Merged/Split	CPETR1	HGNC:2046
HGNC:2306	Merged/Split	CPETR2	HGNC:2045
HGNC:2307	Merged/Split	CPETRL2	HGNC:2049
HGNC:2308	Withdrawn	CPL1	
HGNC:2331	Merged/Split	CPX	HGNC:11600
HGNC:2337	Merged/Split	CR3A	HGNC:6149
HGNC:2341	Merged/Split	CRARF	HGNC:6901
HGNC:2344	Merged/Split	CRD	HGNC:10295
HGNC:2346	Merged/Split	CREB2	HGNC:784
HGNC:2353	Merged/Split	CRFB4	HGNC:5965
HGNC:2354	Merged/Split	CRG	HGNC:20626
HGNC:2369	Merged/Split	CRS	HGNC:12428
HGNC:2373	Merged/Split	CRSP4	HGNC:22963
HGNC:2381	Withdrawn	CRTL2	
HGNC:2382	Merged/Split	CRTM	HGNC:6907
HGNC:2386	Merged/Split	CRYA1	HGNC:2388
HGNC:2387	Merged/Split	CRYA2	HGNC:2389
HGNC:2390	Merged/Split	CRYB1	HGNC:2394
HGNC:2391	Merged/Split	CRYB2A	HGNC:2398
HGNC:2392	Merged/Split	CRYB2B	HGNC:2399
HGNC:2393	Merged/Split	CRYB3	HGNC:2400
HGNC:2401	Merged/Split	CRYG1	HGNC:2408
HGNC:2402	Merged/Split	CRYG2	HGNC:2409
HGNC:2403	Merged/Split	CRYG3	HGNC:2410
HGNC:2404	Merged/Split	CRYG4	HGNC:2411
HGNC:2405	Merged/Split	CRYG5	HGNC:2412
HGNC:2406	Merged/Split	CRYG6	HGNC:2413
HGNC:2407	Merged/Split	CRYG8	HGNC:2417
HGNC:2415	Withdrawn	CRYGP1	
HGNC:2416	Withdrawn	CRYGP2	
HGNC:2423	Merged/Split	CSBP1	HGNC:6876
HGNC:2424	Merged/Split	CSBP2	HGNC:6876
HGNC:2425	Merged/Split	CSD1	HGNC:11771
HGNC:2426	Merged/Split	CSD2	HGNC:11771
HGNC:2427	Merged/Split	CSD3	HGNC:11771
HGNC:2430	Merged/Split	CSE	HGNC:11005
HGNC:2443	Merged/Split	CSHP1	HGNC:2442
HGNC:2448	Merged/Split	CSNB1	HGNC:8082
HGNC:2449	Merged/Split	CSNB2	HGNC:1393
HGNC:2450	Merged/Split	CSNB4	HGNC:8082
HGNC:2461	Merged/Split	CSNU3	HGNC:11067
HGNC:2462	Merged/Split	CSPB	HGNC:4709
HGNC:2463	Merged/Split	CSPG1	HGNC:319
HGNC:2489	Withdrawn	CTAA1	
HGNC:2490	Withdrawn	CTAA2	
HGNC:2493	Merged/Split	CTB	HGNC:2496
HGNC:2497	Withdrawn	CTD	
HGNC:2502	Withdrawn	CTHM	
HGNC:2503	Merged/Split	CTLA1	HGNC:4709
HGNC:2504	Merged/Split	CTLA3	HGNC:4708
HGNC:2506	Merged/Split	CTLA8	HGNC:5981
HGNC:2507	Merged/Split	CTLN2	HGNC:10983
HGNC:2508	Merged/Split	CTM	HGNC:5227
HGNC:2517	Merged/Split	CTNNG	HGNC:6207
HGNC:2525	Merged/Split	CTRN2	HGNC:168
HGNC:2526	Merged/Split	CTS1	HGNC:12405
HGNC:2533	Merged/Split	CTSGL1	HGNC:4709
HGNC:2534	Merged/Split	CTSGL2	HGNC:4710
HGNC:2543	Merged/Split	CTSO1	HGNC:2542
HGNC:2544	Merged/Split	CTSO2	HGNC:2536
HGNC:2560	Withdrawn	CXB3S	
HGNC:2562	Merged/Split	TMEM257	HGNC:13449
HGNC:2564	Merged/Split	CXorf3	HGNC:19073
HGNC:2565	Merged/Split	CXorf4	HGNC:2370
HGNC:2566	Merged/Split	CXorf4P	HGNC:2371
HGNC:2572	Withdrawn	CYB5AP1	
HGNC:2585	Merged/Split	CYLD1	HGNC:2584
HGNC:2587	Withdrawn	CYMD	
HGNC:2598	Merged/Split	CYP21	HGNC:2600
HGNC:2601	Merged/Split	CYP21P	HGNC:2599
HGNC:2604	Merged/Split	CYP27	HGNC:2605
HGNC:2607	Withdrawn	CYP2A	
HGNC:2609	Merged/Split	CYP2A3	HGNC:2610
HGNC:2614	Merged/Split	CYP2B	HGNC:2615
HGNC:2617	Merged/Split	CYP2C	HGNC:2621
HGNC:2618	Merged/Split	CYP2C10	HGNC:2623
HGNC:2619	Merged/Split	CYP2C17	HGNC:2620
HGNC:2626	Merged/Split	CYP2D8P2	HGNC:2625
HGNC:2627	Merged/Split	CYP2D7P2	HGNC:2625
HGNC:2629	Merged/Split	CYP2DL1	HGNC:2625
HGNC:2630	Merged/Split	CYP2DP1	HGNC:2628
HGNC:2635	Withdrawn	CYP3A	
HGNC:2636	Merged/Split	CYP3A3	HGNC:2637
HGNC:2639	Merged/Split	CYP3A5P1	HGNC:42418
HGNC:2643	Merged/Split	CYP4A2	HGNC:2642
HGNC:2650	Merged/Split	CYP7	HGNC:2651
HGNC:2655	Merged/Split	CYRN1	HGNC:209
HGNC:2656	Merged/Split	CYRN2	HGNC:210
HGNC:2657	Merged/Split	CYRP	HGNC:2469
HGNC:2658	Merged/Split	CZP1	HGNC:4281
HGNC:2659	Withdrawn	CZP2	
HGNC:2660	Merged/Split	CZP3	HGNC:4277
HGNC:2667	Merged/Split	DAGK1	HGNC:2849
HGNC:2668	Merged/Split	DAGK2	HGNC:2850
HGNC:2669	Merged/Split	DAGK3	HGNC:2853
HGNC:2670	Merged/Split	DAGK4	HGNC:2856
HGNC:2677	Merged/Split	DAR	HGNC:812
HGNC:2679	Merged/Split	DAT1	HGNC:11049
HGNC:2686	Merged/Split	DAZLA	HGNC:2685
HGNC:2688	Merged/Split	DBCCR1	HGNC:2687
HGNC:2693	Withdrawn	DBIL3	
HGNC:2694	Withdrawn	DBIL4	
HGNC:2702	Merged/Split	DCE	HGNC:2859
HGNC:2706	Merged/Split	DCOH	HGNC:8646
HGNC:2722	Merged/Split	DDH1	HGNC:384
HGNC:2723	Merged/Split	DDH2	HGNC:385
HGNC:2724	Merged/Split	DDIT1	HGNC:4095
HGNC:2729	Merged/Split	DDPAC	HGNC:6893
HGNC:2733	Withdrawn	DDU	
HGNC:2748	Withdrawn	DDX7	
HGNC:2756	Merged/Split	DEF1	HGNC:2761
HGNC:2757	Merged/Split	DEF3	HGNC:2762
HGNC:2758	Merged/Split	DEF4	HGNC:2763
HGNC:2759	Merged/Split	DEF5	HGNC:2764
HGNC:2774	Merged/Split	DFN1	HGNC:11817
HGNC:2775	Merged/Split	DFN2	HGNC:9462
HGNC:2776	Merged/Split	DFN3	HGNC:9217
HGNC:2777	Withdrawn	DFNX3	
HGNC:2778	Withdrawn	DFN5	
HGNC:2779	Merged/Split	DFN6	HGNC:11122
HGNC:2780	Withdrawn	DFN7	
HGNC:2781	Withdrawn	DFN8	
HGNC:2782	Merged/Split	DFNA1	HGNC:2876
HGNC:2783	Merged/Split	DFNA10	HGNC:3522
HGNC:2784	Merged/Split	DFNA11	HGNC:7606
HGNC:2785	Merged/Split	DFNA12	HGNC:11720
HGNC:2786	Merged/Split	DFNA13	HGNC:2187
HGNC:2787	Merged/Split	DFNA14	HGNC:12762
HGNC:2788	Merged/Split	DFNA15	HGNC:9220
HGNC:2789	Withdrawn	DFNA16	
HGNC:2790	Merged/Split	DFNA17	HGNC:7579
HGNC:2791	Withdrawn	DFNA19	
HGNC:2792	Merged/Split	DFNA2	HGNC:4285, HGNC:6298
HGNC:2793	Merged/Split	DFNA20	HGNC:144
HGNC:2794	Withdrawn	DFNA21	
HGNC:2795	Merged/Split	DFNA23	HGNC:10887
HGNC:2796	Withdrawn	DFNA24	
HGNC:2797	Merged/Split	DFNA26	HGNC:144
HGNC:2798	Merged/Split	DFNA27	HGNC:9966
HGNC:2800	Withdrawn	DFNA29	
HGNC:2801	Merged/Split	DFNA3	HGNC:4284, HGNC:4288
HGNC:2802	Withdrawn	DFNA30	
HGNC:2803	Withdrawn	DFNA31	
HGNC:2804	Withdrawn	DFNA32	
HGNC:2805	Withdrawn	DFNA33	
HGNC:2806	Merged/Split	DFNA34	HGNC:16400
HGNC:2807	Withdrawn	DFNA35	
HGNC:2808	Merged/Split	DFNA36	HGNC:16513
HGNC:2809	Merged/Split	DFNA4	HGNC:23212
HGNC:2811	Merged/Split	DFNA6	HGNC:12762
HGNC:2812	Withdrawn	DFNA7	
HGNC:2813	Merged/Split	DFNA8	HGNC:11720
HGNC:2814	Merged/Split	DFNA9	HGNC:2180
HGNC:2815	Merged/Split	DFNB1	HGNC:4284
HGNC:2816	Merged/Split	DFNB10	HGNC:11877
HGNC:2817	Merged/Split	DFNB11	HGNC:16513
HGNC:2818	Merged/Split	DFNB12	HGNC:13733
HGNC:2819	Withdrawn	DFNB13	
HGNC:2820	Withdrawn	DFNB14	
HGNC:2821	Merged/Split	DFNB15	HGNC:18183
HGNC:2822	Merged/Split	DFNB16	HGNC:16035
HGNC:2823	Withdrawn	DFNB17	
HGNC:2824	Merged/Split	DFNB18	HGNC:12597
HGNC:2825	Withdrawn	DFNB19	
HGNC:2826	Merged/Split	DFNB2	HGNC:7606
HGNC:2827	Withdrawn	DFNB20	
HGNC:2828	Merged/Split	DFNB21	HGNC:11720
HGNC:2829	Merged/Split	DFNB23	HGNC:14674
HGNC:2830	Merged/Split	DFNB24	HGNC:9944
HGNC:2831	Merged/Split	DFNB25	HGNC:31673
HGNC:2832	Merged/Split	DFNB26	HGNC:4066
HGNC:2833	Withdrawn	DFNB27	
HGNC:2834	Merged/Split	DFNB28	HGNC:17009
HGNC:2835	Merged/Split	DFNB3	HGNC:7594
HGNC:2836	Merged/Split	DFNB4	HGNC:8818
HGNC:2837	Withdrawn	DFNB5	
HGNC:2838	Merged/Split	DFNB6	HGNC:30800
HGNC:2839	Merged/Split	DFNB7	HGNC:16513
HGNC:2840	Merged/Split	DFNB8	HGNC:11877
HGNC:2841	Merged/Split	DFNB9	HGNC:8515
HGNC:2842	Merged/Split	DFNM1	HGNC:24248
HGNC:2848	Merged/Split	DGI1	HGNC:3054
HGNC:2864	Merged/Split	DHFRP4	HGNC:27309
HGNC:2866	Merged/Split	DHLAG	HGNC:1697
HGNC:2868	Merged/Split	DHOF	HGNC:17652
HGNC:2870	Merged/Split	DHRD	HGNC:3218
HGNC:2871	Merged/Split	DHTR	HGNC:644
HGNC:2872	Merged/Split	DI	HGNC:11027
HGNC:2875	Withdrawn	DIANPH	
HGNC:2878	Merged/Split	DIC	HGNC:10980
HGNC:2880	Withdrawn	DIFF6L	
HGNC:2881	Withdrawn	DIH1	
HGNC:2882	Merged/Split	DINB1	HGNC:9183
HGNC:2886	Merged/Split	DIR	HGNC:897
HGNC:2887	Merged/Split	DIR3	HGNC:897
HGNC:2913	Merged/Split	DLTA	HGNC:2896
HGNC:2920	Merged/Split	DLX7	HGNC:2917
HGNC:2921	Merged/Split	DLX9	HGNC:2917
HGNC:2922	Merged/Split	DM	HGNC:2933
HGNC:2923	Merged/Split	DM1	HGNC:2933
HGNC:2924	Merged/Split	DM2	HGNC:13164
HGNC:2925	Merged/Split	DMAHP	HGNC:10891
HGNC:2929	Merged/Split	DMDA1	HGNC:10809
HGNC:2930	Merged/Split	DMDL	HGNC:12635
HGNC:2931	Merged/Split	DMGDHL1	HGNC:10536
HGNC:2944	Withdrawn	DNAH13	
HGNC:2947	Merged/Split	DNAH17L	HGNC:2953
HGNC:2965	Merged/Split	DNCL	HGNC:2961
HGNC:2967	Withdrawn	DNCM	
HGNC:2968	Merged/Split	DNECL	HGNC:2961
HGNC:2969	Merged/Split	DNL1	HGNC:2956
HGNC:2970	Merged/Split	DNL1L	HGNC:2957
HGNC:2971	Merged/Split	DNL2	HGNC:2960
HGNC:2975	Merged/Split	DNMT	HGNC:2976
HGNC:2982	Merged/Split	DNS	HGNC:2124
HGNC:2984	Merged/Split	DO	HGNC:726
HGNC:2994	Merged/Split	DPAGT	HGNC:2995
HGNC:2996	Merged/Split	DPAGT2	HGNC:2995
HGNC:2997	Merged/Split	DPD1	HGNC:11766
HGNC:2998	Merged/Split	DPDE1	HGNC:8782
HGNC:2999	Merged/Split	DPDE2	HGNC:8780
HGNC:3000	Merged/Split	DPDE3	HGNC:8783
HGNC:3001	Merged/Split	DPDE4	HGNC:8781
HGNC:3021	Withdrawn	DRD1L1	
HGNC:3022	Merged/Split	DRD1L2	HGNC:3026
HGNC:3034	Merged/Split	DRT	HGNC:3393
HGNC:3038	Merged/Split	DSC4	HGNC:3037
HGNC:3055	Merged/Split	DSS	HGNC:7960
HGNC:3056	Merged/Split	DTD	HGNC:10994
HGNC:3063	Withdrawn	DURS1	
HGNC:3077	Merged/Split	DUSP8P3	HGNC:3075
HGNC:3080	Merged/Split	DUX2	HGNC:38670
HGNC:3088	Withdrawn	DWS	
HGNC:3089	Merged/Split	DYRK	HGNC:3091
HGNC:3090	Merged/Split	DYRK1	HGNC:3091
HGNC:3096	Merged/Split	DYS	HGNC:5959
HGNC:3099	Merged/Split	DYT11	HGNC:10808
HGNC:3100	Merged/Split	DYT12	HGNC:801
HGNC:3101	Withdrawn	DYT13	
HGNC:3102	Merged/Split	DYT2	HGNC:5144
HGNC:3103	Merged/Split	DYT3	HGNC:11535
HGNC:3104	Merged/Split	DYT4	HGNC:20774
HGNC:3105	Merged/Split	DYT5	HGNC:4193
HGNC:3106	Merged/Split	DYT6	HGNC:20856
HGNC:3107	Withdrawn	DYT7	
HGNC:3108	Withdrawn	DYX1	
HGNC:3109	Withdrawn	DYX2	
HGNC:3110	Withdrawn	DYX3	
HGNC:3111	Withdrawn	DYX4	
HGNC:3112	Withdrawn	E11S	
HGNC:3124	Merged/Split	EBD1	HGNC:2214
HGNC:3125	Merged/Split	EBDCT	HGNC:2214
HGNC:3127	Merged/Split	EBI1	HGNC:1608
HGNC:3130	Withdrawn	EBM	
HGNC:3131	Merged/Split	EBN1	HGNC:6296, HGNC:1958
HGNC:3132	Merged/Split	EBN2	HGNC:6297
HGNC:3134	Merged/Split	EBR1	HGNC:2214
HGNC:3135	Merged/Split	EBR2A	HGNC:6493
HGNC:3136	Withdrawn	EBR3	
HGNC:3137	Withdrawn	EBR4	
HGNC:3138	Merged/Split	EBS1	HGNC:9069
HGNC:3139	Merged/Split	EBS2	HGNC:6442
HGNC:3140	Merged/Split	EBS3	HGNC:6416
HGNC:3141	Merged/Split	EBS4	HGNC:6416
HGNC:3144	Withdrawn	ECA1	
HGNC:3150	Merged/Split	ECHD	HGNC:3247
HGNC:3152	Merged/Split	ECK	HGNC:3386
HGNC:3156	Withdrawn	ED#	
HGNC:3158	Merged/Split	ED2	HGNC:4288
HGNC:3159	Merged/Split	ED3	HGNC:2895
HGNC:3160	Merged/Split	ED4	HGNC:9706
HGNC:3161	Merged/Split	ED1	HGNC:3157
HGNC:3162	Merged/Split	EDA2	HGNC:3157
HGNC:3163	Merged/Split	EDDR1	HGNC:2730
HGNC:3171	Merged/Split	EDH17B1	HGNC:5216
HGNC:3172	Merged/Split	EDH17B2	HGNC:5210
HGNC:3174	Merged/Split	EDM1	HGNC:2227
HGNC:3175	Merged/Split	EDM2	HGNC:2218
HGNC:3181	Merged/Split	EDP1	HGNC:11894
HGNC:3184	Merged/Split	EDS4A	HGNC:2201
HGNC:3186	Withdrawn	EEC1	
HGNC:3187	Withdrawn	EEC2	
HGNC:3190	Withdrawn	EEF1A1L14	
HGNC:3215	Withdrawn	EEGV1	
HGNC:3216	Merged/Split	EEK	HGNC:3391
HGNC:3217	Merged/Split	EFE2	HGNC:11577
HGNC:3220	Merged/Split	EFMR	HGNC:14270
HGNC:3237	Withdrawn	EGI	
HGNC:3248	Merged/Split	EHK1	HGNC:6412
HGNC:3251	Merged/Split	EIF1A	HGNC:3250
HGNC:3253	Merged/Split	EIF2	HGNC:3265
HGNC:3256	Merged/Split	EIF2B	HGNC:3257
HGNC:3264	Merged/Split	EIF2G	HGNC:3267
HGNC:3268	Merged/Split	EIF3	HGNC:3271
HGNC:3269	Merged/Split	EIF3A	HGNC:6159
HGNC:3281	Withdrawn	EIF4	
HGNC:3286	Merged/Split	EIF4C	HGNC:3250
HGNC:3291	Merged/Split	EIF4EL1	HGNC:3287
HGNC:3294	Merged/Split	EIF4F	HGNC:3287, HGNC:3284, HGNC:3296
HGNC:3295	Merged/Split	EIF4G	HGNC:3296
HGNC:3302	Merged/Split	EIF5AP1	HGNC:17419
HGNC:3305	Merged/Split	EJM1	HGNC:16406
HGNC:3306	Withdrawn	EJM2	
HGNC:3307	Merged/Split	EKV	HGNC:4285
HGNC:3310	Merged/Split	ELAM1	HGNC:10718
HGNC:3322	Merged/Split	ELK2	HGNC:3323
HGNC:3328	Withdrawn	ELNL1	
HGNC:3329	Merged/Split	ELNR1	HGNC:4298
HGNC:3339	Withdrawn	EMWX	
HGNC:3348	Merged/Split	ENDOGL2	HGNC:3347
HGNC:3351	Merged/Split	ENO1L1	HGNC:3350
HGNC:3361	Merged/Split	ENT1	HGNC:11003
HGNC:3362	Merged/Split	ENT2	HGNC:11004
HGNC:3369	Withdrawn	ENUR1	
HGNC:3370	Withdrawn	ENUR2	
HGNC:3371	Merged/Split	ENX2	HGNC:543
HGNC:3375	Merged/Split	EPB3	HGNC:11027
HGNC:3376	Merged/Split	EPB3L1	HGNC:11028
HGNC:3384	Merged/Split	EPD1	HGNC:2227
HGNC:3397	Merged/Split	EPHT1	HGNC:3385
HGNC:3398	Merged/Split	EPHT2	HGNC:3392
HGNC:3399	Merged/Split	EPHT3	HGNC:3393
HGNC:3400	Withdrawn	EPHTLG	
HGNC:3404	Merged/Split	EPLG1	HGNC:3221
HGNC:3405	Merged/Split	EPLG2	HGNC:3226
HGNC:3406	Merged/Split	EPLG3	HGNC:3223
HGNC:3407	Merged/Split	EPLG4	HGNC:3224
HGNC:3408	Merged/Split	EPLG5	HGNC:3227
HGNC:3409	Merged/Split	EPLG6	HGNC:3222
HGNC:3410	Merged/Split	EPLG7	HGNC:3225
HGNC:3411	Merged/Split	EPLG8	HGNC:3228
HGNC:3412	Merged/Split	EPM1	HGNC:2482
HGNC:3414	Merged/Split	EPMR	HGNC:2079
HGNC:3417	Withdrawn	EPR1	
HGNC:3421	Merged/Split	EPT	HGNC:6572
HGNC:3422	Merged/Split	EPVE6AP	HGNC:12496
HGNC:3425	Merged/Split	ERBA1	HGNC:11796
HGNC:3426	Merged/Split	ERBA2	HGNC:11799
HGNC:3427	Merged/Split	ERBA2L	HGNC:8548
HGNC:3428	Merged/Split	ERBAL2	HGNC:7977
HGNC:3429	Merged/Split	ERBAL3	HGNC:7975
HGNC:3440	Withdrawn	ERCM1	
HGNC:3441	Merged/Split	ERCM2	HGNC:3437
HGNC:3445	Merged/Split	ERF1	HGNC:3477
HGNC:3448	Merged/Split	ERK	HGNC:3393
HGNC:3450	Withdrawn	ERPL1	
HGNC:3451	Withdrawn	ERPL2	
HGNC:3452	Merged/Split	ERR	HGNC:11057
HGNC:3453	Withdrawn	ERV1	
HGNC:3455	Withdrawn	ERVK2	
HGNC:3456	Withdrawn	ERVK3	
HGNC:3457	Withdrawn	ERVT1	
HGNC:3458	Withdrawn	ERVT2	
HGNC:3459	Withdrawn	ERVT3	
HGNC:3460	Withdrawn	ERVT4	
HGNC:3461	Withdrawn	ERVT5	
HGNC:3469	Merged/Split	ESRL1	HGNC:3471
HGNC:3470	Merged/Split	ESRL2	HGNC:3473
HGNC:3475	Merged/Split	ESTF	HGNC:6860
HGNC:3476	Merged/Split	ESX	HGNC:3318
HGNC:3484	Merged/Split	ETK1	HGNC:3387
HGNC:3485	Merged/Split	ETK2	HGNC:3394
HGNC:3486	Withdrawn	ETM1	
HGNC:3487	Withdrawn	ETM2	
HGNC:3502	Merged/Split	EVI9	HGNC:13221
HGNC:3504	Merged/Split	EVR1	HGNC:4042
HGNC:3505	Merged/Split	EVR2	HGNC:7678
HGNC:3509	Merged/Split	EWSR2	HGNC:3488
HGNC:3510	Merged/Split	EXLD1	HGNC:21446
HGNC:3514	Withdrawn	EXT3	
HGNC:3523	Withdrawn	EYCL1	
HGNC:3524	Merged/Split	EYCL2	HGNC:8101
HGNC:3525	Merged/Split	EYCL3	HGNC:8101
HGNC:3532	Withdrawn	F13A2	
HGNC:3533	Withdrawn	F13A3	
HGNC:3536	Withdrawn	F2L	
HGNC:3543	Merged/Split	F5F8D	HGNC:6631
HGNC:3548	Merged/Split	F8C	HGNC:3546
HGNC:3549	Merged/Split	F8VWF	HGNC:12726
HGNC:3550	Merged/Split	F8VWFP	HGNC:12727
HGNC:3552	Withdrawn	FA1	
HGNC:3564	Merged/Split	FACA	HGNC:3582
HGNC:3565	Merged/Split	FACC	HGNC:3584
HGNC:3566	Merged/Split	FACD	HGNC:1101
HGNC:3567	Merged/Split	FACE	HGNC:3586
HGNC:3568	Withdrawn	FACL1	
HGNC:3572	Merged/Split	FACVL1	HGNC:10996
HGNC:3577	Merged/Split	FAEES3	HGNC:4638
HGNC:3580	Merged/Split	FAK2	HGNC:9612
HGNC:3589	Merged/Split	FANCH	HGNC:3582
HGNC:3593	Merged/Split	FAS1	HGNC:11920
HGNC:3598	Withdrawn	FAUNA	
HGNC:3605	Merged/Split	FBNL	HGNC:3218
HGNC:3610	Merged/Split	FCER1B	HGNC:7316
HGNC:3617	Merged/Split	FCGR2A1	HGNC:3616
HGNC:3626	Merged/Split	FCP	HGNC:3627
HGNC:3627	Withdrawn	FCP1	
HGNC:3628	Merged/Split	FCT3A	HGNC:4015
HGNC:3630	Merged/Split	FDH	HGNC:253
HGNC:3643	Withdrawn	FEB1	
HGNC:3644	Withdrawn	FEB2	
HGNC:3645	Merged/Split	FEB3	HGNC:10585
HGNC:3646	Withdrawn	FEB4	
HGNC:3652	Merged/Split	FEOM1	HGNC:19349
HGNC:3653	Merged/Split	FEOM2	HGNC:691
HGNC:3654	Merged/Split	FEOM3	HGNC:20772
HGNC:3669	Merged/Split	FGF12B	HGNC:3668
HGNC:3692	Merged/Split	FGFR6	HGNC:21664
HGNC:3698	Merged/Split	FGS1	HGNC:11957
HGNC:3699	Withdrawn	FGS2	
HGNC:3707	Withdrawn	FICP	
HGNC:3709	Withdrawn	FIM1	
HGNC:3710	Withdrawn	FIM3	
HGNC:3713	Merged/Split	FKBP1L	HGNC:3712
HGNC:3726	Merged/Split	FKHL1	HGNC:3811
HGNC:3727	Merged/Split	FKHL10	HGNC:3815
HGNC:3728	Merged/Split	FKHL11	HGNC:3817
HGNC:3729	Merged/Split	FKHL12	HGNC:3808
HGNC:3730	Merged/Split	FKHL13	HGNC:3816
HGNC:3731	Merged/Split	FKHL14	HGNC:3801
HGNC:3732	Merged/Split	FKHL15	HGNC:3806
HGNC:3733	Merged/Split	FKHL16	HGNC:3818
HGNC:3734	Merged/Split	FKHL17	HGNC:3803
HGNC:3736	Merged/Split	FKHL2	HGNC:3811
HGNC:3737	Merged/Split	FKHL3	HGNC:3811
HGNC:3738	Merged/Split	FKHL4	HGNC:3811
HGNC:3739	Merged/Split	FKHL5	HGNC:3809
HGNC:3740	Merged/Split	FKHL6	HGNC:3810
HGNC:3741	Merged/Split	FKHL7	HGNC:3800
HGNC:3742	Merged/Split	FKHL8	HGNC:3802
HGNC:3743	Merged/Split	FKHL9	HGNC:3805
HGNC:3744	Merged/Split	FKHR	HGNC:3819
HGNC:3745	Merged/Split	FKHRL1	HGNC:3821
HGNC:3746	Merged/Split	FKHRL1P1	HGNC:3822
HGNC:3747	Merged/Split	FKHRP1	HGNC:3820
HGNC:3751	Merged/Split	FLN1	HGNC:3754
