AC007228	Blood[0]
AC007240	Blood[0]
AC007249	Blood[0]
AC007250	Blood[0]
AC007262	Blood[0]
AC007272	Blood[0]
AC007277	Blood[0]
AC007285	Blood[0]
AC007292	Blood[0]
AC007298	Blood[0]
AC007308	Blood[0]
AC007314	Blood[0]
AC007319	Blood[0]
AC007325	Blood[0]
AC007326	Blood[0]
AC007327	Blood[0]
AC007333	Blood[0]
AC007336	Blood[0]
AC007342	Blood[0]
AC007344	Blood[0]
AC007347	Blood[0]
AC007349	Blood[0]
AC007359	Blood[0]
AC007362	Blood[0]
AC007364	Blood[0]
AC007368	Blood[0]
AC007370	Blood[0]
AC007375	Blood[0]
AC007376	Blood[0]
AC007378	Blood[0]
AC007381	Blood[0]
AC007384	Blood[0]
AC007388	Blood[0]
AC007391	Blood[0]
AC007402	Blood[0]
AC007405	Blood[0]
AC007406	Blood[0]
AC007422	Blood[0]
AC007423	Blood[0]
AC007431	Blood[0]
AC007448	Blood[0]
AC007450	Blood[0]
AC007463	Blood[0]
AC007485	Blood[0]
AC007491	Blood[0]
AC007493	Blood[0]
AC007494	Blood[0]
AC007495	Blood[0]
AC007496	Blood[0]
AC007513	Blood[0]
AC007527	Blood[0]
AC007529	Blood[0]
AC007533	Blood[0]
AC007540	Blood[0]
AC007541	Blood[0]
AC007552	Blood[0]
AC007556	Blood[0]
AC007557	Blood[0]
AC007563	Blood[0]
AC007566	Blood[0]
AC007569	Blood[0]
AC007570	Blood[0]
AC007595	Blood[0]
AC007598	Blood[0]
AC007601	Blood[0]
AC007603	Blood[0]
AC007608	Blood[0]
AC007610	Blood[0]
AC007611	Blood[0]
AC007614	Blood[0]
AC007619	Blood[0]
AC007620	Blood[0]
AC007622	Blood[0]
AC007631	Blood[0]
AC007638	Blood[0]
AC007639	Blood[0]
AC007652	Blood[0]
AC007655	Blood[0]
AC007656	Blood[0]
AC007663	Blood[0]
AC007666	Blood[0]
AC007673	Blood[0]
AC007679	Blood[0]
AC007681	Blood[0]
AC007686	Blood[0]
AC007687	Blood[0]
AC007688	Blood[0]
AC007728	Blood[0]
AC007743	Blood[0]
AC007749	Blood[0]
AC007750	Blood[0]
AC007773	Blood[0]
AC007785	Blood[0]
AC007786	Blood[0]
AC007787	Blood[0]
AC007795	Blood[0]
AC007823	Blood[0]
AC007834	Blood[0]
AC007846	Blood[0]
AC007848	Blood[0]
AC007861	Blood[0]
AC007876	Blood[0]
AC007878	Blood[0]
AC007879	Blood[0]
AC007881	Blood[0]
AC007906	Blood[0]
AC007907	Blood[0]
AC007920	Blood[0]
AC007922	Blood[0]
AC007923	Blood[0]
AC007938	Blood[0]
AC007948	Blood[0]
AC007950	Blood[0]
AC007952	Blood[0]
AC007953	Blood[0]
AC007966	Blood[0]
AC007991	Blood[0]
AC007993	Blood[0]
AC007998	Blood[0]
AC008011	Blood[0]
AC008014	Blood[0]
AC008033	Blood[0]
AC008035	Blood[0]
AC008040	Blood[0]
AC008050	Blood[0]
AC008056	Blood[0]
AC008060	Blood[0]
AC008063	Blood[0]
AC008067	Blood[0]
AC008073	Blood[0]
AC008074	Blood[0]
AC008080	Blood[0]
AC008083	Blood[0]
AC008105	Blood[0]
AC008109	Blood[0]
AC008114	Blood[0]
AC008115	Blood[0]
AC008121	Blood[0]
AC008124	Blood[0]
AC008125	Blood[0]
AC008127	Blood[0]
AC008133	Blood[0]
AC008147	Blood[0]
AC008149	Blood[0]
AC008154	Blood[0]
AC008162	Blood[0]
AC008164	Blood[0]
AC008175	Blood[0]
AC008243	Blood[0]
AC008250	Blood[0]
AC008264	Blood[0]
AC008267	Blood[0]
AC008268	Blood[0]
AC008269	Blood[0]
AC008277	Blood[0]
AC008278	Blood[0]
AC008280	Blood[0]
AC008378	Blood[0]
AC008393	Blood[0]
AC008397	Blood[0]
AC008403	Blood[0]
AC008406	Blood[0]
AC008413	Blood[0]
AC008415	Blood[0]
AC008429	Blood[0]
AC008434	Blood[0]
AC008438	Blood[0]
AC008440	Blood[0]
AC008443	Blood[0]
AC008448	Blood[0]
AC008453	Blood[0]
AC008456	Blood[0]
AC008464	Blood[0]
AC008467	Blood[0]
AC008474	Blood[0]
AC008481	Blood[0]
AC008494	Blood[0]
AC008496	Blood[0]
AC008507	Blood[0]
AC008514	Blood[0]
AC008517	Blood[0]
AC008522	Blood[0]
AC008525	Blood[0]
AC008534	Blood[0]
AC008537	Blood[0]
AC008539	Blood[0]
AC008543	Blood[0]
AC008549	Blood[0]
AC008551	Blood[0]
AC008554	Blood[0]
AC008555	Blood[0]
AC008556	Blood[0]
AC008567	Blood[0]
AC008568	Blood[0]
AC008569	Blood[0]
AC008572	Blood[0]
AC008574	Blood[0]
AC008575	Blood[0]
AC008581	Blood[0]
AC008591	Blood[0]
AC008592	Blood[0]
AC008601	Blood[0]
AC008608	Blood[0]
AC008609	Blood[0]
AC008610	Blood[0]
AC008619	Blood[0]
AC008622	Blood[0]
AC008629	Blood[0]
AC008632	Blood[0]
AC008635	Blood[0]
AC008637	Blood[0]
AC008641	Blood[0]
AC008649	Blood[0]
AC008655	Blood[0]
AC008662	Blood[0]
AC008663	Blood[0]
AC008667	Blood[0]
AC008676	Blood[0]
AC008680	Blood[0]
AC008686	Blood[0]
AC008687	Blood[0]
AC008691	Blood[0]
AC008695	Blood[0]
AC008700	Blood[0]
AC008703	Blood[0]
AC008705	Blood[0]
AC008708	Blood[0]
AC008728	Blood[0]
AC008731	Blood[0]
AC008734	Blood[0]
AC008735	Blood[0]
AC008736	Blood[0]
AC008738	Blood[0]
AC008739	Blood[0]
AC008741	Blood[0]
AC008742	Blood[0]
AC008747	Blood[0]
AC008752	Blood[0]
AC008753	Blood[0]
AC008758	Blood[0]
AC008759	Blood[0]
AC008760	Blood[0]
AC008761	Blood[0]
AC008763	Blood[0]
AC008764	Blood[0]
AC008771	Blood[0]
AC008780	Blood[0]
AC008781	Blood[0]
AC008794	Blood[0]
AC008799	Blood[0]
AC008805	Blood[0]
AC008808	Blood[0]
AC008825	Blood[0]
AC008840	Blood[0]
AC008852	Blood[0]
AC008869	Blood[0]
AC008870	Blood[0]
AC008871	Blood[0]
AC008875	Blood[0]
AC008878	Blood[0]
AC008883	Blood[0]
AC008885	Blood[0]
AC008892	Blood[0]
AC008894	Blood[0]
AC008897	Blood[0]
AC008906	Blood[0]
AC008914	Blood[0]
AC008915	Blood[0]
AC008937	Blood[0]
AC008938	Blood[0]
AC008940	Blood[0]
AC008945	Blood[0]
AC008946	Blood[0]
AC008948	Blood[0]
AC008966	Blood[0]
AC008972	Blood[0]
AC008982	Blood[0]
AC008991	Blood[0]
AC008992	Blood[0]
AC008993	Blood[0]
AC009005	Blood[0]
AC009019	Blood[0]
AC009021	Blood[0]
AC009034	Blood[0]
AC009035	Blood[0]
AC009039	Blood[0]
AC009041	Blood[0]
AC009053	Blood[0]
AC009055	Blood[0]
AC009060	Blood[0]
AC009061	Blood[0]
AC009063	Blood[0]
AC009065	Blood[0]
AC009075	Blood[0]
AC009081	Blood[0]
AC009086	Blood[0]
AC009087	Blood[0]
AC009088	Blood[0]
AC009090	Blood[0]
AC009093	Blood[0]
AC009095	Blood[0]
AC009097	Blood[0]
AC009102	Blood[0]
AC009107	Blood[0]
AC009108	Blood[0]
AC009110	Blood[0]
AC009113	Blood[0]
AC009117	Blood[0]
AC009118	Blood[0]
AC009119	Blood[0]
AC009120	Blood[0]
AC009121	Blood[0]
AC009123	Blood[0]
AC009126	Blood[0]
AC009134	Blood[0]
AC009137	Blood[0]
AC009139	Blood[0]
AC009142	Blood[0]
AC009145	Blood[0]
AC009148	Blood[0]
AC009154	Blood[0]
AC009158	Blood[0]
AC009159	Blood[0]
AC009163	Blood[0]
AC009166	Blood[0]
AC009167	Blood[0]
AC009171	Blood[0]
AC009185	Blood[0]
AC009226	Blood[0]
AC009228	Blood[0]
AC009229	Blood[0]
AC009234	Blood[0]
AC009242	Blood[0]
AC009262	Blood[0]
AC009264	Blood[0]
AC009269	Blood[0]
AC009271	Blood[0]
AC009275	Blood[0]
AC009276	Blood[0]
AC009283	Blood[0]
AC009299	Blood[0]
AC009303	Blood[0]
AC009305	Blood[0]
AC009309	Blood[0]
AC009312	Blood[0]
AC009313	Blood[0]
AC009318	Blood[0]
AC009320	Blood[0]
AC009336	Blood[0]
AC009365	Blood[0]
AC009387	Blood[0]
AC009396	Blood[0]
AC009403	Blood[0]
AC009404	Blood[0]
AC009411	Blood[0]
AC009414	Blood[0]
AC009432	Blood[0]
AC009435	Blood[0]
AC009446	Blood[0]
AC009468	Blood[0]
AC009477	Blood[0]
AC009478	Blood[0]
AC009480	Blood[0]
AC009486	Blood[0]
AC009487	Blood[0]
AC009495	Blood[0]
AC009498	Blood[0]
AC009501	Blood[0]
AC009502	Blood[0]
AC009505	Blood[0]
AC009506	Blood[0]
AC009509	Blood[0]
AC009511	Blood[0]
AC009518	Blood[0]
AC009531	Blood[0]
AC009542	Blood[0]
AC009549	Blood[0]
AC009554	Blood[0]
AC009558	Blood[0]
AC009560	Blood[0]
AC009562	Blood[0]
AC009563	Blood[0]
AC009567	Blood[0]
AC009570	Blood[0]
AC009597	Blood[0]
AC009623	Blood[0]
AC009630	Blood[0]
AC009646	Blood[0]
AC009652	Blood[0]
AC009654	Blood[0]
AC009656	Blood[0]
AC009686	Blood[0]
AC009690	Blood[0]
AC009704	Blood[0]
AC009716	Blood[0]
AC009720	Blood[0]
AC009743	Blood[0]
AC009779	Blood[0]
AC009802	Blood[0]
AC009803	Blood[0]
AC009804	Blood[0]
AC009806	Blood[0]
AC009812	Blood[0]
AC009831	Blood[0]
AC009852	Blood[0]
AC009869	Blood[0]
AC009884	Blood[0]
AC009902	Blood[0]
AC009908	Blood[0]
AC009930	Blood[0]
AC009948	Blood[0]
AC009950	Blood[0]
AC009951	Blood[0]
AC009955	Blood[0]
AC009961	Blood[0]
AC009962	Blood[0]
AC009965	Blood[0]
AC009970	Blood[0]
AC009971	Blood[0]
AC009974	Blood[0]
AC009975	Blood[0]
AC009987	Blood[0]
AC009988	Blood[0]
AC010082	Blood[0]
AC010096	Blood[0]
AC010099	Blood[0]
AC010105	Blood[0]
AC010127	Blood[0]
AC010132	Blood[0]
AC010136	Blood[0]
AC010139	Blood[0]
AC010145	Blood[0]
AC010149	Blood[0]
AC010157	Blood[0]
AC010163	Blood[0]
AC010168	Blood[0]
AC010173	Blood[0]
AC010175	Blood[0]
AC010177	Blood[0]
AC010181	Blood[0]
AC010183	Blood[0]
AC010185	Blood[0]
AC010186	Blood[0]
AC010196	Blood[0]
AC010197	Blood[0]
AC010198	Blood[0]
AC010201	Blood[0]
AC010203	Blood[0]
AC010205	Blood[0]
AC010207	Blood[0]
AC010223	Blood[0]
AC010226	Blood[0]
AC010230	Blood[0]
AC010235	Blood[0]
AC010240	Blood[0]
AC010245	Blood[0]
AC010247	Blood[0]
AC010255	Blood[0]
AC010260	Blood[0]
AC010261	Blood[0]
AC010266	Blood[0]
AC010267	Blood[0]
AC010271	Blood[0]
AC010273	Blood[0]
AC010275	Blood[0]
AC010280	Blood[0]
AC010285	Blood[0]
AC010300	Blood[0]
AC010307	Blood[0]
AC010319	Blood[0]
AC010320	Blood[0]
AC010323	Blood[0]
AC010325	Blood[0]
AC010326	Blood[0]
AC010327	Blood[0]
AC010328	Blood[0]
AC010329	Blood[0]
AC010333	Blood[0]
AC010335	Blood[0]
AC010336	Blood[0]
AC010343	Blood[0]
