Gene stable ID	Transcript stable ID	Protein stable ID	HGNC ID	HGNC symbol
ENSG00000210049	ENST00000387314		HGNC:7481	MT-TF
ENSG00000211459	ENST00000389680		HGNC:7470	MT-RNR1
ENSG00000210077	ENST00000387342		HGNC:7500	MT-TV
ENSG00000210082	ENST00000387347		HGNC:7471	MT-RNR2
ENSG00000209082	ENST00000386347		HGNC:7490	MT-TL1
ENSG00000198888	ENST00000361390	ENSP00000354687	HGNC:7455	MT-ND1
ENSG00000210100	ENST00000387365		HGNC:7488	MT-TI
ENSG00000210107	ENST00000387372		HGNC:7495	MT-TQ
ENSG00000210112	ENST00000387377		HGNC:7492	MT-TM
ENSG00000198763	ENST00000361453	ENSP00000355046	HGNC:7456	MT-ND2
ENSG00000210117	ENST00000387382		HGNC:7501	MT-TW
ENSG00000210127	ENST00000387392		HGNC:7475	MT-TA
ENSG00000210135	ENST00000387400		HGNC:7493	MT-TN
ENSG00000210140	ENST00000387405		HGNC:7477	MT-TC
ENSG00000210144	ENST00000387409		HGNC:7502	MT-TY
ENSG00000198804	ENST00000361624	ENSP00000354499	HGNC:7419	MT-CO1
ENSG00000210151	ENST00000387416		HGNC:7497	MT-TS1
ENSG00000210154	ENST00000387419		HGNC:7478	MT-TD
ENSG00000198712	ENST00000361739	ENSP00000354876	HGNC:7421	MT-CO2
ENSG00000210156	ENST00000387421		HGNC:7489	MT-TK
ENSG00000228253	ENST00000361851	ENSP00000355265	HGNC:7415	MT-ATP8
ENSG00000198899	ENST00000361899	ENSP00000354632	HGNC:7414	MT-ATP6
ENSG00000198938	ENST00000362079	ENSP00000354982	HGNC:7422	MT-CO3
ENSG00000210164	ENST00000387429		HGNC:7486	MT-TG
ENSG00000198840	ENST00000361227	ENSP00000355206	HGNC:7458	MT-ND3
ENSG00000210174	ENST00000387439		HGNC:7496	MT-TR
ENSG00000212907	ENST00000361335	ENSP00000354728	HGNC:7460	MT-ND4L
ENSG00000198886	ENST00000361381	ENSP00000354961	HGNC:7459	MT-ND4
ENSG00000210176	ENST00000387441		HGNC:7487	MT-TH
ENSG00000210184	ENST00000387449		HGNC:7498	MT-TS2
ENSG00000210191	ENST00000387456		HGNC:7491	MT-TL2
ENSG00000198786	ENST00000361567	ENSP00000354813	HGNC:7461	MT-ND5
ENSG00000198695	ENST00000361681	ENSP00000354665	HGNC:7462	MT-ND6
ENSG00000210194	ENST00000387459		HGNC:7479	MT-TE
ENSG00000198727	ENST00000361789	ENSP00000354554	HGNC:7427	MT-CYB
ENSG00000210195	ENST00000387460		HGNC:7499	MT-TT
ENSG00000210196	ENST00000387461		HGNC:7494	MT-TP
ENSG00000271254	ENST00000614336	ENSP00000484923		
ENSG00000271254	ENST00000612640	ENSP00000478665		
ENSG00000278625	ENST00000616830			
ENSG00000278457	ENST00000620265			
ENSG00000276197	ENST00000619317			
ENSG00000277428	ENST00000618679			
ENSG00000278573	ENST00000615362			
ENSG00000278704	ENST00000618686	ENSP00000484918		
ENSG00000273748	ENST00000612919	ENSP00000479921		
ENSG00000275661	ENST00000614351			
ENSG00000274202	ENST00000611062			
ENSG00000277630	ENST00000616049	ENSP00000479139		
ENSG00000277630	ENST00000616157	ENSP00000477677		
ENSG00000277400	ENST00000613230	ENSP00000483280		
ENSG00000274917	ENST00000611446		HGNC:53533	RNA5-8SN5
ENSG00000278294	ENST00000611690			
ENSG00000276256	ENST00000612465	ENSP00000484596		
ENSG00000277196	ENST00000621424	ENSP00000481127		
ENSG00000277196	ENST00000615165	ENSP00000482462		
ENSG00000276351	ENST00000617089			
ENSG00000274847	ENST00000400754	ENSP00000478910	HGNC:31102	MAFIP
ENSG00000273730	ENST00000619779			
ENSG00000273937	ENST00000614535			
ENSG00000276345	ENST00000612848	ENSP00000478035		
ENSG00000273532	ENST00000612801			
ENSG00000278793	ENST00000616468			
ENSG00000276932	ENST00000620032			
ENSG00000278817	ENST00000613204	ENSP00000482514		
ENSG00000276711	ENST00000621409			
ENSG00000276017	ENST00000617983	ENSP00000481613		
ENSG00000278633	ENST00000619792	ENSP00000484693		
ENSG00000278066	ENST00000620795			
ENSG00000276312	ENST00000615130			
ENSG00000276700	ENST00000616292		HGNC:53529	RNA5-8SN4
ENSG00000275757	ENST00000618998			
ENSG00000273739	ENST00000618675			
ENSG00000275063	ENST00000618003	ENSP00000478289		
ENSG00000277856	ENST00000619729	ENSP00000481152		
ENSG00000277374	ENST00000612925			
ENSG00000291360	ENST00000707296		HGNC:36896	RPL23AP45
ENSG00000278384	ENST00000612565	ENSP00000480106		
ENSG00000278673	ENST00000615005			
ENSG00000275987	ENST00000618083			
ENSG00000277890	ENST00000516246			
ENSG00000268674	ENST00000601199	ENSP00000473163		
ENSG00000275249	ENST00000612882	ENSP00000484075		
ENSG00000277475	ENST00000612315	ENSP00000478882		
ENSG00000275405	ENST00000619109			
ENSG00000274792	ENST00000622674	ENSP00000480318		
ENSG00000276872	ENST00000616048			
ENSG00000276760	ENST00000614604	ENSP00000478796		
ENSG00000276760	ENST00000620810	ENSP00000479796		
ENSG00000277927	ENST00000613373			
ENSG00000291371	ENST00000707319			
ENSG00000291372	ENST00000707320		HGNC:47372	RNU6-409P
ENSG00000291368	ENST00000707313		HGNC:126	ACR
ENSG00000291368	ENST00000707314	ENSP00000516837	HGNC:126	ACR
ENSG00000291368	ENST00000707315	ENSP00000516838	HGNC:126	ACR
ENSG00000291368	ENST00000707316		HGNC:126	ACR
ENSG00000291369	ENST00000707317			
ENSG00000291370	ENST00000707318			
ENSG00000292254	ENST00000710353	ENSP00000518224		
ENSG00000274175	ENST00000616638	ENSP00000479378		
ENSG00000273554	ENST00000613216	ENSP00000480079		
ENSG00000273554	ENST00000611339	ENSP00000482251		
ENSG00000275869	ENST00000621028	ENSP00000482038		
ENSG00000278510	ENST00000619806			
ENSG00000273843	ENST00000618201			
ENSG00000277836	ENST00000611746	ENSP00000478725		
ENSG00000291410	ENST00000707451			
ENSG00000291411	ENST00000707452			
ENSG00000291412	ENST00000707453			
ENSG00000291412	ENST00000707454			
ENSG00000291412	ENST00000707455			
ENSG00000291413	ENST00000707456			
ENSG00000291414	ENST00000707457		HGNC:41711	MIR4740
ENSG00000291415	ENST00000707458		HGNC:38311	MIR3186
ENSG00000291416	ENST00000707459			
ENSG00000291417	ENST00000707460		HGNC:52797	LINC01971
ENSG00000291418	ENST00000707461			
ENSG00000291418	ENST00000707462			
ENSG00000291420	ENST00000707466	ENSP00000516869	HGNC:144	ACTG1
ENSG00000291420	ENST00000707467	ENSP00000516870	HGNC:144	ACTG1
ENSG00000291420	ENST00000707468	ENSP00000516871	HGNC:144	ACTG1
ENSG00000291420	ENST00000707469	ENSP00000516872	HGNC:144	ACTG1
ENSG00000291420	ENST00000707470	ENSP00000516873	HGNC:144	ACTG1
ENSG00000291420	ENST00000707471	ENSP00000516874	HGNC:144	ACTG1
ENSG00000291420	ENST00000707472	ENSP00000516875	HGNC:144	ACTG1
ENSG00000291420	ENST00000707473	ENSP00000516876	HGNC:144	ACTG1
ENSG00000291420	ENST00000707474	ENSP00000516877	HGNC:144	ACTG1
ENSG00000291420	ENST00000707475	ENSP00000516878	HGNC:144	ACTG1
ENSG00000291420	ENST00000707476		HGNC:144	ACTG1
ENSG00000291420	ENST00000707477		HGNC:144	ACTG1
ENSG00000291420	ENST00000707478		HGNC:144	ACTG1
ENSG00000291420	ENST00000707479	ENSP00000516879	HGNC:144	ACTG1
ENSG00000291420	ENST00000707480	ENSP00000516880	HGNC:144	ACTG1
ENSG00000291420	ENST00000707481		HGNC:144	ACTG1
ENSG00000291420	ENST00000707482	ENSP00000516881	HGNC:144	ACTG1
ENSG00000291420	ENST00000707483		HGNC:144	ACTG1
ENSG00000291420	ENST00000707484		HGNC:144	ACTG1
ENSG00000291420	ENST00000707485	ENSP00000516882	HGNC:144	ACTG1
ENSG00000291420	ENST00000707486	ENSP00000516883	HGNC:144	ACTG1
ENSG00000291420	ENST00000707487	ENSP00000516884	HGNC:144	ACTG1
ENSG00000291420	ENST00000707488	ENSP00000516885	HGNC:144	ACTG1
ENSG00000291420	ENST00000707489	ENSP00000516886	HGNC:144	ACTG1
ENSG00000291420	ENST00000707490	ENSP00000516887	HGNC:144	ACTG1
ENSG00000288522	ENST00000671955			
ENSG00000288204	ENST00000672610	ENSP00000500663	HGNC:5017	HMX1
ENSG00000288204	ENST00000673238	ENSP00000499825	HGNC:5017	HMX1
ENSG00000288247	ENST00000673609			
ENSG00000291421	ENST00000707491	ENSP00000516888	HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707492	ENSP00000516889	HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707493		HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707494		HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707495		HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707496		HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707497		HGNC:29279	BAHCC1
ENSG00000291421	ENST00000707498		HGNC:29279	BAHCC1
ENSG00000291422	ENST00000707499			
ENSG00000291423	ENST00000707500			
ENSG00000291424	ENST00000707501			
ENSG00000291425	ENST00000707502		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707503		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707504		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707505		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707506		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707507		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707508		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707509		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707510		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707511		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707512		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707513		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707514		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707515		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707516		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707517		HGNC:56272	LINC03048
ENSG00000291425	ENST00000707518		HGNC:56272	LINC03048
ENSG00000288372	ENST00000672491			
ENSG00000288288	ENST00000672000			
ENSG00000288129	ENST00000672472			
ENSG00000288472	ENST00000673100		HGNC:56143	LINC03015
ENSG00000288472	ENST00000673009		HGNC:56143	LINC03015
ENSG00000288472	ENST00000671859		HGNC:56143	LINC03015
ENSG00000288472	ENST00000673474		HGNC:56143	LINC03015
ENSG00000288472	ENST00000671974		HGNC:56143	LINC03015
ENSG00000288472	ENST00000672211		HGNC:56143	LINC03015
ENSG00000288472	ENST00000671702		HGNC:56143	LINC03015
ENSG00000288472	ENST00000672607		HGNC:56143	LINC03015
ENSG00000288472	ENST00000671925		HGNC:56143	LINC03015
ENSG00000288472	ENST00000673176		HGNC:56143	LINC03015
ENSG00000288472	ENST00000673336		HGNC:56143	LINC03015
ENSG00000288472	ENST00000673539		HGNC:56143	LINC03015
ENSG00000288472	ENST00000672556		HGNC:56143	LINC03015
ENSG00000288472	ENST00000673355		HGNC:56143	LINC03015
ENSG00000288417	ENST00000671807		HGNC:56142	LINC03014
ENSG00000288417	ENST00000672947		HGNC:56142	LINC03014
ENSG00000288417	ENST00000672450		HGNC:56142	LINC03014
ENSG00000288417	ENST00000673422		HGNC:56142	LINC03014
ENSG00000288417	ENST00000672819		HGNC:56142	LINC03014
ENSG00000288417	ENST00000673131		HGNC:56142	LINC03014
ENSG00000288502	ENST00000673385			
ENSG00000288311	ENST00000672408			
ENSG00000288449	ENST00000672289			
ENSG00000288499	ENST00000672066	ENSP00000499851	HGNC:22140	FAM20C
ENSG00000288499	ENST00000673544		HGNC:22140	FAM20C
ENSG00000288499	ENST00000672298		HGNC:22140	FAM20C
ENSG00000288499	ENST00000672379		HGNC:22140	FAM20C
ENSG00000288499	ENST00000673583		HGNC:22140	FAM20C
ENSG00000288159	ENST00000672216			
ENSG00000288431	ENST00000672062	ENSP00000500776		
ENSG00000288431	ENST00000672432	ENSP00000500816		
ENSG00000281819	ENST00000625975		HGNC:55920	NAA50P1
ENSG00000263150	ENST00000570683	ENSP00000485975	HGNC:15311	OR8J2
ENSG00000262851	ENST00000573647	ENSP00000460931	HGNC:15296	OR5T2
ENSG00000261897	ENST00000575738	ENSP00000459586	HGNC:15297	OR5T3
ENSG00000262784	ENST00000576733	ENSP00000459132	HGNC:14821	OR5T1
ENSG00000262611	ENST00000626711	ENSP00000486842	HGNC:14824	OR8H1
ENSG00000262611	ENST00000574192	ENSP00000460360	HGNC:14824	OR8H1
ENSG00000280712	ENST00000627820		HGNC:14828	OR8I1P
ENSG00000262755	ENST00000573400	ENSP00000460880	HGNC:15313	OR8K3
ENSG00000281773	ENST00000628449		HGNC:16373	FAM8A2P
ENSG00000280617	ENST00000628251		HGNC:14832	OR8K2P
ENSG00000263328	ENST00000574800	ENSP00000461384	HGNC:14831	OR8K1
ENSG00000281820	ENST00000627504		HGNC:36335	RPL5P29
ENSG00000262796	ENST00000574644	ENSP00000460206	HGNC:14855	OR8J1
ENSG00000262315	ENST00000627176	ENSP00000486165	HGNC:27538	OR8U8
ENSG00000281038	ENST00000626074	ENSP00000487204	HGNC:29166	OR8U9
ENSG00000280577	ENST00000625334		HGNC:15316	OR8L1P
ENSG00000288269	ENST00000673258		HGNC:4192	GCGR
ENSG00000288269	ENST00000672485	ENSP00000500107	HGNC:4192	GCGR
ENSG00000288269	ENST00000671794	ENSP00000500297	HGNC:4192	GCGR
ENSG00000288269	ENST00000671708	ENSP00000499809	HGNC:4192	GCGR
ENSG00000288269	ENST00000672538		HGNC:4192	GCGR
ENSG00000288269	ENST00000672343		HGNC:4192	GCGR
ENSG00000288213	ENST00000672201	ENSP00000500493	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000672505	ENSP00000500564	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000673154	ENSP00000500382	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000671931	ENSP00000500166	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000673369	ENSP00000500656	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000672991	ENSP00000500318	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000672501	ENSP00000499966	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000672633	ENSP00000500936	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000672705		HGNC:28007	MCRIP1
ENSG00000288213	ENST00000673585	ENSP00000500358	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000671977	ENSP00000499975	HGNC:28007	MCRIP1
ENSG00000288213	ENST00000673364	ENSP00000500711	HGNC:28007	MCRIP1
ENSG00000288319	ENST00000672259	ENSP00000500619		
ENSG00000288319	ENST00000671812	ENSP00000500369		
ENSG00000288521	ENST00000672529			
ENSG00000288394	ENST00000672763		HGNC:65	ABCD1P4
ENSG00000288228	ENST00000673179			
ENSG00000288342	ENST00000673525		HGNC:37991	PABPC1P9
ENSG00000288315	ENST00000672109		HGNC:43583	SLC9B1P4
ENSG00000288272	ENST00000672454		HGNC:38683	ACTR3BP6
ENSG00000288186	ENST00000672496	ENSP00000500294	HGNC:16813	PPP1R27
ENSG00000288186	ENST00000672655		HGNC:16813	PPP1R27
ENSG00000288186	ENST00000672511	ENSP00000500495	HGNC:16813	PPP1R27
ENSG00000282162	ENST00000632454		HGNC:52574	LINC01784
ENSG00000281934	ENST00000633392	ENSP00000488512	HGNC:14086	PRAMEF11
ENSG00000282116	ENST00000632854		HGNC:51892	PRAMEF30P
ENSG00000282175	ENST00000634171	ENSP00000488130	HGNC:29295	HNRNPCL1
ENSG00000282817	ENST00000632257	ENSP00000487743	HGNC:28841	PRAMEF2
ENSG00000282584	ENST00000632563	ENSP00000488161	HGNC:31971	PRAMEF4
ENSG00000282663	ENST00000632873	ENSP00000488485	HGNC:27997	PRAMEF10
ENSG00000279195	ENST00000355096	ENSP00000347211	HGNC:28415	PRAMEF7
ENSG00000279195	ENST00000633146	ENSP00000488446	HGNC:28415	PRAMEF7
ENSG00000282338	ENST00000631612		HGNC:48035	RNU6-1072P
ENSG00000282549	ENST00000633303		HGNC:51891	PRAMEF29P
ENSG00000282119	ENST00000632388	ENSP00000488780	HGNC:30583	PRAMEF6
ENSG00000282119	ENST00000632295	ENSP00000487731	HGNC:30583	PRAMEF6
ENSG00000282791	ENST00000634044		HGNC:51890	PRAMEF28P
ENSG00000282437	ENST00000631964	ENSP00000488085	HGNC:51234	PRAMEF27
ENSG00000282559	ENST00000633863	ENSP00000488124	HGNC:51235	HNRNPCL3
ENSG00000282566	ENST00000632559	ENSP00000488003	HGNC:49179	PRAMEF25
ENSG00000282566	ENST00000634012	ENSP00000488324	HGNC:49179	PRAMEF25
ENSG00000282258	ENST00000632653		HGNC:51895	PRAMEF34P
ENSG00000282562	ENST00000633746		HGNC:51896	PRAMEF35P
ENSG00000282530	ENST00000633810	ENSP00000488742	HGNC:48813	HNRNPCL2
ENSG00000282468	ENST00000632119		HGNC:51897	PRAMEF36P
ENSG00000290624	ENST00000633830			
ENSG00000282341	ENST00000634066			
ENSG00000281987	ENST00000633532	ENSP00000488002	HGNC:49178	PRAMEF26
ENSG00000290500	ENST00000630494			
ENSG00000290500	ENST00000572860			
ENSG00000290500	ENST00000625370			
ENSG00000282095	ENST00000633805	ENSP00000488276	HGNC:51333	HNRNPCL4
ENSG00000261958	ENST00000573911	ENSP00000461395	HGNC:15319	OR9G1
ENSG00000282298	ENST00000633914	ENSP00000488044	HGNC:27996	PRAMEF9
ENSG00000262191	ENST00000571130	ENSP00000458970	HGNC:31940	OR9G9
ENSG00000281683	ENST00000625745			
ENSG00000282741	ENST00000632392	ENSP00000492522	HGNC:13262	PRAMEF13
ENSG00000282741	ENST00000639526	ENSP00000491482	HGNC:13262	PRAMEF13
ENSG00000262268	ENST00000572137		HGNC:15321	OR9G3P
ENSG00000262647	ENST00000575017	ENSP00000459325	HGNC:15322	OR9G4
ENSG00000282212	ENST00000632307	ENSP00000488059	HGNC:30693	PRAMEF18
ENSG00000281777	ENST00000625734		HGNC:15320	OR9G2P
ENSG00000282289	ENST00000632532		HGNC:51893	PRAMEF31P
ENSG00000282424	ENST00000633074	ENSP00000488527	HGNC:27995	PRAMEF5
ENSG00000281313	ENST00000627632		HGNC:8344	OR5G1P
ENSG00000281279	ENST00000627954		HGNC:15288	OR5G4P
ENSG00000282216	ENST00000631567		HGNC:51894	PRAMEF32P
ENSG00000282288	ENST00000632886		HGNC:47734	RNU6-771P
ENSG00000262535	ENST00000630430		HGNC:15289	OR5G5P
ENSG00000282583	ENST00000632222	ENSP00000488892	HGNC:24074	PRAMEF8
ENSG00000282583	ENST00000632952	ENSP00000488817	HGNC:24074	PRAMEF8
ENSG00000282583	ENST00000631760	ENSP00000488367	HGNC:24074	PRAMEF8
ENSG00000281107	ENST00000631283	ENSP00000485881	HGNC:15287	OR5G3
ENSG00000281839	ENST00000631340		HGNC:54252	LINC02735
ENSG00000282125	ENST00000632108	ENSP00000491658	HGNC:49193	PRAMEF33
ENSG00000293551	ENST00000713586	ENSP00000518878	HGNC:34393	PRAMEF22
ENSG00000291378	ENST00000707361		HGNC:39996	ARHGEF19-AS1
ENSG00000291381	ENST00000707384		HGNC:26604	ARHGEF19
ENSG00000291381	ENST00000707385	ENSP00000516855	HGNC:26604	ARHGEF19
ENSG00000291381	ENST00000707386	ENSP00000516856	HGNC:26604	ARHGEF19
ENSG00000291381	ENST00000707387		HGNC:26604	ARHGEF19
ENSG00000291381	ENST00000707388		HGNC:26604	ARHGEF19
ENSG00000291381	ENST00000707389	ENSP00000516857	HGNC:26604	ARHGEF19
ENSG00000291405	ENST00000707431			
ENSG00000291405	ENST00000707430			
ENSG00000288263	ENST00000672946	ENSP00000499886	HGNC:10013	GRK1
ENSG00000288263	ENST00000672546		HGNC:10013	GRK1
ENSG00000288263	ENST00000672964		HGNC:10013	GRK1
ENSG00000291404	ENST00000707429		HGNC:32248	ANO7L1
ENSG00000291376	ENST00000707359			
ENSG00000291382	ENST00000707390	ENSP00000516858	HGNC:28127	CPLANE2
ENSG00000291382	ENST00000707391	ENSP00000516859	HGNC:28127	CPLANE2
ENSG00000288305	ENST00000672977		HGNC:43692	LINC00552
ENSG00000291377	ENST00000707360		HGNC:7442	MT1XP1
ENSG00000291375	ENST00000707355	ENSP00000516839	HGNC:29249	FBXO42
ENSG00000291375	ENST00000707356	ENSP00000516840	HGNC:29249	FBXO42
ENSG00000291375	ENST00000707357	ENSP00000516841	HGNC:29249	FBXO42
ENSG00000291375	ENST00000707358		HGNC:29249	FBXO42
ENSG00000291379	ENST00000707362		HGNC:30232	SZRD1
ENSG00000291379	ENST00000707364	ENSP00000516843	HGNC:30232	SZRD1
ENSG00000291379	ENST00000707365	ENSP00000516844	HGNC:30232	SZRD1
ENSG00000291379	ENST00000707366		HGNC:30232	SZRD1
ENSG00000291379	ENST00000707363	ENSP00000516842	HGNC:30232	SZRD1
ENSG00000291379	ENST00000707367	ENSP00000516845	HGNC:30232	SZRD1
ENSG00000291379	ENST00000707368		HGNC:30232	SZRD1
ENSG00000291379	ENST00000707369		HGNC:30232	SZRD1
ENSG00000291379	ENST00000707370	ENSP00000516846	HGNC:30232	SZRD1
ENSG00000291379	ENST00000707371		HGNC:30232	SZRD1
ENSG00000291374	ENST00000707354		HGNC:36804	RPL22P3
ENSG00000291401	ENST00000707421	ENSP00000516862	HGNC:28026	SPATA21
ENSG00000291401	ENST00000707422		HGNC:28026	SPATA21
ENSG00000291401	ENST00000707423	ENSP00000516863	HGNC:28026	SPATA21
ENSG00000291401	ENST00000707425	ENSP00000516865	HGNC:28026	SPATA21
ENSG00000291401	ENST00000707424	ENSP00000516864	HGNC:28026	SPATA21
ENSG00000291401	ENST00000707426	ENSP00000516866	HGNC:28026	SPATA21
ENSG00000291380	ENST00000707373	ENSP00000516848	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707374	ENSP00000516849	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707372	ENSP00000516847	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707375		HGNC:25528	NECAP2
ENSG00000291380	ENST00000707376	ENSP00000516850	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707377	ENSP00000516851	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707378		HGNC:25528	NECAP2
ENSG00000291380	ENST00000707379	ENSP00000516852	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707380	ENSP00000516853	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707381		HGNC:25528	NECAP2
ENSG00000291380	ENST00000707382	ENSP00000516854	HGNC:25528	NECAP2
ENSG00000291380	ENST00000707383		HGNC:25528	NECAP2
ENSG00000291388	ENST00000707400		HGNC:52562	LINC01772
ENSG00000291402	ENST00000707427		HGNC:29405	CROCCP3
ENSG00000291389	ENST00000707401		HGNC:10120	RNU1-1
ENSG00000291390	ENST00000707402			
ENSG00000291391	ENST00000707403			
ENSG00000291392	ENST00000707404		HGNC:52573	LINC01783
ENSG00000291393	ENST00000707405		HGNC:48305	RNU1-6P
ENSG00000291394	ENST00000707406		HGNC:55099	PDE4DIPP8
ENSG00000291386	ENST00000707395			
ENSG00000291385	ENST00000707394		HGNC:10123	RNU1-2
ENSG00000291408	ENST00000707441			
ENSG00000291408	ENST00000707445			
ENSG00000291408	ENST00000707442			
ENSG00000291408	ENST00000707440			
ENSG00000291408	ENST00000707448			
ENSG00000291408	ENST00000707443			
ENSG00000291408	ENST00000707446			
ENSG00000291408	ENST00000707447			
ENSG00000291408	ENST00000707449			
ENSG00000291408	ENST00000707444			
ENSG00000291384	ENST00000707393			
ENSG00000291400	ENST00000707416			
ENSG00000291400	ENST00000707420			
ENSG00000291400	ENST00000707419			
ENSG00000291400	ENST00000707418			
ENSG00000291400	ENST00000707412			
ENSG00000291400	ENST00000707414			
ENSG00000291400	ENST00000707417			
ENSG00000291400	ENST00000707415			
ENSG00000291400	ENST00000707413			
ENSG00000291383	ENST00000707392		HGNC:48304	RNU1-5P
ENSG00000291395	ENST00000707407			
ENSG00000291397	ENST00000707409			
ENSG00000291398	ENST00000707410		HGNC:19900	EIF1AXP1
ENSG00000291396	ENST00000707408		HGNC:10130	RNU1-3
ENSG00000291399	ENST00000707411		HGNC:10128	RNU1-4
ENSG00000291387	ENST00000707396	ENSP00000516860	HGNC:18341	PADI2
ENSG00000291387	ENST00000707397		HGNC:18341	PADI2
ENSG00000291387	ENST00000707398		HGNC:18341	PADI2
ENSG00000291387	ENST00000707399	ENSP00000516861	HGNC:18341	PADI2
ENSG00000292230	ENST00000710281			
ENSG00000291403	ENST00000707428		HGNC:43864	CROCCP4
ENSG00000292231	ENST00000710282			
ENSG00000291407	ENST00000707439			
ENSG00000292235	ENST00000710296			
ENSG00000292236	ENST00000710297			
ENSG00000292238	ENST00000710299			
ENSG00000292239	ENST00000710300			
ENSG00000292240	ENST00000710301			
ENSG00000292241	ENST00000710302			
ENSG00000292242	ENST00000710303			
ENSG00000292229	ENST00000710280			
ENSG00000291426	ENST00000707519	ENSP00000516890	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707520	ENSP00000516891	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707521	ENSP00000516892	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707522	ENSP00000516893	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707523	ENSP00000516894	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707524	ENSP00000516895	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707525	ENSP00000516896	HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707526		HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707527		HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707528		HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707529		HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707530		HGNC:16476	TOLLIP
ENSG00000291426	ENST00000707531		HGNC:16476	TOLLIP
ENSG00000292226	ENST00000710277	ENSP00000518170		
ENSG00000292226	ENST00000713539	ENSP00000518834		
ENSG00000292228	ENST00000713541	ENSP00000518836		
ENSG00000292228	ENST00000710279	ENSP00000518172		
ENSG00000291427	ENST00000707532		HGNC:27403	TOLLIP-DT
ENSG00000291429	ENST00000707548			
ENSG00000291430	ENST00000707549		HGNC:54192	LINC02689
ENSG00000291428	ENST00000707533	ENSP00000516897	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707534	ENSP00000516898	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707536	ENSP00000516900	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707535	ENSP00000516899	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707537	ENSP00000516901	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707538	ENSP00000516902	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707539	ENSP00000516903	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707540	ENSP00000516904	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707541	ENSP00000516905	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707542	ENSP00000516906	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707543		HGNC:11405	BRSK2
ENSG00000291428	ENST00000707547	ENSP00000516908	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707544	ENSP00000516907	HGNC:11405	BRSK2
ENSG00000291428	ENST00000707545		HGNC:11405	BRSK2
ENSG00000291428	ENST00000707546		HGNC:11405	BRSK2
ENSG00000292227	ENST00000710278	ENSP00000518171		
ENSG00000292227	ENST00000713540	ENSP00000518835		
ENSG00000292225	ENST00000713538	ENSP00000518833	HGNC:26088	NBPF1
