Gene stable ID	Transcript stable ID	Protein stable ID	HGNC ID	HGNC symbol
ENSG00000281813	ENST00000648502	ENSP00000496945	HGNC:17582	KAT6B
ENSG00000281813	ENST00000648090		HGNC:17582	KAT6B
ENSG00000281813	ENST00000648004		HGNC:17582	KAT6B
ENSG00000281813	ENST00000648246	ENSP00000497460	HGNC:17582	KAT6B
ENSG00000281813	ENST00000629879	ENSP00000486731	HGNC:17582	KAT6B
ENSG00000281813	ENST00000627572	ENSP00000497129	HGNC:17582	KAT6B
ENSG00000281813	ENST00000648420	ENSP00000497983	HGNC:17582	KAT6B
ENSG00000281813	ENST00000648972		HGNC:17582	KAT6B
ENSG00000281813	ENST00000649967	ENSP00000497946	HGNC:17582	KAT6B
ENSG00000281813	ENST00000649533	ENSP00000497107	HGNC:17582	KAT6B
ENSG00000281813	ENST00000647796	ENSP00000497623	HGNC:17582	KAT6B
ENSG00000281813	ENST00000648723		HGNC:17582	KAT6B
ENSG00000281813	ENST00000648589		HGNC:17582	KAT6B
ENSG00000281813	ENST00000648845	ENSP00000497098	HGNC:17582	KAT6B
ENSG00000281813	ENST00000626984		HGNC:17582	KAT6B
ENSG00000281813	ENST00000649982		HGNC:17582	KAT6B
ENSG00000281813	ENST00000649873		HGNC:17582	KAT6B
ENSG00000281813	ENST00000650474		HGNC:17582	KAT6B
ENSG00000281813	ENST00000649342		HGNC:17582	KAT6B
ENSG00000205439	ENST00000397907	ENSP00000381005	HGNC:20531	KRTAP12-3
ENSG00000221864	ENST00000360770	ENSP00000354001	HGNC:20530	KRTAP12-2
ENSG00000258970	ENST00000557025			
ENSG00000258563	ENST00000555485		HGNC:20029	PSMA3P1
ENSG00000270685	ENST00000603166		HGNC:5568	IGHV1OR15-6
ENSG00000229880	ENST00000435590		HGNC:6048	IMMTP1
ENSG00000215567	ENST00000524329			
ENSG00000187175	ENST00000391617	ENSP00000375475	HGNC:20529	KRTAP12-1
ENSG00000258996	ENST00000555184		HGNC:20027	PPIAP5
ENSG00000276647	ENST00000617417		HGNC:34212	KRTAP12-5P
ENSG00000236382	ENST00000412914		HGNC:34213	KRTAP10-13P
ENSG00000271468	ENST00000603845			
ENSG00000268531	ENST00000594169			
ENSG00000287156	ENST00000667337			
ENSG00000184787	ENST00000345496	ENSP00000338348	HGNC:12483	UBE2G2
ENSG00000184787	ENST00000481546		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000497630		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000477954		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000491513	ENSP00000418423	HGNC:12483	UBE2G2
ENSG00000184787	ENST00000330942	ENSP00000331384	HGNC:12483	UBE2G2
ENSG00000184787	ENST00000478200	ENSP00000420671	HGNC:12483	UBE2G2
ENSG00000184787	ENST00000497664		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000462569		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000490450		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000496395		HGNC:12483	UBE2G2
ENSG00000184787	ENST00000490091		HGNC:12483	UBE2G2
ENSG00000258848	ENST00000556999		HGNC:49141	GRAMD4P6
ENSG00000211834	ENST00000390482	ENSP00000452248	HGNC:12089	TRAJ57
ENSG00000279595	ENST00000623362			
ENSG00000282268	ENST00000604102	ENSP00000474017	HGNC:5494	IGHD2OR15-2B
ENSG00000258445	ENST00000556153		HGNC:20019	MAD2L1P1
ENSG00000259089	ENST00000557243		HGNC:49140	GRAMD4P5
ENSG00000237083	ENST00000435405		HGNC:36930	RPL31P42
ENSG00000258556	ENST00000554773		HGNC:53241	LINC02322
ENSG00000287139	ENST00000660034			
ENSG00000284500	ENST00000640932			
ENSG00000284500	ENST00000640541			
ENSG00000284500	ENST00000640881			
ENSG00000284500	ENST00000639217			
ENSG00000284500	ENST00000640156			
ENSG00000284500	ENST00000669194			
ENSG00000257842	ENST00000547786		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000552826		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000548328		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000552101		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000653681		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000656804		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000662478		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000663208		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000671020		HGNC:19827	NOVA1-DT
ENSG00000257842	ENST00000667328		HGNC:19827	NOVA1-DT
ENSG00000122692	ENST00000397149	ENSP00000380336	HGNC:18247	SMU1
ENSG00000259169	ENST00000555315		HGNC:39424	GNRHR2P1
ENSG00000235594	ENST00000458731			
ENSG00000213598	ENST00000480540		HGNC:23546	RPL31P4
ENSG00000258797	ENST00000557027		HGNC:55690	MPHOSPH10P4
ENSG00000275358	ENST00000613001			
ENSG00000258854	ENST00000555115			
ENSG00000255365	ENST00000530195			
ENSG00000225344	ENST00000440642			
ENSG00000279639	ENST00000624197			
ENSG00000225563	ENST00000423233			
ENSG00000225563	ENST00000656184			
ENSG00000258670	ENST00000557618			
ENSG00000277322	ENST00000619213	ENSP00000480376	HGNC:37225	GOLGA6L6
ENSG00000251034	ENST00000514980			
ENSG00000251034	ENST00000662002			
ENSG00000251034	ENST00000668235			
ENSG00000251034	ENST00000664810			
ENSG00000258943	ENST00000557475			
ENSG00000180998	ENST00000321662	ENSP00000315106	HGNC:25445	GPR137C
ENSG00000180998	ENST00000542169	ENSP00000439165	HGNC:25445	GPR137C
ENSG00000180998	ENST00000555622	ENSP00000452563	HGNC:25445	GPR137C
ENSG00000180998	ENST00000555369		HGNC:25445	GPR137C
ENSG00000276664	ENST00000610654			
ENSG00000276057	ENST00000614234			
ENSG00000101194	ENST00000370351	ENSP00000359376	HGNC:16192	SLC17A9
ENSG00000101194	ENST00000370349	ENSP00000359374	HGNC:16192	SLC17A9
ENSG00000101194	ENST00000488738		HGNC:16192	SLC17A9
ENSG00000101194	ENST00000411611	ENSP00000388215	HGNC:16192	SLC17A9
ENSG00000101194	ENST00000459704		HGNC:16192	SLC17A9
ENSG00000101194	ENST00000487303		HGNC:16192	SLC17A9
ENSG00000101194	ENST00000483113		HGNC:16192	SLC17A9
ENSG00000276965	ENST00000616187			
ENSG00000253612	ENST00000523033		HGNC:43958	WBP1LP3
ENSG00000275307	ENST00000619464			
ENSG00000258624	ENST00000554978		HGNC:44400	SERPINE4P
ENSG00000269987	ENST00000602847			
ENSG00000253490	ENST00000522158		HGNC:52953	LINC02099
ENSG00000253490	ENST00000523123		HGNC:52953	LINC02099
ENSG00000253490	ENST00000517491		HGNC:52953	LINC02099
ENSG00000258420	ENST00000556676		HGNC:54499	LONRF2P3
ENSG00000269972	ENST00000602955			
ENSG00000247765	ENST00000500487			
ENSG00000278008	ENST00000619065		HGNC:42018	PPP1R26P4
ENSG00000273628	ENST00000622505			
ENSG00000281550	ENST00000628927			
ENSG00000251299	ENST00000505530		HGNC:39844	SLC25A15P3
ENSG00000182824	ENST00000342888		HGNC:52450	FAM230E
ENSG00000182824	ENST00000611876		HGNC:52450	FAM230E
ENSG00000270451	ENST00000603693	ENSP00000475053	HGNC:5507	IGHD4OR15-4B
ENSG00000232858	ENST00000428810		HGNC:36369	RPL34P27
ENSG00000236420	ENST00000425516		HGNC:44697	CHCHD3P1
ENSG00000234152	ENST00000447693		HGNC:39719	ELOBP1
ENSG00000228353	ENST00000415358			
ENSG00000258684	ENST00000556075		HGNC:49161	BMS1P16
ENSG00000199767	ENST00000362897		HGNC:42568	RNU6-78P
ENSG00000235838	ENST00000450068		HGNC:44701	HSP90AB7P
ENSG00000180803	ENST00000447435			
ENSG00000224382	ENST00000454152		HGNC:44677	LINC00703
ENSG00000224382	ENST00000434902		HGNC:44677	LINC00703
ENSG00000224382	ENST00000655424		HGNC:44677	LINC00703
ENSG00000242381	ENST00000482473		HGNC:46757	RN7SL741P
ENSG00000223158	ENST00000411226		HGNC:42480	RNY1P3
ENSG00000180730	ENST00000319420	ENSP00000313079	HGNC:20366	SHISA2
ENSG00000250316	ENST00000507289			
ENSG00000224251	ENST00000451575			
ENSG00000224251	ENST00000440414			
ENSG00000239989	ENST00000437537			
ENSG00000234764	ENST00000428850		HGNC:51449	E2F6P1
ENSG00000231983	ENST00000439079		HGNC:42748	LINC00415
ENSG00000280655	ENST00000628076			
ENSG00000215544	ENST00000511549		HGNC:39075	BCRP7
ENSG00000230121	ENST00000414631			
ENSG00000278305	ENST00000622001			
ENSG00000286934	ENST00000666533			
ENSG00000258997	ENST00000556855		HGNC:38664	NF1P2
ENSG00000253444	ENST00000522799			
ENSG00000277319	ENST00000611867			
ENSG00000234170	ENST00000666064		HGNC:54129	LINC02645
ENSG00000234170	ENST00000661232		HGNC:54129	LINC02645
ENSG00000234170	ENST00000655634		HGNC:54129	LINC02645
ENSG00000234170	ENST00000664791		HGNC:54129	LINC02645
ENSG00000234170	ENST00000414107		HGNC:54129	LINC02645
ENSG00000234170	ENST00000658961		HGNC:54129	LINC02645
ENSG00000234170	ENST00000441907		HGNC:54129	LINC02645
ENSG00000234170	ENST00000664302		HGNC:54129	LINC02645
ENSG00000234170	ENST00000439973		HGNC:54129	LINC02645
ENSG00000234170	ENST00000663504		HGNC:54129	LINC02645
ENSG00000234170	ENST00000665692		HGNC:54129	LINC02645
ENSG00000234170	ENST00000667195		HGNC:54129	LINC02645
ENSG00000234170	ENST00000662131		HGNC:54129	LINC02645
ENSG00000234170	ENST00000668732		HGNC:54129	LINC02645
ENSG00000276095	ENST00000614596		HGNC:52451	FAM230F
ENSG00000133105	ENST00000298386	ENSP00000298386	HGNC:17318	RXFP2
ENSG00000133105	ENST00000380314	ENSP00000369670	HGNC:17318	RXFP2
ENSG00000179388	ENST00000317216	ENSP00000318057	HGNC:3240	EGR3
ENSG00000179388	ENST00000522910	ENSP00000430310	HGNC:3240	EGR3
ENSG00000179388	ENST00000519492	ENSP00000429370	HGNC:3240	EGR3
ENSG00000179388	ENST00000524088		HGNC:3240	EGR3
ENSG00000179388	ENST00000518773		HGNC:3240	EGR3
ENSG00000231922	ENST00000426913			
ENSG00000279987	ENST00000623570			
ENSG00000183628	ENST00000413981	ENSP00000402409	HGNC:2846	DGCR6
ENSG00000183628	ENST00000331444	ENSP00000331681	HGNC:2846	DGCR6
ENSG00000183628	ENST00000483718	ENSP00000467483	HGNC:2846	DGCR6
ENSG00000183628	ENST00000427407	ENSP00000397633	HGNC:2846	DGCR6
ENSG00000183628	ENST00000608842	ENSP00000476388	HGNC:2846	DGCR6
ENSG00000183628	ENST00000480608	ENSP00000466276	HGNC:2846	DGCR6
ENSG00000183628	ENST00000477156		HGNC:2846	DGCR6
ENSG00000183628	ENST00000436645		HGNC:2846	DGCR6
ENSG00000126773	ENST00000317623	ENSP00000317396	HGNC:20349	PCNX4
ENSG00000126773	ENST00000391611	ENSP00000375469	HGNC:20349	PCNX4
ENSG00000126773	ENST00000406854	ENSP00000384801	HGNC:20349	PCNX4
ENSG00000126773	ENST00000406949	ENSP00000385201	HGNC:20349	PCNX4
ENSG00000126773	ENST00000556907		HGNC:20349	PCNX4
ENSG00000126773	ENST00000555569		HGNC:20349	PCNX4
ENSG00000126773	ENST00000483571		HGNC:20349	PCNX4
ENSG00000126773	ENST00000553513		HGNC:20349	PCNX4
ENSG00000126773	ENST00000554534	ENSP00000451836	HGNC:20349	PCNX4
ENSG00000126773	ENST00000555740	ENSP00000450441	HGNC:20349	PCNX4
ENSG00000126773	ENST00000555929	ENSP00000452234	HGNC:20349	PCNX4
ENSG00000126773	ENST00000556360	ENSP00000450994	HGNC:20349	PCNX4
ENSG00000126773	ENST00000553898		HGNC:20349	PCNX4
ENSG00000147041	ENST00000297875	ENSP00000297875	HGNC:15589	SYTL5
ENSG00000147041	ENST00000456733	ENSP00000395220	HGNC:15589	SYTL5
ENSG00000287509	ENST00000668094			
ENSG00000286090	ENST00000652480			
ENSG00000188403	ENST00000338912	ENSP00000474639	HGNC:5569	IGHV1OR15-9
ENSG00000285915	ENST00000647939			
ENSG00000279077	ENST00000625182			
ENSG00000231326	ENST00000418524		HGNC:54148	LINC02662
ENSG00000231326	ENST00000436003		HGNC:54148	LINC02662
ENSG00000266952	ENST00000649058		HGNC:51306	LINC01538
ENSG00000266952	ENST00000588074		HGNC:51306	LINC01538
ENSG00000258654	ENST00000556397			
ENSG00000258654	ENST00000554815			
ENSG00000258654	ENST00000557528			
ENSG00000235281	ENST00000438753			
ENSG00000235281	ENST00000437289			
ENSG00000235281	ENST00000658050			
ENSG00000235281	ENST00000664280			
ENSG00000235281	ENST00000665481			
ENSG00000235281	ENST00000656797			
ENSG00000235281	ENST00000656735			
ENSG00000259690	ENST00000558671			
ENSG00000264345	ENST00000580984		HGNC:52713	LINC01894
ENSG00000264345	ENST00000582697		HGNC:52713	LINC01894
ENSG00000264345	ENST00000665916		HGNC:52713	LINC01894
ENSG00000264345	ENST00000670369		HGNC:52713	LINC01894
ENSG00000264345	ENST00000670277		HGNC:52713	LINC01894
ENSG00000229080	ENST00000426425		HGNC:52133	MTCO3P30
ENSG00000259269	ENST00000558846			
ENSG00000259269	ENST00000655013			
ENSG00000259269	ENST00000652983			
ENSG00000259269	ENST00000656792			
ENSG00000259269	ENST00000654986			
ENSG00000259269	ENST00000655192			
ENSG00000259269	ENST00000666547			
ENSG00000259269	ENST00000671164			
ENSG00000259269	ENST00000669046			
ENSG00000259269	ENST00000670734			
ENSG00000259269	ENST00000656259			
ENSG00000259269	ENST00000661798			
ENSG00000259269	ENST00000668881			
ENSG00000259269	ENST00000560552			
ENSG00000259269	ENST00000653670			
ENSG00000259269	ENST00000656318			
ENSG00000259269	ENST00000671351			
ENSG00000259269	ENST00000560815			
ENSG00000259269	ENST00000661412			
ENSG00000259269	ENST00000660439			
ENSG00000259269	ENST00000654243			
ENSG00000280683	ENST00000629369		HGNC:49810	LINC01242
ENSG00000237414	ENST00000446754			
ENSG00000233906	ENST00000440888			
ENSG00000221818	ENST00000520164	ENSP00000430241	HGNC:19090	EBF2
ENSG00000221818	ENST00000408929	ENSP00000386178	HGNC:19090	EBF2
ENSG00000221818	ENST00000517825		HGNC:19090	EBF2
ENSG00000221818	ENST00000535548	ENSP00000437909	HGNC:19090	EBF2
ENSG00000230096	ENST00000420082			
ENSG00000183255	ENST00000397887	ENSP00000380984	HGNC:13524	PTTG1IP
ENSG00000183255	ENST00000445724	ENSP00000395374	HGNC:13524	PTTG1IP
ENSG00000183255	ENST00000330938	ENSP00000328325	HGNC:13524	PTTG1IP
ENSG00000183255	ENST00000397886	ENSP00000380983	HGNC:13524	PTTG1IP
ENSG00000183255	ENST00000474737		HGNC:13524	PTTG1IP
ENSG00000183255	ENST00000494690		HGNC:13524	PTTG1IP
ENSG00000183255	ENST00000480234		HGNC:13524	PTTG1IP
ENSG00000236739	ENST00000453177		HGNC:49797	CLIC4P1
ENSG00000225693	ENST00000425356		HGNC:49909	LAGE3P1
ENSG00000260676	ENST00000568095		HGNC:51309	LINC01541
ENSG00000260676	ENST00000566582		HGNC:51309	LINC01541
ENSG00000270683	ENST00000604431		HGNC:49805	GARIN3P1
ENSG00000234752	ENST00000447297		HGNC:54170	LINC02676
ENSG00000286439	ENST00000664907			
ENSG00000224488	ENST00000455403		HGNC:49778	SAMM50P1
ENSG00000230365	ENST00000437471			
ENSG00000229919	ENST00000439303		HGNC:29457	ELOCP3
ENSG00000256704	ENST00000589292		HGNC:29375	ENTR1P1
ENSG00000263716	ENST00000535708		HGNC:23327	SLC25A51P2
ENSG00000288114	ENST00000672827	ENSP00000500178	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000671956		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672222		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672200		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672845	ENSP00000500357	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672527	ENSP00000500852	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672939		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672072	ENSP00000500821	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000673398		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000673150		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000673424	ENSP00000500631	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000673545		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000673270	ENSP00000500911	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672912	ENSP00000499932	HGNC:4655	GTF2H1
ENSG00000288114	ENST00000671870		HGNC:4655	GTF2H1
ENSG00000288114	ENST00000672528		HGNC:4655	GTF2H1
ENSG00000267015	ENST00000592906			
ENSG00000267497	ENST00000588207		HGNC:22278	NFE2L3P1
ENSG00000199197	ENST00000362327		HGNC:45796	RN7SKP72
ENSG00000199272	ENST00000362402		HGNC:47312	RNU6-349P
ENSG00000151655	ENST00000358415	ENSP00000351190	HGNC:6167	ITIH2
ENSG00000151655	ENST00000473227		HGNC:6167	ITIH2
ENSG00000151655	ENST00000480387		HGNC:6167	ITIH2
ENSG00000151655	ENST00000429820	ENSP00000388826	HGNC:6167	ITIH2
ENSG00000151655	ENST00000379587	ENSP00000368906	HGNC:6167	ITIH2
ENSG00000151655	ENST00000477751		HGNC:6167	ITIH2
ENSG00000243591	ENST00000479676		HGNC:46298	RN7SL282P
ENSG00000242985	ENST00000461146		HGNC:46066	RN7SL50P
ENSG00000283532	ENST00000637586		HGNC:38260	MIR4317
ENSG00000199856	ENST00000362986			
ENSG00000164985	ENST00000380738	ENSP00000370114	HGNC:9527	PSIP1
ENSG00000164985	ENST00000380733	ENSP00000370109	HGNC:9527	PSIP1
ENSG00000164985	ENST00000380715	ENSP00000370091	HGNC:9527	PSIP1
ENSG00000164985	ENST00000380716	ENSP00000370092	HGNC:9527	PSIP1
ENSG00000164985	ENST00000481862	ENSP00000477077	HGNC:9527	PSIP1
ENSG00000164985	ENST00000495873		HGNC:9527	PSIP1
ENSG00000164985	ENST00000487363		HGNC:9527	PSIP1
ENSG00000164985	ENST00000463712		HGNC:9527	PSIP1
ENSG00000164985	ENST00000488797		HGNC:9527	PSIP1
ENSG00000164985	ENST00000484265		HGNC:9527	PSIP1
ENSG00000164985	ENST00000397519	ENSP00000380653	HGNC:9527	PSIP1
ENSG00000282520	ENST00000604950	ENSP00000474133	HGNC:5500	IGHD3OR15-3A
ENSG00000251897	ENST00000516088		HGNC:47879	RNU6-916P
ENSG00000228992	ENST00000454085		HGNC:36973	RPL5P32
ENSG00000251994	ENST00000516185		HGNC:48520	RNU2-27P
ENSG00000212626	ENST00000391324			
ENSG00000212572	ENST00000391270		HGNC:47866	RNU6-903P
ENSG00000200883	ENST00000364013			
ENSG00000288508	ENST00000671810	ENSP00000499984	HGNC:6133	ISLR
ENSG00000288508	ENST00000673078	ENSP00000500393	HGNC:6133	ISLR
ENSG00000288508	ENST00000672033	ENSP00000500831	HGNC:6133	ISLR
ENSG00000288508	ENST00000672683	ENSP00000500029	HGNC:6133	ISLR
ENSG00000207092	ENST00000384364			
ENSG00000221363	ENST00000408436		HGNC:46919	RNU6ATAC20P
ENSG00000206827	ENST00000384100		HGNC:47995	RNU6-1032P
ENSG00000242182	ENST00000484900		HGNC:46761	RN7SL745P
ENSG00000223023	ENST00000411091			
ENSG00000284331	ENST00000579822		HGNC:41661	MIR4741
ENSG00000201852	ENST00000364982		HGNC:47665	RNU6-702P
ENSG00000222087	ENST00000410155		HGNC:47684	RNU6-721P
ENSG00000242216	ENST00000486780		HGNC:46113	RN7SL97P
ENSG00000166140	ENST00000570108	ENSP00000456223	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000564258	ENSP00000457617	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000355341	ENSP00000347498	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000336455	ENSP00000337824	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000299173	ENSP00000299173	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000568062	ENSP00000455157	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000563530		HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000566407	ENSP00000456304	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000567756	ENSP00000458096	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000561617	ENSP00000454704	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000569057	ENSP00000456679	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000561768	ENSP00000456485	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000560078		HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000566767	ENSP00000457839	HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000570162		HGNC:20758	ZFYVE19
ENSG00000166140	ENST00000563497		HGNC:20758	ZFYVE19
ENSG00000207160	ENST00000384431		HGNC:48252	RNU6-1289P
ENSG00000283218	ENST00000635955		HGNC:35349	MIR302F
ENSG00000199636	ENST00000362766			
ENSG00000286444	ENST00000671041			
ENSG00000276221	ENST00000620957		HGNC:49960	MIR8057
ENSG00000251719	ENST00000515910		HGNC:47371	RNU6-408P
ENSG00000132825	ENST00000370996	ENSP00000360035	HGNC:9294	PPP1R3D
ENSG00000206863	ENST00000384136		HGNC:42527	RNU5A-6P
ENSG00000199874	ENST00000363004		HGNC:43352	RNA5SP452
ENSG00000273524	ENST00000617573			
ENSG00000206766	ENST00000384039		HGNC:47398	RNU6-435P
ENSG00000212051	ENST00000390762		HGNC:35387	MIR320C2
ENSG00000288257	ENST00000672584	ENSP00000499915	HGNC:30650	STRA6
ENSG00000288257	ENST00000672446	ENSP00000500590	HGNC:30650	STRA6
ENSG00000288257	ENST00000673026	ENSP00000499878	HGNC:30650	STRA6
ENSG00000288257	ENST00000672526	ENSP00000500345	HGNC:30650	STRA6
ENSG00000288257	ENST00000672956	ENSP00000500191	HGNC:30650	STRA6
ENSG00000288257	ENST00000672133		HGNC:30650	STRA6
ENSG00000288257	ENST00000672420		HGNC:30650	STRA6
ENSG00000288257	ENST00000673414	ENSP00000500241	HGNC:30650	STRA6
ENSG00000288257	ENST00000672836	ENSP00000500033	HGNC:30650	STRA6
ENSG00000288257	ENST00000673241	ENSP00000499866	HGNC:30650	STRA6
ENSG00000288257	ENST00000673039	ENSP00000500335	HGNC:30650	STRA6
ENSG00000288257	ENST00000672847	ENSP00000500434	HGNC:30650	STRA6
ENSG00000288257	ENST00000672482		HGNC:30650	STRA6
ENSG00000288257	ENST00000672409	ENSP00000500086	HGNC:30650	STRA6
ENSG00000288257	ENST00000672347		HGNC:30650	STRA6
ENSG00000288257	ENST00000673519	ENSP00000500334	HGNC:30650	STRA6
ENSG00000288257	ENST00000673492		HGNC:30650	STRA6
ENSG00000288257	ENST00000673345		HGNC:30650	STRA6
ENSG00000288257	ENST00000672149		HGNC:30650	STRA6
ENSG00000288257	ENST00000672826		HGNC:30650	STRA6
ENSG00000288257	ENST00000672134	ENSP00000500555	HGNC:30650	STRA6
ENSG00000288257	ENST00000673045	ENSP00000500863	HGNC:30650	STRA6
ENSG00000222320	ENST00000410388		HGNC:48013	RNU6-1050P
ENSG00000199204	ENST00000362334			
ENSG00000283809	ENST00000638240	ENSP00000492446		
ENSG00000283514	ENST00000636650		HGNC:41613	MIR3975
ENSG00000265641	ENST00000584497		HGNC:38945	MIR3929
ENSG00000266530	ENST00000580543		HGNC:38333	MIR4318
ENSG00000101132	ENST00000371419	ENSP00000360473	HGNC:8868	PFDN4
ENSG00000101132	ENST00000441080	ENSP00000432441	HGNC:8868	PFDN4
ENSG00000101132	ENST00000493356		HGNC:8868	PFDN4
ENSG00000101132	ENST00000487129		HGNC:8868	PFDN4
ENSG00000101132	ENST00000474326		HGNC:8868	PFDN4
ENSG00000283615	ENST00000638017		HGNC:33674	MIR924
ENSG00000280418	ENST00000624224			
ENSG00000283645	ENST00000637402		HGNC:43471	MIR5583-2
ENSG00000266148	ENST00000580941		HGNC:43491	MIR5583-1
ENSG00000283583	ENST00000636418			
ENSG00000273027	ENST00000609461			
ENSG00000212354	ENST00000391052		HGNC:48205	RNU6-1242P
ENSG00000272825	ENST00000609953			
ENSG00000237517	ENST00000399539		HGNC:55984	CELSR1P1
ENSG00000222704	ENST00000410772		HGNC:45906	RN7SKP182
ENSG00000276529	ENST00000616815			
ENSG00000253040	ENST00000517231		HGNC:43354	RNA5SP454
ENSG00000234880	ENST00000439088		HGNC:33165	LINC00163
ENSG00000234880	ENST00000434081		HGNC:33165	LINC00163
ENSG00000202060	ENST00000365190		HGNC:43355	RNA5SP455
ENSG00000271275	ENST00000604539			
ENSG00000207797	ENST00000385062		HGNC:31558	MIR187
ENSG00000266276	ENST00000584576		HGNC:41894	MIR4743
ENSG00000283366	ENST00000637415			
ENSG00000266582	ENST00000584505		HGNC:41633	MIR4527
ENSG00000253038	ENST00000517229		HGNC:47669	RNU6-706P
ENSG00000206944	ENST00000384217		HGNC:47671	RNU6-708P
ENSG00000270393	ENST00000603208			
ENSG00000257612	ENST00000548170		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000552926		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000657558		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000654842		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000656237		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000656692		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000667739		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000666037		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000655440		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000670889		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000653481		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000667699		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000666377		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000658149		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000657233		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000668735		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000658815		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000666571		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000662028		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000669484		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000654874		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000661570		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000653927		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000667676		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000669068		HGNC:52004	MIR4307HG
ENSG00000257612	ENST00000663099		HGNC:52004	MIR4307HG
ENSG00000251997	ENST00000516188		HGNC:43358	RNA5SP458
ENSG00000241527	ENST00000481698		HGNC:44364	CA15P1
ENSG00000261706	ENST00000569966		HGNC:33166	LINC00165
ENSG00000202240	ENST00000365370		HGNC:47700	RNU6-737P
ENSG00000275874	ENST00000615826		HGNC:19725	PICSAR
ENSG00000206865	ENST00000384138			
ENSG00000212539	ENST00000391237			
ENSG00000206769	ENST00000384042		HGNC:47079	RNU6-116P
ENSG00000206739	ENST00000384012			
ENSG00000239398	ENST00000479616		HGNC:46358	RN7SL342P
ENSG00000273311	ENST00000609958		HGNC:17226	DGCR11
ENSG00000267857	ENST00000596207			
ENSG00000200872	ENST00000364002		HGNC:43356	RNA5SP456
ENSG00000202468	ENST00000365598		HGNC:46953	RNU4-17P
ENSG00000237347	ENST00000412461			
ENSG00000252555	ENST00000516746		HGNC:47530	RNU6-567P
