Gene stable ID	UCSC Stable ID
ENSMUSG00000052428	
ENSMUSG00000061589	
ENSMUSG00000040177	
ENSMUSG00000052428	
ENSMUSG00000029370	
ENSMUSG00000045751	uc290lma.1
ENSMUSG00000040177	
ENSMUSG00000052428	
ENSMUSG00000031386	
ENSMUSG00000052428	
ENSMUSG00000045751	uc290lmb.1
ENSMUSG00000040177	
ENSMUSG00000040177	
ENSMUSG00002075501	
ENSMUSG00000029370	
ENSMUSG00000119799	
ENSMUSG00000045751	uc290lmc.1
ENSMUSG00000040177	
ENSMUSG00000045751	uc290lmd.1
ENSMUSG00000040177	
ENSMUSG00000029370	
ENSMUSG00000061589	
ENSMUSG00000029370	
ENSMUSG00000031386	
ENSMUSG00000029370	
ENSMUSG00000029370	
ENSMUSG00000061589	
ENSMUSG00000061589	
ENSMUSG00000107072	
ENSMUSG00000031386	
ENSMUSG00000061589	
ENSMUSG00000029371	
ENSMUSG00000061589	
ENSMUSG00000031386	
ENSMUSG00000031386	
ENSMUSG00000061589	
ENSMUSG00000031386	
ENSMUSG00000075558	
ENSMUSG00000120229	
ENSMUSG00000041565	
ENSMUSG00000029371	
ENSMUSG00000080829	uc292ops.1
ENSMUSG00000035278	
ENSMUSG00000029372	
ENSMUSG00000041565	
ENSMUSG00000041609	
ENSMUSG00000041565	
ENSMUSG00000027883	
ENSMUSG00000096965	
ENSMUSG00000096965	
ENSMUSG00000027883	
ENSMUSG00000063179	
ENSMUSG00000027883	
ENSMUSG00000096965	
ENSMUSG00000063179	
ENSMUSG00000027883	
ENSMUSG00000096965	
ENSMUSG00000098800	
ENSMUSG00000120134	
ENSMUSG00000063179	
ENSMUSG00000035278	
ENSMUSG00000120263	
ENSMUSG00000120274	
ENSMUSG00000055296	uc029uuk.2
ENSMUSG00000063179	
ENSMUSG00000035278	
ENSMUSG00000120330	
ENSMUSG00000063179	
ENSMUSG00000117980	
ENSMUSG00000100150	
ENSMUSG00000063179	
ENSMUSG00000063179	
ENSMUSG00000100150	
ENSMUSG00000063179	
ENSMUSG00000100150	
ENSMUSG00000063179	
ENSMUSG00000100150	
ENSMUSG00000035278	
ENSMUSG00000100150	
ENSMUSG00000063179	
ENSMUSG00000100150	
ENSMUSG00000035278	
ENSMUSG00000063179	
ENSMUSG00000120381	
ENSMUSG00000120398	
ENSMUSG00000035278	
ENSMUSG00000120402	
ENSMUSG00000108883	
ENSMUSG00000078838	
ENSMUSG00000055296	uc290mwi.1
ENSMUSG00000109224	
ENSMUSG00000078838	
ENSMUSG00000035278	
ENSMUSG00000078838	
ENSMUSG00000117654	
ENSMUSG00000055296	uc290mwg.1
ENSMUSG00000023030	
ENSMUSG00000117654	
ENSMUSG00000035278	
ENSMUSG00000117654	
ENSMUSG00000026687	
ENSMUSG00000035278	
ENSMUSG00000120531	
ENSMUSG00000055296	uc290mwh.1
ENSMUSG00000120541	
ENSMUSG00000073374	
ENSMUSG00000055296	uc008sxw.3
ENSMUSG00000026687	
ENSMUSG00000073374	
ENSMUSG00000120361	
ENSMUSG00000023030	
ENSMUSG00000120597	
ENSMUSG00000026687	
ENSMUSG00000120612	
ENSMUSG00000026687	
ENSMUSG00000023030	
ENSMUSG00000049565	
ENSMUSG00000092415	
ENSMUSG00000023030	
ENSMUSG00000092415	
ENSMUSG00000092415	
ENSMUSG00000023030	
ENSMUSG00000120221	
ENSMUSG00000120221	
ENSMUSG00000049565	
ENSMUSG00000120221	
ENSMUSG00000120221	
ENSMUSG00000023030	
ENSMUSG00000120305	
ENSMUSG00000120305	
ENSMUSG00000041609	
ENSMUSG00000023030	
ENSMUSG00000049565	
ENSMUSG00000117371	
ENSMUSG00000023030	
ENSMUSG00000045589	uc008sxx.3
ENSMUSG00000049565	
ENSMUSG00000087444	
ENSMUSG00000117371	
ENSMUSG00000117371	
ENSMUSG00000087444	
ENSMUSG00000117575	
ENSMUSG00000026688	
ENSMUSG00000045589	uc290mwm.1
ENSMUSG00002076914	
ENSMUSG00000097827	
ENSMUSG00000117575	
ENSMUSG00000117575	
ENSMUSG00000040485	
ENSMUSG00000117575	
ENSMUSG00000036872	
ENSMUSG00000099384	
ENSMUSG00000099384	
ENSMUSG00000099384	
ENSMUSG00000099384	
ENSMUSG00000120702	
ENSMUSG00000041609	
ENSMUSG00000020211	
ENSMUSG00000092591	
ENSMUSG00000041609	
ENSMUSG00000092591	
ENSMUSG00000092591	
ENSMUSG00000020211	
ENSMUSG00000092591	
ENSMUSG00000040167	
ENSMUSG00000092591	
ENSMUSG00000020211	
ENSMUSG00000040167	
ENSMUSG00000093622	
ENSMUSG00000041609	
ENSMUSG00000040167	
ENSMUSG00000093622	
ENSMUSG00000020211	
ENSMUSG00000040167	
ENSMUSG00000120854	
ENSMUSG00000041609	
ENSMUSG00000040167	
ENSMUSG00000040167	
ENSMUSG00000040167	
ENSMUSG00000112121	
ENSMUSG00000109570	
ENSMUSG00000041609	
ENSMUSG00000108910	
ENSMUSG00000112121	
ENSMUSG00000112121	
ENSMUSG00000112121	
ENSMUSG00000041609	
ENSMUSG00000035262	
ENSMUSG00000041609	
ENSMUSG00000041609	
ENSMUSG00000117011	
ENSMUSG00000117011	
ENSMUSG00000029373	
ENSMUSG00000117011	
ENSMUSG00000029373	
ENSMUSG00000117011	
ENSMUSG00000029373	
ENSMUSG00000117011	
ENSMUSG00000117011	
ENSMUSG00000028434	uc008sxz.3
ENSMUSG00000117011	
ENSMUSG00000117011	
ENSMUSG00000032497	
ENSMUSG00000020216	
ENSMUSG00000117011	
ENSMUSG00000117011	
ENSMUSG00000117011	
ENSMUSG00000117011	
ENSMUSG00000097305	
ENSMUSG00000028434	uc057brv.2
ENSMUSG00000020216	
ENSMUSG00000097305	
ENSMUSG00000028434	uc290mwn.1
ENSMUSG00000029379	
ENSMUSG00000032497	
ENSMUSG00000097305	
ENSMUSG00000020216	
ENSMUSG00000097305	
ENSMUSG00000029379	
ENSMUSG00000097305	
ENSMUSG00000097305	
ENSMUSG00000032497	
ENSMUSG00000020216	
ENSMUSG00000046056	
ENSMUSG00000087993	
ENSMUSG00000097006	
ENSMUSG00000097006	
ENSMUSG00000051067	
ENSMUSG00000028434	uc290mwq.1
ENSMUSG00000097006	
ENSMUSG00000032497	
ENSMUSG00000029375	
ENSMUSG00000097006	
ENSMUSG00000051067	
ENSMUSG00000028434	uc290mwr.1
ENSMUSG00000046056	
ENSMUSG00002076065	
ENSMUSG00000046056	
ENSMUSG00000106957	
ENSMUSG00000046056	
ENSMUSG00000028434	uc290mwp.1
ENSMUSG00000107044	
ENSMUSG00000046056	
ENSMUSG00000032497	
ENSMUSG00000029833	
ENSMUSG00000028434	uc290mwo.1
ENSMUSG00000032497	
ENSMUSG00000029089	
ENSMUSG00000032497	
ENSMUSG00000029833	
ENSMUSG00000037353	
ENSMUSG00000073437	
ENSMUSG00000035215	
ENSMUSG00000029833	
ENSMUSG00000073437	
ENSMUSG00000037353	
ENSMUSG00000032497	
ENSMUSG00000037353	
ENSMUSG00000073437	
ENSMUSG00000029833	
ENSMUSG00000032497	
ENSMUSG00000029833	
ENSMUSG00000037353	
ENSMUSG00000035215	
ENSMUSG00000032497	
ENSMUSG00000073437	
ENSMUSG00000029833	
ENSMUSG00000073437	
ENSMUSG00000032497	
ENSMUSG00000073437	
ENSMUSG00000032497	
ENSMUSG00000073437	
ENSMUSG00000073437	
ENSMUSG00000073437	
ENSMUSG00000120922	
ENSMUSG00000037353	
ENSMUSG00000015843	
ENSMUSG00000032497	
ENSMUSG00000035215	
ENSMUSG00000015843	
ENSMUSG00000032497	
ENSMUSG00000035215	
ENSMUSG00000032497	
ENSMUSG00000085287	
ENSMUSG00000035215	
ENSMUSG00000032497	
ENSMUSG00000015843	
ENSMUSG00000085287	
ENSMUSG00000035215	
ENSMUSG00000032497	
ENSMUSG00000037353	
ENSMUSG00000085287	
ENSMUSG00000035215	
ENSMUSG00000037353	
ENSMUSG00000085287	
ENSMUSG00000035215	
ENSMUSG00000037353	
ENSMUSG00000085287	
ENSMUSG00000035215	
ENSMUSG00000085287	
ENSMUSG00000037353	
ENSMUSG00000037353	
ENSMUSG00000035206	
ENSMUSG00000015843	
ENSMUSG00000004558	
ENSMUSG00000036872	
ENSMUSG00000029089	
ENSMUSG00000036872	
ENSMUSG00000004558	
ENSMUSG00000044636	
ENSMUSG00000029830	
ENSMUSG00000029089	
ENSMUSG00000032498	
ENSMUSG00000004558	
ENSMUSG00000036872	
ENSMUSG00000004558	
ENSMUSG00000029089	
ENSMUSG00000029089	
ENSMUSG00000036872	
ENSMUSG00000004558	
ENSMUSG00000029830	
ENSMUSG00000029089	
ENSMUSG00000004558	
ENSMUSG00000030861	
ENSMUSG00000086010	
ENSMUSG00000029089	
ENSMUSG00000040387	uc290lme.1
ENSMUSG00000029830	
ENSMUSG00000004558	
ENSMUSG00000029089	
ENSMUSG00000030861	
ENSMUSG00000036872	
ENSMUSG00000029830	
ENSMUSG00000029089	
ENSMUSG00000004558	
ENSMUSG00000036872	
ENSMUSG00000004558	
ENSMUSG00000030861	
ENSMUSG00000004558	
ENSMUSG00000030861	
ENSMUSG00002076139	
ENSMUSG00000009733	
ENSMUSG00000029830	
ENSMUSG00000086010	
ENSMUSG00000030861	
ENSMUSG00000004558	
ENSMUSG00000038600	
ENSMUSG00000026686	
ENSMUSG00000004558	
ENSMUSG00000086010	
ENSMUSG00000004558	
ENSMUSG00000086010	
ENSMUSG00000030861	
ENSMUSG00000086010	
ENSMUSG00000030861	
ENSMUSG00000086010	
ENSMUSG00000026686	
ENSMUSG00000040387	uc012dba.2
ENSMUSG00000109399	
ENSMUSG00000086010	
ENSMUSG00000029380	
ENSMUSG00000108964	
ENSMUSG00000086010	
ENSMUSG00000108989	
ENSMUSG00000086010	
ENSMUSG00000029380	
ENSMUSG00000109087	
ENSMUSG00000093538	
ENSMUSG00000086010	
ENSMUSG00002075252	
ENSMUSG00000120925	
ENSMUSG00000120301	
ENSMUSG00000120934	
ENSMUSG00000120937	
ENSMUSG00000008813	
ENSMUSG00000040387	uc290lmf.1
ENSMUSG00000117486	
ENSMUSG00000040387	uc290lmg.1
ENSMUSG00000117486	
ENSMUSG00000040148	
ENSMUSG00000008813	
ENSMUSG00000058427	
ENSMUSG00000040387	uc290lmh.1
ENSMUSG00000058427	
ENSMUSG00000058427	
ENSMUSG00000040387	uc290lmi.1
ENSMUSG00000068392	
ENSMUSG00000092539	
ENSMUSG00000050100	
ENSMUSG00000115698	
ENSMUSG00000092539	
ENSMUSG00000092539	
ENSMUSG00000092539	
ENSMUSG00000092539	
ENSMUSG00000040387	uc008sdz.2
ENSMUSG00000092539	
ENSMUSG00000092539	
ENSMUSG00000117358	
ENSMUSG00000117358	
ENSMUSG00000050100	
ENSMUSG00000117358	
ENSMUSG00000085967	uc029uul.1
ENSMUSG00000117358	
ENSMUSG00000004562	
ENSMUSG00000058427	
ENSMUSG00000117358	
ENSMUSG00000117358	
ENSMUSG00000107218	
ENSMUSG00000087399	uc008sec.1
ENSMUSG00000117545	
ENSMUSG00000117545	
ENSMUSG00000117545	
ENSMUSG00000032498	
ENSMUSG00000117545	
ENSMUSG00000117545	
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00000028261	uc008sed.2
ENSMUSG00000073430	
ENSMUSG00000032498	
ENSMUSG00000073430	
ENSMUSG00002076749	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000046785	
ENSMUSG00000073430	
ENSMUSG00000028261	uc290lmj.1
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000028261	uc290lmk.1
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000046785	
ENSMUSG00000073430	
ENSMUSG00000046219	uc290lml.1
ENSMUSG00000046785	
ENSMUSG00000073430	
ENSMUSG00000073430	
ENSMUSG00000046219	uc290lmm.1
ENSMUSG00000073430	
ENSMUSG00000046219	uc290lmn.1
ENSMUSG00000097217	
ENSMUSG00000097217	
ENSMUSG00000120995	
ENSMUSG00000120277	
ENSMUSG00000120277	
ENSMUSG00000120277	
ENSMUSG00000120998	
ENSMUSG00000121087	
ENSMUSG00000121105	
ENSMUSG00000121122	
ENSMUSG00000121093	
ENSMUSG00000119983	
ENSMUSG00000121147	
ENSMUSG00000120176	
ENSMUSG00000038600	
ENSMUSG00000038600	
ENSMUSG00000085492	
ENSMUSG00000038600	
ENSMUSG00000085492	
ENSMUSG00000038600	
ENSMUSG00000085492	
ENSMUSG00000085492	
ENSMUSG00000038600	
ENSMUSG00000085492	
ENSMUSG00000085492	
ENSMUSG00000038600	
ENSMUSG00000085492	
ENSMUSG00000085492	
ENSMUSG00000085492	
ENSMUSG00000085492	
ENSMUSG00000085492	
ENSMUSG00000121174	
ENSMUSG00000121180	
ENSMUSG00000029829	
ENSMUSG00000097350	
ENSMUSG00000097350	
ENSMUSG00000087924	
ENSMUSG00000097350	
ENSMUSG00000097350	
ENSMUSG00000097350	
ENSMUSG00000097350	
ENSMUSG00000097154	
ENSMUSG00000035206	
ENSMUSG00000020929	
ENSMUSG00000097154	
ENSMUSG00000097154	
ENSMUSG00000097154	
ENSMUSG00000097154	
ENSMUSG00000035206	
ENSMUSG00000097154	
ENSMUSG00000121197	
ENSMUSG00000121204	
ENSMUSG00000078247	
ENSMUSG00000035206	
ENSMUSG00000020929	
ENSMUSG00000078247	
ENSMUSG00000009733	
ENSMUSG00000035206	
ENSMUSG00000078247	
ENSMUSG00000078247	
ENSMUSG00000035206	
ENSMUSG00000078247	
ENSMUSG00000009733	
ENSMUSG00000020929	
ENSMUSG00000035206	
ENSMUSG00000078247	
ENSMUSG00000078247	
ENSMUSG00000009733	
ENSMUSG00000035206	
ENSMUSG00000078247	
ENSMUSG00000020929	
ENSMUSG00000078247	
ENSMUSG00000035206	
ENSMUSG00000078247	
ENSMUSG00000121208	
ENSMUSG00000035206	
ENSMUSG00000020929	
ENSMUSG00000060149	
ENSMUSG00000035206	
ENSMUSG00000020929	
ENSMUSG00000009733	
ENSMUSG00000060149	
ENSMUSG00000009733	
ENSMUSG00000060149	
ENSMUSG00000038764	uc008sya.2
ENSMUSG00000020929	
ENSMUSG00000009733	
ENSMUSG00000009733	
ENSMUSG00000117393	
ENSMUSG00000009733	
ENSMUSG00000063455	
ENSMUSG00000020929	
ENSMUSG00000117393	
ENSMUSG00000038056	
ENSMUSG00000098620	
ENSMUSG00000038764	uc290mws.1
ENSMUSG00000116180	
ENSMUSG00000038764	uc290mwt.1
ENSMUSG00000116164	
ENSMUSG00000020929	
ENSMUSG00000097093	
ENSMUSG00000093565	
ENSMUSG00000020929	
ENSMUSG00000097093	
ENSMUSG00000038764	uc290mwu.1
ENSMUSG00000093565	
ENSMUSG00000097093	
ENSMUSG00000038764	uc290mwv.1
ENSMUSG00000097093	
ENSMUSG00000063455	
ENSMUSG00000116802	
ENSMUSG00000097093	
ENSMUSG00000116802	
ENSMUSG00000038764	uc290mww.1
ENSMUSG00000097093	
ENSMUSG00000063455	
ENSMUSG00000020929	
ENSMUSG00000040372	uc290lmo.1
ENSMUSG00000020929	
ENSMUSG00000020929	
ENSMUSG00000040372	uc008see.1
ENSMUSG00000063455	
ENSMUSG00000063455	
ENSMUSG00000085885	uc290lmp.1
ENSMUSG00000000346	
ENSMUSG00000085654	uc290mwx.1
ENSMUSG00000063455	
ENSMUSG00000087044	uc290mwy.1
ENSMUSG00000026110	
ENSMUSG00000000346	
ENSMUSG00000107026	
ENSMUSG00000087044	uc008syd.2
ENSMUSG00000000346	
ENSMUSG00000087044	uc008sye.3
ENSMUSG00000000346	
ENSMUSG00000026110	
ENSMUSG00000038056	
ENSMUSG00000047866	
ENSMUSG00000020930	
ENSMUSG00000047866	
ENSMUSG00000020930	
ENSMUSG00000026110	
ENSMUSG00000047866	
ENSMUSG00000075510	
ENSMUSG00000117485	
ENSMUSG00000026110	
ENSMUSG00000117485	
ENSMUSG00000047749	
ENSMUSG00000026110	
ENSMUSG00000026110	
ENSMUSG00000026110	
ENSMUSG00000037652	
ENSMUSG00000026110	
ENSMUSG00000047866	
ENSMUSG00000082484	
ENSMUSG00000053559	
ENSMUSG00000064624	
ENSMUSG00000053559	
ENSMUSG00000036840	
ENSMUSG00000059406	
ENSMUSG00000053559	
ENSMUSG00000117485	
ENSMUSG00000074178	
ENSMUSG00000053559	
ENSMUSG00000074178	
ENSMUSG00000026090	
ENSMUSG00000031652	
ENSMUSG00000037652	
ENSMUSG00000028259	uc008sef.2
ENSMUSG00000059406	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000028259	uc290lmq.1
ENSMUSG00000053559	
ENSMUSG00000117485	
ENSMUSG00000095042	uc290mwz.1
ENSMUSG00000059406	
ENSMUSG00000081540	uc290mxa.1
ENSMUSG00000053559	
ENSMUSG00000037652	
ENSMUSG00000090034	
ENSMUSG00000117485	
ENSMUSG00000037652	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000026090	
ENSMUSG00000031652	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000031652	
ENSMUSG00000026090	
ENSMUSG00000117485	
ENSMUSG00000098434	
ENSMUSG00000117485	
ENSMUSG00000089767	
ENSMUSG00000117485	
ENSMUSG00000098534	
ENSMUSG00000117485	
ENSMUSG00000104365	
ENSMUSG00000117485	
ENSMUSG00000109706	
ENSMUSG00000102650	
ENSMUSG00000117485	
ENSMUSG00000099162	
ENSMUSG00000117485	
ENSMUSG00000090053	uc290mxb.1
ENSMUSG00000110017	
ENSMUSG00000117485	
ENSMUSG00000110017	
ENSMUSG00000037652	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000037652	
ENSMUSG00000117485	
ENSMUSG00000110017	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000090053	uc008syg.4
ENSMUSG00000117485	
ENSMUSG00000037652	
ENSMUSG00000110399	
ENSMUSG00000117485	
ENSMUSG00000074412	
ENSMUSG00000117485	
ENSMUSG00000090053	uc290mxe.1
ENSMUSG00000110063	
ENSMUSG00000117485	
ENSMUSG00000037652	
ENSMUSG00000117485	
ENSMUSG00000117485	
ENSMUSG00000090053	uc290mxg.1
ENSMUSG00000117485	
ENSMUSG00000081615	uc290mxc.1
ENSMUSG00000121022	
ENSMUSG00000037652	
ENSMUSG00000121022	
ENSMUSG00000086134	
ENSMUSG00000121228	
ENSMUSG00000037652	
ENSMUSG00000086134	
ENSMUSG00000121229	
ENSMUSG00000089945	uc290mxd.1
ENSMUSG00000102369	
ENSMUSG00000117501	
ENSMUSG00000102741	
ENSMUSG00000117501	
ENSMUSG00000089945	uc008syh.2
ENSMUSG00000117501	
ENSMUSG00000117501	
ENSMUSG00000089945	uc290mxf.1
ENSMUSG00000117501	
ENSMUSG00000117501	
ENSMUSG00000117501	
ENSMUSG00000117501	
ENSMUSG00000121103	
ENSMUSG00000020932	
ENSMUSG00000121103	
ENSMUSG00000121234	
ENSMUSG00000034771	
ENSMUSG00000020932	
ENSMUSG00000121111	
ENSMUSG00000121111	
ENSMUSG00000034771	
ENSMUSG00000116718	
ENSMUSG00000040359	uc290lmr.1
ENSMUSG00000116718	
ENSMUSG00000020932	
ENSMUSG00000116718	
ENSMUSG00000116718	
ENSMUSG00000116718	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000066057	
ENSMUSG00000116852	
ENSMUSG00000098112	
ENSMUSG00000037363	
ENSMUSG00000116852	
ENSMUSG00000116852	
ENSMUSG00000098112	
ENSMUSG00000116852	
ENSMUSG00000037363	
ENSMUSG00000116852	
ENSMUSG00000098112	
ENSMUSG00000116644	
ENSMUSG00000098112	
ENSMUSG00000116644	
ENSMUSG00000098112	
ENSMUSG00000117314	
ENSMUSG00000098112	
ENSMUSG00000117314	
ENSMUSG00000117314	
ENSMUSG00000052534	
ENSMUSG00000121243	
ENSMUSG00000098112	
ENSMUSG00000029826	
ENSMUSG00000121244	
ENSMUSG00000034771	
ENSMUSG00000098112	
ENSMUSG00000037363	
ENSMUSG00000029826	
ENSMUSG00000117444	
ENSMUSG00000098527	
ENSMUSG00000117444	
ENSMUSG00000037363	
ENSMUSG00000089633	
ENSMUSG00000037363	
ENSMUSG00000089633	
ENSMUSG00000037363	uc291yzm.1
ENSMUSG00000089633	
ENSMUSG00000034771	
ENSMUSG00000089633	
ENSMUSG00000089633	
ENSMUSG00000051378	
ENSMUSG00000037363	
ENSMUSG00000037363	
ENSMUSG00000051378	
ENSMUSG00000037363	
ENSMUSG00000117916	
ENSMUSG00000037363	
ENSMUSG00000052534	
ENSMUSG00000029826	
ENSMUSG00000037363	
ENSMUSG00000029826	
ENSMUSG00000037363	
ENSMUSG00000117916	
ENSMUSG00000052534	
ENSMUSG00000117916	
ENSMUSG00000037363	
ENSMUSG00000045532	
ENSMUSG00000117916	
ENSMUSG00000052534	
ENSMUSG00000110038	
ENSMUSG00000106836	
ENSMUSG00000052534	
ENSMUSG00000023031	
ENSMUSG00000117916	
ENSMUSG00000117916	
ENSMUSG00000052534	
ENSMUSG00000085338	
ENSMUSG00000057696	
ENSMUSG00000117916	
ENSMUSG00000117916	
ENSMUSG00000117916	
ENSMUSG00000052534	
ENSMUSG00000117916	
ENSMUSG00000120436	
ENSMUSG00000120436	
ENSMUSG00000120436	
ENSMUSG00000052534	
ENSMUSG00000117322	
ENSMUSG00000103780	
ENSMUSG00000102594	
ENSMUSG00000098407	
ENSMUSG00000103463	
ENSMUSG00000098829	
ENSMUSG00000067882	
ENSMUSG00000103530	
ENSMUSG00000058622	
ENSMUSG00000023031	
ENSMUSG00000020935	
ENSMUSG00000023031	
ENSMUSG00000020935	
ENSMUSG00000071256	
ENSMUSG00000020935	
ENSMUSG00000038056	
ENSMUSG00000115842	
ENSMUSG00000032384	
ENSMUSG00000020935	
ENSMUSG00000023031	
ENSMUSG00000020935	
ENSMUSG00000023031	
ENSMUSG00000098613	
ENSMUSG00000023031	
ENSMUSG00000023031	
ENSMUSG00000038056	
ENSMUSG00000023031	
ENSMUSG00000038056	
ENSMUSG00000038056	
ENSMUSG00000023031	
ENSMUSG00000038056	
ENSMUSG00000027882	
ENSMUSG00000032384	
ENSMUSG00000038056	
ENSMUSG00000027882	
ENSMUSG00000062012	
ENSMUSG00000056832	
ENSMUSG00000027882	
ENSMUSG00000029376	
ENSMUSG00000034771	
ENSMUSG00000029376	
ENSMUSG00000027882	
ENSMUSG00000032384	
ENSMUSG00000056832	
ENSMUSG00000027882	
ENSMUSG00000062012	
ENSMUSG00000062012	
ENSMUSG00000027882	
ENSMUSG00000062012	
ENSMUSG00000027882	
ENSMUSG00000062012	
ENSMUSG00000027882	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000056832	
ENSMUSG00000034771	
ENSMUSG00000032384	
ENSMUSG00000056832	
ENSMUSG00000029376	
ENSMUSG00000056832	
ENSMUSG00000032384	
ENSMUSG00000029376	
ENSMUSG00000032384	
ENSMUSG00000089905	
ENSMUSG00000106457	
ENSMUSG00000092344	
ENSMUSG00000032384	
ENSMUSG00000040359	uc008seh.3
ENSMUSG00000092181	
ENSMUSG00000034771	
ENSMUSG00000004562	
ENSMUSG00000032384	
ENSMUSG00000092510	
ENSMUSG00000040359	uc012dbb.2
ENSMUSG00000077387	
ENSMUSG00000038044	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000040359	uc290lms.1
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000038729	uc290mxh.1
ENSMUSG00000034771	
ENSMUSG00000015222	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000075415	
ENSMUSG00000032384	
ENSMUSG00000034771	
ENSMUSG00000032384	
ENSMUSG00000112790	
ENSMUSG00000077385	
ENSMUSG00000112381	
ENSMUSG00000061371	
ENSMUSG00000032383	
ENSMUSG00000035020	
ENSMUSG00000061371	
ENSMUSG00000061371	
ENSMUSG00000061371	
ENSMUSG00000061371	
ENSMUSG00000037280	
ENSMUSG00000112373	
ENSMUSG00000035020	
ENSMUSG00000112160	
ENSMUSG00000037280	
ENSMUSG00000078435	
ENSMUSG00000078435	
ENSMUSG00000038729	uc290mxi.1
ENSMUSG00000112922	
ENSMUSG00000101856	
ENSMUSG00000112847	
ENSMUSG00000032383	
ENSMUSG00000037280	
ENSMUSG00000107350	
ENSMUSG00000105744	
ENSMUSG00000090062	
ENSMUSG00000062931	
ENSMUSG00000059244	
ENSMUSG00000059244	
ENSMUSG00000062931	
ENSMUSG00000090062	
ENSMUSG00000106144	
ENSMUSG00000111930	
ENSMUSG00000038729	uc290mxl.1
ENSMUSG00000106241	
ENSMUSG00000054823	
ENSMUSG00000038729	uc294jpt.1
ENSMUSG00000090062	
ENSMUSG00000044581	
ENSMUSG00000038729	uc290mxm.1
ENSMUSG00000044581	
ENSMUSG00000116504	
ENSMUSG00000116504	
ENSMUSG00000116504	
ENSMUSG00000073427	
ENSMUSG00000116504	
ENSMUSG00000116504	
ENSMUSG00000029377	
ENSMUSG00000115848	uc288xqj.1
ENSMUSG00000054823	
ENSMUSG00000073427	
ENSMUSG00000115621	
ENSMUSG00000073427	
ENSMUSG00000089804	
ENSMUSG00000054823	
ENSMUSG00000089804	uc288xqm.1
ENSMUSG00000075415	
ENSMUSG00000073427	
ENSMUSG00000073427	
ENSMUSG00000089804	
ENSMUSG00000112163	
ENSMUSG00000112070	
ENSMUSG00000089804	
ENSMUSG00000028933	
ENSMUSG00000023902	
ENSMUSG00000075415	
ENSMUSG00000071151	
ENSMUSG00000023902	
ENSMUSG00000028933	
ENSMUSG00000028933	
ENSMUSG00000028933	
ENSMUSG00000104549	
ENSMUSG00000023902	
ENSMUSG00000075415	
ENSMUSG00000023902	
ENSMUSG00000034612	
ENSMUSG00000023902	
ENSMUSG00000038729	uc008syk.3
ENSMUSG00000112084	
ENSMUSG00000023902	
ENSMUSG00000090200	
ENSMUSG00000023902	
ENSMUSG00002075065	
ENSMUSG00000023902	
ENSMUSG00000075415	
ENSMUSG00000029378	
ENSMUSG00000023902	
ENSMUSG00000075415	
ENSMUSG00000023902	
ENSMUSG00000119278	
ENSMUSG00000075415	
ENSMUSG00000062296	
ENSMUSG00000023902	
ENSMUSG00000023902	
ENSMUSG00000037643	
ENSMUSG00000075415	
ENSMUSG00000117059	
ENSMUSG00000037643	
ENSMUSG00000062296	
ENSMUSG00000075415	
ENSMUSG00000075415	
ENSMUSG00000062296	
ENSMUSG00000037643	
ENSMUSG00000037643	
ENSMUSG00000037643	
ENSMUSG00000082361	
ENSMUSG00000098890	
ENSMUSG00000075415	
ENSMUSG00000038729	uc008syl.3
ENSMUSG00000038729	uc008sym.3
ENSMUSG00000034591	
ENSMUSG00000038729	uc008syn.3
ENSMUSG00000082361	
ENSMUSG00000045326	
