Gene stable ID	UCSC Stable ID
ENSMUSG00000104157	
ENSMUSG00000021338	
ENSMUSG00000030244	
ENSMUSG00000102446	
ENSMUSG00000104248	
ENSMUSG00000027677	
ENSMUSG00000104021	
ENSMUSG00000021338	
ENSMUSG00000030244	
ENSMUSG00000027677	
ENSMUSG00000040680	
ENSMUSG00000103471	
ENSMUSG00000096594	
ENSMUSG00000087875	
ENSMUSG00000027677	
ENSMUSG00000024107	
ENSMUSG00000096594	
ENSMUSG00000050108	
ENSMUSG00000050108	
ENSMUSG00000097692	
ENSMUSG00000097692	
ENSMUSG00000022129	
ENSMUSG00000027677	
ENSMUSG00000076589	
ENSMUSG00000106031	
ENSMUSG00000022129	
ENSMUSG00000027677	
ENSMUSG00000027677	
ENSMUSG00000022129	
ENSMUSG00000062082	
ENSMUSG00000027677	
ENSMUSG00000022129	
ENSMUSG00000095794	
ENSMUSG00000106342	
ENSMUSG00000075572	
ENSMUSG00000019055	
ENSMUSG00000106428	
ENSMUSG00000062082	
ENSMUSG00000114260	
ENSMUSG00000062082	
ENSMUSG00000019055	
ENSMUSG00000115689	
ENSMUSG00000033007	
ENSMUSG00000094797	
ENSMUSG00000116911	
ENSMUSG00000079025	
ENSMUSG00000032355	
ENSMUSG00000106624	
ENSMUSG00000079025	
ENSMUSG00000024107	
ENSMUSG00000019055	
ENSMUSG00000019055	
ENSMUSG00000033007	
ENSMUSG00000019055	
ENSMUSG00000024107	
ENSMUSG00000072477	
ENSMUSG00000032355	
ENSMUSG00000105687	
ENSMUSG00000019055	
ENSMUSG00000090176	
ENSMUSG00000032355	
ENSMUSG00000024107	
ENSMUSG00000117566	
ENSMUSG00000116820	
ENSMUSG00000096844	
ENSMUSG00000104643	
ENSMUSG00000038876	
ENSMUSG00000076594	
ENSMUSG00000032355	
ENSMUSG00000000411	
ENSMUSG00000076594	
ENSMUSG00000032937	
ENSMUSG00000032355	
ENSMUSG00000105305	
ENSMUSG00000032355	
ENSMUSG00000032355	
ENSMUSG00000117364	
ENSMUSG00000038876	
ENSMUSG00000032355	
ENSMUSG00000106315	
ENSMUSG00000038876	
ENSMUSG00000117524	
ENSMUSG00000104692	
ENSMUSG00000032355	
ENSMUSG00000032355	
ENSMUSG00000044496	
ENSMUSG00000117511	
ENSMUSG00000032355	
ENSMUSG00000021994	
ENSMUSG00000105862	
ENSMUSG00000066878	
ENSMUSG00000021994	
ENSMUSG00000032355	
ENSMUSG00000094117	
ENSMUSG00000021994	
ENSMUSG00000117635	
ENSMUSG00000032355	
ENSMUSG00000036990	
ENSMUSG00000021994	
ENSMUSG00000032355	
ENSMUSG00000038876	
ENSMUSG00000105499	
ENSMUSG00000021994	
ENSMUSG00000098668	
ENSMUSG00000021994	
ENSMUSG00000078554	
ENSMUSG00000102783	
ENSMUSG00000038876	
ENSMUSG00000097002	
ENSMUSG00000036990	
ENSMUSG00000103794	
ENSMUSG00000003778	
ENSMUSG00000078554	
ENSMUSG00000038876	
ENSMUSG00000076596	
ENSMUSG00000119317	
ENSMUSG00000003778	
ENSMUSG00000111496	
ENSMUSG00000099170	
ENSMUSG00000076596	
ENSMUSG00000036990	
ENSMUSG00000075571	
ENSMUSG00000111090	
ENSMUSG00000111646	
ENSMUSG00000021338	
ENSMUSG00000075571	
ENSMUSG00000111646	
ENSMUSG00000070695	
ENSMUSG00000036990	
ENSMUSG00000088257	
ENSMUSG00000075571	
ENSMUSG00000095338	
ENSMUSG00000111741	
ENSMUSG00000021338	
ENSMUSG00000075571	
ENSMUSG00000036990	
ENSMUSG00000114201	
ENSMUSG00000104760	
ENSMUSG00000036990	
ENSMUSG00000029019	
ENSMUSG00000114577	
ENSMUSG00000021338	
ENSMUSG00000086336	
ENSMUSG00000076598	
ENSMUSG00000021338	
ENSMUSG00000076598	
ENSMUSG00000047945	
ENSMUSG00000003778	
ENSMUSG00000021338	
ENSMUSG00000003778	
ENSMUSG00000054763	
ENSMUSG00000030246	
ENSMUSG00000003778	
ENSMUSG00000054763	
ENSMUSG00000054763	
ENSMUSG00000003778	
ENSMUSG00000054763	
ENSMUSG00000003778	
ENSMUSG00000054763	
ENSMUSG00000003778	
ENSMUSG00000041616	
ENSMUSG00000114344	
ENSMUSG00000086806	
ENSMUSG00000064399	
ENSMUSG00000031898	
ENSMUSG00000021338	
ENSMUSG00000094594	
ENSMUSG00000021338	
ENSMUSG00000021338	
ENSMUSG00000043592	
ENSMUSG00000054263	
ENSMUSG00000021338	
ENSMUSG00000021338	
ENSMUSG00000031095	
ENSMUSG00000043592	
ENSMUSG00000052593	
ENSMUSG00000043592	
ENSMUSG00000031995	
ENSMUSG00000043592	
ENSMUSG00000043592	
ENSMUSG00000043592	
ENSMUSG00000117019	
ENSMUSG00000031995	
ENSMUSG00000077708	
ENSMUSG00000031995	
ENSMUSG00002075943	
ENSMUSG00000110276	
ENSMUSG00000031995	
ENSMUSG00000053687	
ENSMUSG00000031995	
ENSMUSG00000021939	
ENSMUSG00000021939	
ENSMUSG00000031995	
ENSMUSG00000031095	
ENSMUSG00000021939	
ENSMUSG00000053687	
ENSMUSG00000031095	
ENSMUSG00000001786	
ENSMUSG00000052593	
ENSMUSG00000053687	
ENSMUSG00000001786	
ENSMUSG00000031095	
ENSMUSG00000053687	
ENSMUSG00000001786	
ENSMUSG00000052593	
ENSMUSG00000001786	
ENSMUSG00000001786	
ENSMUSG00000040097	
ENSMUSG00000001786	
ENSMUSG00000022130	
ENSMUSG00000028800	
ENSMUSG00000040097	
ENSMUSG00000001786	
ENSMUSG00000077265	
ENSMUSG00000028800	
ENSMUSG00000052593	
ENSMUSG00000040097	
ENSMUSG00000028800	
ENSMUSG00000028800	
ENSMUSG00000019880	
ENSMUSG00000052593	
ENSMUSG00000028800	
ENSMUSG00000028800	
ENSMUSG00000052593	
ENSMUSG00000028800	
ENSMUSG00000040097	
ENSMUSG00000052593	
ENSMUSG00000030246	
ENSMUSG00000040097	
ENSMUSG00000115692	
ENSMUSG00000052593	
ENSMUSG00000086719	
ENSMUSG00000030246	
ENSMUSG00000019880	
ENSMUSG00000052593	
ENSMUSG00000110986	
ENSMUSG00000030246	
ENSMUSG00000052593	
ENSMUSG00000110831	
ENSMUSG00000030246	
ENSMUSG00000111046	
ENSMUSG00000111427	
ENSMUSG00000111195	
ENSMUSG00000111195	
ENSMUSG00000025909	
ENSMUSG00000030246	
ENSMUSG00000025909	
ENSMUSG00000021374	
ENSMUSG00000111554	
ENSMUSG00000111001	
ENSMUSG00000021374	
ENSMUSG00000106667	
ENSMUSG00000110776	
ENSMUSG00000025909	
ENSMUSG00000021374	
ENSMUSG00000040490	
ENSMUSG00000021374	
ENSMUSG00000075266	
ENSMUSG00002076674	
ENSMUSG00000095335	
ENSMUSG00000021374	
ENSMUSG00000021374	
ENSMUSG00000022130	
ENSMUSG00000021374	
ENSMUSG00000021374	
ENSMUSG00000023911	
ENSMUSG00000021374	
ENSMUSG00000081707	
ENSMUSG00000023911	
ENSMUSG00000022130	
ENSMUSG00000025525	
ENSMUSG00000083409	
ENSMUSG00000089580	
ENSMUSG00000023911	
ENSMUSG00000058355	
ENSMUSG00000081909	
ENSMUSG00000025909	
ENSMUSG00000022130	
ENSMUSG00000075266	
ENSMUSG00000025525	
ENSMUSG00000025909	
ENSMUSG00000025525	
ENSMUSG00000025909	
ENSMUSG00000025909	
ENSMUSG00000058355	
ENSMUSG00000025909	
ENSMUSG00000025909	
ENSMUSG00000025909	
ENSMUSG00000058355	
ENSMUSG00000058355	
ENSMUSG00000025909	
ENSMUSG00000101012	
ENSMUSG00000098101	
ENSMUSG00002076179	
ENSMUSG00000102033	
ENSMUSG00000101012	
ENSMUSG00000102647	
ENSMUSG00000022131	
ENSMUSG00000086235	
ENSMUSG00000024588	
ENSMUSG00000102253	
ENSMUSG00000115774	
ENSMUSG00000000355	
ENSMUSG00002074990	
ENSMUSG00000101012	
ENSMUSG00000115774	
ENSMUSG00000094429	
ENSMUSG00000101012	
ENSMUSG00000036977	
ENSMUSG00000103884	
ENSMUSG00000061517	
ENSMUSG00000000355	
ENSMUSG00000084353	
ENSMUSG00000036977	
ENSMUSG00000000355	
ENSMUSG00000103933	
ENSMUSG00000090534	
ENSMUSG00000036977	
ENSMUSG00002075967	
ENSMUSG00000101012	
ENSMUSG00000086195	
ENSMUSG00000090534	
ENSMUSG00000000355	
ENSMUSG00000110202	
ENSMUSG00000117115	
ENSMUSG00000104504	
ENSMUSG00000110044	
ENSMUSG00000000355	
ENSMUSG00000064541	
ENSMUSG00000090534	
ENSMUSG00000110048	
ENSMUSG00000098612	
ENSMUSG00000066693	
ENSMUSG00000110188	
ENSMUSG00000092109	
ENSMUSG00000102316	
ENSMUSG00000117221	
ENSMUSG00000059602	
ENSMUSG00000088095	
ENSMUSG00000117221	
ENSMUSG00000103819	
ENSMUSG00000115258	
ENSMUSG00000064325	
ENSMUSG00000022779	
ENSMUSG00000102871	
ENSMUSG00000000409	
ENSMUSG00000117198	
ENSMUSG00000101571	
ENSMUSG00000104428	
ENSMUSG00000092268	
ENSMUSG00000102272	
ENSMUSG00000065625	
ENSMUSG00000000409	
ENSMUSG00000025527	
ENSMUSG00000103411	
ENSMUSG00000039218	
ENSMUSG00000024588	
ENSMUSG00000059602	
ENSMUSG00000059602	
ENSMUSG00000000409	
ENSMUSG00000059602	
ENSMUSG00000061024	
ENSMUSG00000000409	
ENSMUSG00000025527	
ENSMUSG00000000409	
ENSMUSG00000102030	
ENSMUSG00000083520	
ENSMUSG00000059602	
ENSMUSG00000083818	
ENSMUSG00000000409	
ENSMUSG00000059602	
ENSMUSG00000024588	
ENSMUSG00000000409	
ENSMUSG00000118726	
ENSMUSG00000112493	
ENSMUSG00000111397	
ENSMUSG00000111211	
ENSMUSG00000000409	
ENSMUSG00000048970	
ENSMUSG00000087256	
ENSMUSG00000099070	
ENSMUSG00000023277	
ENSMUSG00000085611	
ENSMUSG00000024588	
ENSMUSG00000039218	
ENSMUSG00000024588	
ENSMUSG00000050493	
ENSMUSG00000023277	
ENSMUSG00000085635	
ENSMUSG00002076143	
ENSMUSG00000023277	
ENSMUSG00000082723	
ENSMUSG00000023277	
ENSMUSG00000024588	
ENSMUSG00000024588	
ENSMUSG00000051361	
ENSMUSG00000050493	
ENSMUSG00000051361	
ENSMUSG00000024588	
ENSMUSG00000064325	
ENSMUSG00000023277	
ENSMUSG00000081147	
ENSMUSG00000024588	
ENSMUSG00000080896	
ENSMUSG00000084030	
ENSMUSG00002075191	
ENSMUSG00000024588	
ENSMUSG00000084039	
ENSMUSG00000109738	
ENSMUSG00000023277	
ENSMUSG00000084247	
ENSMUSG00000020044	
ENSMUSG00000024588	
ENSMUSG00000024588	
ENSMUSG00000064529	
ENSMUSG00000023277	
ENSMUSG00000082491	
ENSMUSG00000020044	
ENSMUSG00000109593	
ENSMUSG00000024588	
ENSMUSG00000024588	
ENSMUSG00000110294	
ENSMUSG00000020044	
ENSMUSG00000020044	
ENSMUSG00000024588	
ENSMUSG00000023277	
ENSMUSG00000023277	
ENSMUSG00000081343	
ENSMUSG00000020212	
ENSMUSG00000045322	
ENSMUSG00000029862	
ENSMUSG00000025528	
ENSMUSG00000021991	
ENSMUSG00000039218	
ENSMUSG00000021991	
ENSMUSG00000025528	
ENSMUSG00000021991	
ENSMUSG00000021991	
ENSMUSG00000051839	
ENSMUSG00000086157	
ENSMUSG00000039218	
ENSMUSG00000021991	
ENSMUSG00000083665	
ENSMUSG00000083484	
ENSMUSG00000039218	
ENSMUSG00000021991	
ENSMUSG00000039218	
ENSMUSG00000084287	
ENSMUSG00000081880	
ENSMUSG00000021991	
ENSMUSG00000039218	
ENSMUSG00000083515	
ENSMUSG00000021991	
ENSMUSG00000039218	
ENSMUSG00000021991	
ENSMUSG00000039218	
ENSMUSG00000039218	
ENSMUSG00000096997	
ENSMUSG00000039218	
ENSMUSG00000028798	
ENSMUSG00000039218	
ENSMUSG00000028798	
ENSMUSG00000025529	
ENSMUSG00000117219	
ENSMUSG00000092981	
ENSMUSG00000028798	
ENSMUSG00000028798	
ENSMUSG00000028798	
ENSMUSG00000022779	
ENSMUSG00000034145	
ENSMUSG00000022779	
ENSMUSG00000034145	
ENSMUSG00000055839	
ENSMUSG00000055839	
ENSMUSG00000022779	
ENSMUSG00000025529	
ENSMUSG00000034145	
ENSMUSG00000021608	
ENSMUSG00000022779	
ENSMUSG00000025529	
ENSMUSG00000029862	
ENSMUSG00000055839	
ENSMUSG00000055839	
ENSMUSG00000034145	
ENSMUSG00000055839	
ENSMUSG00000025529	
ENSMUSG00000054263	
ENSMUSG00000032786	
ENSMUSG00000021273	
ENSMUSG00000055839	
ENSMUSG00000054263	
ENSMUSG00000034145	
ENSMUSG00000055839	
ENSMUSG00000032786	
ENSMUSG00002075870	
ENSMUSG00000022779	
ENSMUSG00000054263	
ENSMUSG00000055839	
ENSMUSG00000021273	
ENSMUSG00000022779	
ENSMUSG00000025911	
ENSMUSG00000054263	
ENSMUSG00000021273	
ENSMUSG00000022779	
ENSMUSG00000022779	
ENSMUSG00000021273	
ENSMUSG00000054263	
ENSMUSG00000054263	
ENSMUSG00000032786	
ENSMUSG00000021273	
ENSMUSG00000032786	
ENSMUSG00002075438	
ENSMUSG00000054263	
ENSMUSG00000025911	
ENSMUSG00000099911	
ENSMUSG00000032786	
ENSMUSG00000115515	
ENSMUSG00000025911	
ENSMUSG00000032786	
ENSMUSG00000021608	
ENSMUSG00000032786	
ENSMUSG00000025911	
ENSMUSG00000032786	
ENSMUSG00000032786	
ENSMUSG00000025911	
ENSMUSG00000022779	
ENSMUSG00000032786	
ENSMUSG00000032786	
ENSMUSG00000032786	
ENSMUSG00000021608	
ENSMUSG00000081441	
ENSMUSG00000022779	
ENSMUSG00000064120	
ENSMUSG00000032786	
ENSMUSG00000021608	
ENSMUSG00000022779	
ENSMUSG00000097592	
ENSMUSG00000022779	
ENSMUSG00000045776	
ENSMUSG00000021608	
ENSMUSG00000021294	
ENSMUSG00000021608	
ENSMUSG00000045776	
ENSMUSG00000022779	
ENSMUSG00000045776	
ENSMUSG00000021608	
ENSMUSG00000114595	
ENSMUSG00000021294	
ENSMUSG00000021608	
ENSMUSG00000116819	
ENSMUSG00000022779	
ENSMUSG00000080868	
ENSMUSG00000022779	
ENSMUSG00000075245	
ENSMUSG00000112966	
ENSMUSG00000022779	
ENSMUSG00000114760	
ENSMUSG00000003779	
ENSMUSG00000022779	
ENSMUSG00000113282	
ENSMUSG00000022779	
ENSMUSG00000115067	
ENSMUSG00000022779	
ENSMUSG00000003779	
ENSMUSG00000067879	
ENSMUSG00000025085	
ENSMUSG00000034607	
ENSMUSG00000115067	
ENSMUSG00000003779	
ENSMUSG00000099827	
ENSMUSG00000081399	
ENSMUSG00000084097	
ENSMUSG00000086912	
ENSMUSG00000065231	
ENSMUSG00000082636	
ENSMUSG00000003779	
ENSMUSG00000081555	
ENSMUSG00000021032	
ENSMUSG00000083103	
ENSMUSG00000081082	
ENSMUSG00000082392	
ENSMUSG00000035121	
ENSMUSG00000003779	
ENSMUSG00000003779	
ENSMUSG00000084963	
ENSMUSG00000035121	
ENSMUSG00000042353	
ENSMUSG00000035121	
ENSMUSG00000021032	
ENSMUSG00000083560	
ENSMUSG00000035121	
ENSMUSG00000021032	
ENSMUSG00000035121	
ENSMUSG00000031901	
ENSMUSG00000114758	
ENSMUSG00000114704	
ENSMUSG00000056293	
ENSMUSG00000114704	
ENSMUSG00000114570	
ENSMUSG00000114815	
ENSMUSG00000056293	
ENSMUSG00000114815	
ENSMUSG00000114774	
ENSMUSG00000056293	
ENSMUSG00000114774	
ENSMUSG00000114774	
ENSMUSG00000114424	
ENSMUSG00000029862	
ENSMUSG00000064120	
ENSMUSG00000025085	
ENSMUSG00000025085	
ENSMUSG00000025085	
ENSMUSG00000029862	
ENSMUSG00000025085	
ENSMUSG00000029862	
ENSMUSG00000025085	
ENSMUSG00000021609	
ENSMUSG00000029862	
ENSMUSG00000025085	
ENSMUSG00000064120	
ENSMUSG00000029862	
ENSMUSG00000025085	
ENSMUSG00000029862	
ENSMUSG00000021944	
ENSMUSG00000025085	
ENSMUSG00000029862	
ENSMUSG00000064120	
ENSMUSG00000029862	
ENSMUSG00000029862	
ENSMUSG00000064120	
ENSMUSG00000055827	
ENSMUSG00000025085	
ENSMUSG00000021944	
ENSMUSG00000064120	
ENSMUSG00000055827	
ENSMUSG00000064120	
ENSMUSG00000031901	
ENSMUSG00000096715	
ENSMUSG00000021944	
ENSMUSG00000055827	
ENSMUSG00000025085	
ENSMUSG00000021944	
ENSMUSG00000021944	
ENSMUSG00000031901	
ENSMUSG00000021944	
ENSMUSG00000031901	
ENSMUSG00000030247	
ENSMUSG00000031901	
ENSMUSG00000031901	
ENSMUSG00000030247	
ENSMUSG00000115768	
ENSMUSG00000094478	
ENSMUSG00000045538	
ENSMUSG00000095351	
ENSMUSG00000057335	
ENSMUSG00000049620	
ENSMUSG00000029016	
ENSMUSG00000095682	
ENSMUSG00000031902	
ENSMUSG00000076432	
ENSMUSG00000025085	
ENSMUSG00000029016	
ENSMUSG00000049620	
ENSMUSG00000108010	
ENSMUSG00000042682	
ENSMUSG00000049620	
ENSMUSG00000025085	
ENSMUSG00000029016	
ENSMUSG00000042682	
ENSMUSG00000029016	
ENSMUSG00000025085	
ENSMUSG00000025085	
ENSMUSG00000042682	
ENSMUSG00000076432	
ENSMUSG00000055748	
ENSMUSG00000024114	
ENSMUSG00000025085	
ENSMUSG00000114892	
ENSMUSG00000025531	
ENSMUSG00000025085	
ENSMUSG00000029016	
ENSMUSG00000076432	
ENSMUSG00000055748	
ENSMUSG00000025531	
ENSMUSG00000025085	
ENSMUSG00000076432	
ENSMUSG00000025531	
ENSMUSG00000025085	
ENSMUSG00000076432	
ENSMUSG00000025085	
ENSMUSG00000025085	
ENSMUSG00000025531	
ENSMUSG00000092617	
ENSMUSG00000092182	
ENSMUSG00000025531	
ENSMUSG00000065510	
ENSMUSG00000117788	
ENSMUSG00000040455	uc290lki.1
ENSMUSG00000101084	
ENSMUSG00000081831	
ENSMUSG00000117862	
ENSMUSG00000040455	uc008scy.2
ENSMUSG00000097055	
ENSMUSG00000097055	
ENSMUSG00000097055	
ENSMUSG00000015053	
ENSMUSG00000097055	
ENSMUSG00000097055	
ENSMUSG00000097055	
ENSMUSG00000015053	
ENSMUSG00000024370	
ENSMUSG00000097055	
ENSMUSG00000097055	
ENSMUSG00000097055	
ENSMUSG00000024370	
ENSMUSG00000014453	
ENSMUSG00000024114	
ENSMUSG00000113498	
ENSMUSG00000024370	
ENSMUSG00000015053	
ENSMUSG00000091105	
ENSMUSG00000014453	
ENSMUSG00000024114	
ENSMUSG00002076610	
ENSMUSG00000015053	
ENSMUSG00000093846	
ENSMUSG00000015053	
ENSMUSG00000024114	
ENSMUSG00000097948	
ENSMUSG00000020212	
ENSMUSG00000048992	
ENSMUSG00000024370	
ENSMUSG00000113638	
ENSMUSG00000092597	
ENSMUSG00000024370	
ENSMUSG00000024370	
ENSMUSG00000024370	
ENSMUSG00000024370	
ENSMUSG00000035095	
ENSMUSG00000064857	
ENSMUSG00000095344	
ENSMUSG00000035095	
ENSMUSG00000114258	
ENSMUSG00000020212	
ENSMUSG00000113659	
ENSMUSG00000113344	
ENSMUSG00000020212	
ENSMUSG00000048992	
ENSMUSG00000114006	
ENSMUSG00000020212	
ENSMUSG00000113356	
ENSMUSG00000048992	
ENSMUSG00000113242	
ENSMUSG00000048992	
ENSMUSG00000020212	
ENSMUSG00000089697	
ENSMUSG00000020212	
ENSMUSG00000020212	
ENSMUSG00000021375	
ENSMUSG00000020212	
ENSMUSG00000020212	
ENSMUSG00000112684	
ENSMUSG00000021375	
ENSMUSG00000021375	
ENSMUSG00000032352	
ENSMUSG00000021375	
ENSMUSG00000052942	
ENSMUSG00000024116	
ENSMUSG00000021375	
ENSMUSG00000024116	
ENSMUSG00000021375	
ENSMUSG00000032352	
ENSMUSG00000036172	
ENSMUSG00000021375	
ENSMUSG00000036172	
ENSMUSG00000021375	
ENSMUSG00000032352	
ENSMUSG00000040260	
ENSMUSG00000036172	
ENSMUSG00000032352	
ENSMUSG00000021375	
ENSMUSG00000036172	
ENSMUSG00000021375	
ENSMUSG00000032352	
ENSMUSG00000036172	
ENSMUSG00000032352	
ENSMUSG00000032352	
ENSMUSG00000032352	
ENSMUSG00000036172	
ENSMUSG00000099094	
ENSMUSG00000099094	
ENSMUSG00000098895	
ENSMUSG00002076458	
ENSMUSG00000036172	
ENSMUSG00000057335	
ENSMUSG00000057335	
ENSMUSG00000044938	
ENSMUSG00000036172	
ENSMUSG00000111225	
ENSMUSG00000031902	
ENSMUSG00000036172	
ENSMUSG00000111014	
ENSMUSG00000036172	
ENSMUSG00000031902	
ENSMUSG00000031902	
ENSMUSG00000057335	
ENSMUSG00000057335	
ENSMUSG00000031902	
ENSMUSG00000031902	
ENSMUSG00000031902	
ENSMUSG00002076384	
ENSMUSG00000057335	
ENSMUSG00000076604	
ENSMUSG00000057335	
ENSMUSG00000107776	
ENSMUSG00000052942	
ENSMUSG00000026181	
ENSMUSG00000057335	
ENSMUSG00000057335	
ENSMUSG00000048206	
ENSMUSG00000057335	
ENSMUSG00000052942	
ENSMUSG00000057335	
ENSMUSG00000048206	
ENSMUSG00000057335	
ENSMUSG00000026181	
ENSMUSG00000047046	
ENSMUSG00000057335	
ENSMUSG00000052942	
ENSMUSG00000116823	
ENSMUSG00000116703	
ENSMUSG00000052942	
ENSMUSG00000047046	
ENSMUSG00000116598	
ENSMUSG00000057335	
ENSMUSG00000052942	
ENSMUSG00000052942	
ENSMUSG00000057335	
ENSMUSG00000052942	
ENSMUSG00000103634	
ENSMUSG00000104154	
ENSMUSG00000052942	
ENSMUSG00000052942	
ENSMUSG00000103435	
ENSMUSG00000065573	
ENSMUSG00000089952	
ENSMUSG00002076271	
ENSMUSG00000100551	
ENSMUSG00000100357	
ENSMUSG00000097735	
ENSMUSG00000097735	
ENSMUSG00000067351	
ENSMUSG00000090737	
ENSMUSG00000038250	
ENSMUSG00000021610	
ENSMUSG00000038250	
ENSMUSG00000109980	
ENSMUSG00000021610	
ENSMUSG00000094615	
ENSMUSG00000109928	
ENSMUSG00000021610	
ENSMUSG00000032350	
ENSMUSG00000021610	
ENSMUSG00000097949	
ENSMUSG00000064558	
ENSMUSG00000021611	
ENSMUSG00000032350	
ENSMUSG00000032350	
ENSMUSG00000040260	
ENSMUSG00000040260	
ENSMUSG00000032849	
ENSMUSG00000040260	
ENSMUSG00000040455	uc008sda.2
ENSMUSG00000040455	uc008sdc.2
ENSMUSG00000040455	uc290lkj.1
ENSMUSG00000040455	uc290lkk.1
ENSMUSG00000042961	
ENSMUSG00000096445	
ENSMUSG00000042961	
ENSMUSG00000040455	uc290lkl.1
ENSMUSG00000032849	
ENSMUSG00000059279	
ENSMUSG00000032849	
ENSMUSG00000040455	uc290lkm.1
ENSMUSG00000059279	
ENSMUSG00000059279	
ENSMUSG00000083473	
ENSMUSG00000059279	
ENSMUSG00000032849	
ENSMUSG00000086940	
ENSMUSG00000032849	
ENSMUSG00000021611	
ENSMUSG00000108156	
ENSMUSG00000060765	
ENSMUSG00000032849	
ENSMUSG00000084128	
ENSMUSG00000060765	
ENSMUSG00000023999	
ENSMUSG00000056564	
ENSMUSG00000084128	
ENSMUSG00000029861	
ENSMUSG00000056564	
ENSMUSG00000084128	
ENSMUSG00000056564	
ENSMUSG00000042961	
ENSMUSG00000034126	
ENSMUSG00000023999	
ENSMUSG00000042961	
ENSMUSG00000084128	
ENSMUSG00000042961	
ENSMUSG00000084128	
ENSMUSG00000034126	
ENSMUSG00000084128	
ENSMUSG00000029861	
ENSMUSG00000034126	
ENSMUSG00000042961	
ENSMUSG00000042961	
ENSMUSG00000021611	
ENSMUSG00000084128	
ENSMUSG00000089966	
ENSMUSG00000034126	
ENSMUSG00000029861	
ENSMUSG00000090199	
ENSMUSG00000021611	
ENSMUSG00000084128	
ENSMUSG00000037145	
ENSMUSG00000113506	
ENSMUSG00000115033	
ENSMUSG00000084128	
ENSMUSG00000103142	
ENSMUSG00000037145	
ENSMUSG00000113123	
ENSMUSG00000108033	
ENSMUSG00000021611	
ENSMUSG00000115497	
ENSMUSG00000113123	
ENSMUSG00002076678	
ENSMUSG00000115765	
ENSMUSG00000021611	
ENSMUSG00000113915	
ENSMUSG00000037145	
ENSMUSG00000076605	
ENSMUSG00000113958	
ENSMUSG00000095261	
ENSMUSG00000021611	
ENSMUSG00000112993	
ENSMUSG00000114107	
ENSMUSG00000043880	
ENSMUSG00000113296	
ENSMUSG00000114008	
ENSMUSG00000043880	
ENSMUSG00000113413	
ENSMUSG00000043880	
ENSMUSG00000023999	
ENSMUSG00000113569	
ENSMUSG00000113574	
ENSMUSG00000023999	
ENSMUSG00000022144	
ENSMUSG00000023999	
ENSMUSG00000023999	
ENSMUSG00000031903	
ENSMUSG00000114139	
ENSMUSG00000039828	
ENSMUSG00000114119	
ENSMUSG00000113060	
ENSMUSG00000113876	
ENSMUSG00000023999	
ENSMUSG00000113797	
ENSMUSG00000090012	
ENSMUSG00000031903	
ENSMUSG00000113670	
ENSMUSG00000090227	
ENSMUSG00000031903	
ENSMUSG00000037124	
ENSMUSG00000073164	
ENSMUSG00000015971	
ENSMUSG00000015971	
ENSMUSG00000031903	
ENSMUSG00000073164	
ENSMUSG00000015971	
ENSMUSG00000029009	
ENSMUSG00000073164	
ENSMUSG00000015971	
ENSMUSG00000020074	
ENSMUSG00000073164	
ENSMUSG00000015971	
ENSMUSG00000029009	
ENSMUSG00000073164	
ENSMUSG00000029009	
ENSMUSG00000113289	
ENSMUSG00000020074	
ENSMUSG00000015971	
ENSMUSG00000113552	
ENSMUSG00000112996	
ENSMUSG00000015971	
ENSMUSG00000015971	
ENSMUSG00000113751	
ENSMUSG00000113174	
ENSMUSG00000015971	
ENSMUSG00000104926	
ENSMUSG00000113085	
ENSMUSG00000020074	
ENSMUSG00000115075	
ENSMUSG00000113579	
ENSMUSG00000096278	
ENSMUSG00000029009	
ENSMUSG00000020074	
ENSMUSG00000113798	
ENSMUSG00000020074	
ENSMUSG00000096278	
ENSMUSG00000113762	
ENSMUSG00000020074	
ENSMUSG00000096278	
ENSMUSG00000020074	
ENSMUSG00002076987	
ENSMUSG00000029009	
ENSMUSG00000092465	
ENSMUSG00000117527	
ENSMUSG00000020074	
ENSMUSG00000117400	
ENSMUSG00000092472	
ENSMUSG00000029009	
ENSMUSG00000020074	
ENSMUSG00000029009	
ENSMUSG00000039828	
ENSMUSG00000096701	
ENSMUSG00000020074	
ENSMUSG00000094320	
ENSMUSG00000113532	
ENSMUSG00000020074	
ENSMUSG00000113824	
ENSMUSG00000078494	
ENSMUSG00000113451	
ENSMUSG00000039828	
ENSMUSG00000078494	
ENSMUSG00000020074	
ENSMUSG00000096618	
ENSMUSG00000118549	
ENSMUSG00000116090	
ENSMUSG00000113487	
ENSMUSG00000117488	
ENSMUSG00000025912	
ENSMUSG00002076238	
ENSMUSG00000118535	
ENSMUSG00000025912	
ENSMUSG00000025912	
ENSMUSG00000117403	
ENSMUSG00000025912	
ENSMUSG00000025912	
ENSMUSG00000029007	
ENSMUSG00000023345	
ENSMUSG00000057417	
ENSMUSG00000024587	
ENSMUSG00000023345	
ENSMUSG00000029007	
ENSMUSG00000074695	
ENSMUSG00000057417	
ENSMUSG00000029007	
ENSMUSG00000023345	
ENSMUSG00000024587	
ENSMUSG00000112002	
ENSMUSG00000112216	
ENSMUSG00000112135	
ENSMUSG00000023345	
ENSMUSG00000112173	
ENSMUSG00000045210	
ENSMUSG00000023345	
ENSMUSG00000080469	
ENSMUSG00000112614	
ENSMUSG00000023345	
