Gene stable ID	RefSeq peptide ID
ENSMUSG00000049728	NP_001349119
ENSMUSG00000044252	
ENSMUSG00000045395	
ENSMUSG00000044252	NP_001239420
ENSMUSG00000028033	
ENSMUSG00000056004	
ENSMUSG00000049728	NP_001349118
ENSMUSG00000028033	NP_001297406
ENSMUSG00000045395	NP_667007
ENSMUSG00000044252	NP_001239419
ENSMUSG00000034120	NP_035488
ENSMUSG00000044252	
ENSMUSG00000049728	NP_001349121
ENSMUSG00000049728	NP_001349120
ENSMUSG00000032407	NP_001108449
ENSMUSG00000049728	
ENSMUSG00000049728	
ENSMUSG00000054526	
ENSMUSG00000015217	NP_001398230
ENSMUSG00000015217	NP_001398231
ENSMUSG00000015217	NP_001398229
ENSMUSG00000015217	NP_001280553
ENSMUSG00000015217	NP_001280554
ENSMUSG00000054526	
ENSMUSG00000039523	NP_001406280
ENSMUSG00000039523	NP_808341
ENSMUSG00000049739	
ENSMUSG00000041301	
ENSMUSG00000044252	
ENSMUSG00000032407	NP_001344904
ENSMUSG00000032407	NP_001344906
ENSMUSG00000032407	NP_001344905
ENSMUSG00000032407	NP_080752
ENSMUSG00000034120	
ENSMUSG00000015217	NP_001398232
ENSMUSG00000015217	NP_001398225
ENSMUSG00000015217	NP_001398228
ENSMUSG00000054526	
ENSMUSG00000054526	
ENSMUSG00000054526	
ENSMUSG00000044252	
ENSMUSG00000015217	NP_001280552
ENSMUSG00000015217	NP_032279
ENSMUSG00000015217	NP_001398224
ENSMUSG00000041301	
ENSMUSG00000039523	
ENSMUSG00000022884	
ENSMUSG00000054526	NP_001011831
ENSMUSG00000034120	
ENSMUSG00000021614	NP_062262
ENSMUSG00000049739	NP_001390988
ENSMUSG00000049739	NP_001390987
ENSMUSG00000049739	NP_001390990
ENSMUSG00000049739	NP_001390991
ENSMUSG00000049739	NP_001390989
ENSMUSG00000049739	NP_766337
ENSMUSG00000015217	
ENSMUSG00000049739	
ENSMUSG00000034120	
ENSMUSG00000044252	
ENSMUSG00000015217	
ENSMUSG00000032407	
ENSMUSG00000022884	NP_001116510
ENSMUSG00000057270	
ENSMUSG00000044252	NP_001239418
ENSMUSG00000057270	
ENSMUSG00000057270	NP_666844
ENSMUSG00000032407	NP_001344903
ENSMUSG00000044252	
ENSMUSG00000056858	NP_667008
ENSMUSG00000044252	
ENSMUSG00000044252	
ENSMUSG00000032407	
ENSMUSG00000021614	NP_766543
ENSMUSG00000032407	
ENSMUSG00000059105	
ENSMUSG00000059105	NP_666845
ENSMUSG00000036500	NP_031458
ENSMUSG00000044252	
ENSMUSG00000018599	NP_001009927
ENSMUSG00000038039	NP_081651
ENSMUSG00000062314	
ENSMUSG00000062314	
ENSMUSG00000062314	NP_001011850
ENSMUSG00000074500	
ENSMUSG00000025977	
ENSMUSG00000026768	NP_001395029
ENSMUSG00000026768	NP_001001309
ENSMUSG00000038039	
ENSMUSG00000022884	
ENSMUSG00000044252	
ENSMUSG00000051062	NP_001004147
ENSMUSG00000038039	
ENSMUSG00000022884	
ENSMUSG00000044252	
ENSMUSG00000001576	NP_080446
ENSMUSG00000021614	NP_001074718
ENSMUSG00000039599	
ENSMUSG00000038039	
ENSMUSG00000044252	
ENSMUSG00000074500	NP_082436
ENSMUSG00000074500	NP_083211
ENSMUSG00000026768	
ENSMUSG00000038039	
ENSMUSG00000060716	NP_851418
ENSMUSG00000026768	
ENSMUSG00000021614	NP_001127947
ENSMUSG00000060716	
ENSMUSG00000060716	
ENSMUSG00000038039	
ENSMUSG00000001576	
ENSMUSG00000001576	
ENSMUSG00000029028	
ENSMUSG00000021614	NP_001127946
ENSMUSG00000029028	
ENSMUSG00000043929	
ENSMUSG00000021614	
ENSMUSG00000001576	
ENSMUSG00000029028	
ENSMUSG00000001576	
ENSMUSG00000001576	
ENSMUSG00000001576	
ENSMUSG00000029028	NP_957678
ENSMUSG00000001576	
ENSMUSG00000021614	
ENSMUSG00000022884	NP_001116509
ENSMUSG00000001576	
ENSMUSG00000021614	
ENSMUSG00000039599	NP_001347293
ENSMUSG00000039599	NP_001019683
ENSMUSG00000041301	NP_066388
ENSMUSG00000001576	
ENSMUSG00000041301	
ENSMUSG00000022884	
ENSMUSG00000078350	
ENSMUSG00000041301	
ENSMUSG00000018848	NP_080212
ENSMUSG00000021120	NP_084264
ENSMUSG00000078350	
ENSMUSG00000044139	NP_001074737
ENSMUSG00000021120	
ENSMUSG00000058114	
ENSMUSG00000044139	
ENSMUSG00000058114	NP_666489
ENSMUSG00000030804	
ENSMUSG00000059030	
ENSMUSG00000039599	
ENSMUSG00000059030	NP_996552
ENSMUSG00000043929	NP_694805
ENSMUSG00000056004	NP_001346815
ENSMUSG00000056004	NP_001346813
ENSMUSG00000079592	NP_001035721
ENSMUSG00000043929	NP_001034148
ENSMUSG00000056004	NP_001346814
ENSMUSG00000056004	NP_766294
ENSMUSG00000039599	NP_001171104
ENSMUSG00000025977	NP_001354816
ENSMUSG00000039599	NP_759011
ENSMUSG00000043929	NP_001034149
ENSMUSG00000109376	NP_001011829
ENSMUSG00000056004	NP_001346816
ENSMUSG00000039599	
ENSMUSG00000056004	
ENSMUSG00000039599	
ENSMUSG00000079592	NP_663588
ENSMUSG00000079592	NP_001177242
ENSMUSG00000043929	
ENSMUSG00000081724	NP_666439
ENSMUSG00000079592	NP_001035722
ENSMUSG00000079592	NP_001177248
ENSMUSG00000081724	
ENSMUSG00000008090	
ENSMUSG00000043929	NP_001034150
ENSMUSG00000008090	
ENSMUSG00000079592	
ENSMUSG00000079592	
ENSMUSG00000024423	
ENSMUSG00000094878	
ENSMUSG00000025977	NP_001355697
ENSMUSG00000025977	NP_001106838
ENSMUSG00000079592	
ENSMUSG00000043929	
ENSMUSG00000094878	
ENSMUSG00000021125	NP_033835
ENSMUSG00000079592	
ENSMUSG00000027865	NP_001397040
ENSMUSG00000027865	NP_034399
ENSMUSG00000094878	NP_666698
ENSMUSG00000079592	
ENSMUSG00000027865	NP_001397041
ENSMUSG00000078350	
ENSMUSG00000039599	NP_001347294
ENSMUSG00000118554	NP_001349810
ENSMUSG00000021615	
ENSMUSG00000064225	NP_940806
ENSMUSG00000027865	
ENSMUSG00000021615	NP_082288
ENSMUSG00000025977	NP_001355696
ENSMUSG00000025977	NP_083543
ENSMUSG00000078350	NP_001157194
ENSMUSG00000078350	NP_001344177
ENSMUSG00000078350	NP_001157193
ENSMUSG00000038691	NP_001344347
ENSMUSG00000021615	
ENSMUSG00000025977	
ENSMUSG00000021615	
ENSMUSG00000078350	
ENSMUSG00000025977	
ENSMUSG00000022881	NP_663455
ENSMUSG00000078350	
ENSMUSG00000043549	
ENSMUSG00000022881	
ENSMUSG00000038691	NP_082833
ENSMUSG00000078350	
ENSMUSG00000038691	NP_001344348
ENSMUSG00000078350	
ENSMUSG00000015575	
ENSMUSG00000043549	
ENSMUSG00000022881	
ENSMUSG00000043549	
ENSMUSG00000024423	NP_001344325
ENSMUSG00000024423	NP_032404
ENSMUSG00000022881	
ENSMUSG00000015575	
ENSMUSG00000078350	
ENSMUSG00000021811	NP_598842
ENSMUSG00000008090	NP_001157731
ENSMUSG00000024423	
ENSMUSG00000015575	NP_079548
ENSMUSG00000078350	
ENSMUSG00000024423	
ENSMUSG00000021124	NP_001351303
ENSMUSG00000021124	NP_058080
ENSMUSG00000078350	
ENSMUSG00000024423	
ENSMUSG00000024423	
ENSMUSG00000078350	
ENSMUSG00000015575	
ENSMUSG00000008090	NP_473412
ENSMUSG00000078350	
ENSMUSG00000015575	
ENSMUSG00000038349	NP_001108135
ENSMUSG00000049960	NP_079716
ENSMUSG00000022878	NP_033735
ENSMUSG00000043312	
ENSMUSG00000021124	
ENSMUSG00000043312	
ENSMUSG00000022878	
ENSMUSG00000021124	
ENSMUSG00000038705	NP_937812
ENSMUSG00000038705	NP_001406325
ENSMUSG00000038705	NP_001406326
ENSMUSG00000021124	
ENSMUSG00000043312	
ENSMUSG00000037346	NP_694727
ENSMUSG00000044468	NP_001136424
ENSMUSG00000043312	NP_667078
ENSMUSG00000037346	
ENSMUSG00000003974	NP_862898
ENSMUSG00000003974	NP_001404893
ENSMUSG00000037346	
ENSMUSG00000038705	
ENSMUSG00000067186	
ENSMUSG00000012422	NP_079611
ENSMUSG00000067186	NP_001005481
ENSMUSG00000012422	
ENSMUSG00000015354	NP_083896
ENSMUSG00000038705	
ENSMUSG00000012422	
ENSMUSG00000038705	
ENSMUSG00000063240	
ENSMUSG00000063240	
ENSMUSG00000039492	NP_001028627
ENSMUSG00000055385	
ENSMUSG00000063240	
ENSMUSG00000063240	NP_667042
ENSMUSG00000031170	
ENSMUSG00000005225	NP_001157833
ENSMUSG00000096009	
ENSMUSG00000096009	NP_667043
ENSMUSG00000057801	
ENSMUSG00000109564	NP_001365177
ENSMUSG00000057801	NP_666444
ENSMUSG00000005225	NP_001001335
ENSMUSG00000021998	
ENSMUSG00000109564	
ENSMUSG00000055385	
ENSMUSG00000109564	
ENSMUSG00000055385	NP_001349816
ENSMUSG00000055385	
ENSMUSG00000025255	NP_001355600
ENSMUSG00000109564	
ENSMUSG00000078958	
ENSMUSG00000055385	
ENSMUSG00000025255	
ENSMUSG00000055385	
ENSMUSG00000038065	NP_001276669
ENSMUSG00000078958	
ENSMUSG00000027581	NP_033159
ENSMUSG00000020919	NP_035619
ENSMUSG00000054141	
ENSMUSG00000038065	NP_001276670
ENSMUSG00000054141	NP_666817
ENSMUSG00000020919	NP_001107035
ENSMUSG00000020919	NP_001349611
ENSMUSG00000025255	
ENSMUSG00000028716	NP_080294
ENSMUSG00000078958	NP_001139351
ENSMUSG00000025225	
ENSMUSG00000022885	NP_666045
ENSMUSG00000078958	
ENSMUSG00000028716	
ENSMUSG00000025255	NP_109633
ENSMUSG00000024420	NP_001347733
ENSMUSG00000024420	NP_663467
ENSMUSG00000022885	
ENSMUSG00000024420	
ENSMUSG00000058446	NP_954594
ENSMUSG00000024420	
ENSMUSG00000025225	NP_001170840
ENSMUSG00000058446	
ENSMUSG00000022885	NP_001239435
ENSMUSG00000066441	NP_001349199
ENSMUSG00000066441	NP_067532
ENSMUSG00000048249	NP_084146
ENSMUSG00000058446	
ENSMUSG00000024420	
ENSMUSG00000022885	NP_001239434
ENSMUSG00000025225	
ENSMUSG00000066441	NP_001349198
ENSMUSG00000049517	NP_077137
ENSMUSG00000021998	
ENSMUSG00000028716	NP_001158029
ENSMUSG00000021998	
ENSMUSG00000066441	
ENSMUSG00000048249	
ENSMUSG00000025225	NP_001170841
ENSMUSG00000025225	NP_062281
ENSMUSG00000048249	
ENSMUSG00000028716	NP_001158030
ENSMUSG00000033383	NP_001004151
ENSMUSG00000048249	
ENSMUSG00000004821	NP_080385
ENSMUSG00000090961	
ENSMUSG00000021619	NP_001391856
ENSMUSG00000021619	NP_001391851
ENSMUSG00000021619	NP_001391850
ENSMUSG00000021619	NP_001391854
ENSMUSG00000021619	NP_001391855
ENSMUSG00000021619	NP_001391852
ENSMUSG00000021619	NP_080046
ENSMUSG00000021619	NP_001391849
ENSMUSG00000021619	NP_001391846
ENSMUSG00000021619	NP_001391847
ENSMUSG00000021619	NP_001391848
ENSMUSG00000021619	
ENSMUSG00000056211	
ENSMUSG00000057443	
ENSMUSG00000090961	
ENSMUSG00000057443	
ENSMUSG00000090961	
ENSMUSG00000090961	
ENSMUSG00000057443	NP_570938
ENSMUSG00000090961	NP_001098090
ENSMUSG00000021123	NP_084293
ENSMUSG00000025225	
ENSMUSG00000021123	NP_001300900
ENSMUSG00000054940	
ENSMUSG00000054940	NP_666699
ENSMUSG00000021123	
ENSMUSG00000096840	
ENSMUSG00000047155	
ENSMUSG00000096840	
ENSMUSG00000096840	
ENSMUSG00000096840	
ENSMUSG00000047155	NP_001003947
ENSMUSG00000096840	NP_667018
ENSMUSG00000008763	NP_034893
ENSMUSG00000018849	NP_740749
ENSMUSG00000083138	NP_001093653
ENSMUSG00000008763	
ENSMUSG00000008763	
ENSMUSG00000024191	NP_742161
ENSMUSG00000024191	
ENSMUSG00000031170	
ENSMUSG00000024191	
ENSMUSG00000000416	
ENSMUSG00000024191	
ENSMUSG00000056211	
ENSMUSG00000024191	
ENSMUSG00000031170	NP_766067
ENSMUSG00000031170	
ENSMUSG00000038371	NP_001391316
ENSMUSG00000092322	
ENSMUSG00000000416	
ENSMUSG00000092322	NP_001171058
ENSMUSG00000021998	NP_001234913
ENSMUSG00000038371	
ENSMUSG00000000416	NP_525024
ENSMUSG00000021998	NP_032905
ENSMUSG00000000416	
ENSMUSG00000021998	
ENSMUSG00000036986	NP_835188
ENSMUSG00000038371	
ENSMUSG00000022887	NP_032581
ENSMUSG00000036986	NP_032910
ENSMUSG00000000416	
ENSMUSG00000000416	
ENSMUSG00000038371	
ENSMUSG00000036986	NP_001298017
ENSMUSG00000066071	NP_803125
ENSMUSG00000022887	NP_001346012
ENSMUSG00000015579	NP_032726
ENSMUSG00000024640	NP_803155
ENSMUSG00000021998	
ENSMUSG00000015579	
ENSMUSG00000036986	
ENSMUSG00000022887	
ENSMUSG00000092244	
ENSMUSG00000024640	NP_001192268
ENSMUSG00000056211	NP_861415
ENSMUSG00000056211	NP_001344411
ENSMUSG00000036986	
ENSMUSG00000092244	NP_001171056
ENSMUSG00000036986	
ENSMUSG00000024640	
ENSMUSG00000056211	
ENSMUSG00000036986	
ENSMUSG00000056211	
ENSMUSG00000056211	
ENSMUSG00000092342	NP_001171057
ENSMUSG00000036986	
ENSMUSG00000036986	
ENSMUSG00000044155	NP_598700
ENSMUSG00000056211	
ENSMUSG00000078116	
ENSMUSG00000056211	
ENSMUSG00000078116	NP_666816
ENSMUSG00000044155	
ENSMUSG00000051414	
ENSMUSG00000051414	NP_667278
ENSMUSG00000021999	NP_062749
ENSMUSG00000033355	
ENSMUSG00000062868	
ENSMUSG00000078597	NP_758510
ENSMUSG00000033355	
ENSMUSG00000062868	NP_666777
ENSMUSG00000033355	
ENSMUSG00000022425	NP_001398585
ENSMUSG00000022425	NP_001398583
ENSMUSG00000022425	NP_001398581
ENSMUSG00000022425	NP_001398584
ENSMUSG00000022425	NP_001398582
ENSMUSG00000022425	NP_056559
ENSMUSG00000033355	
ENSMUSG00000033355	NP_075875
ENSMUSG00000095957	
ENSMUSG00000095957	NP_001011824
ENSMUSG00000022425	NP_001272924
ENSMUSG00000020818	
ENSMUSG00000095525	NP_001011823
ENSMUSG00000084346	NP_001093655
ENSMUSG00000020818	
ENSMUSG00000038371	
ENSMUSG00000014773	NP_031891
ENSMUSG00000014773	NP_001365971
ENSMUSG00000045336	NP_081937
ENSMUSG00000022425	NP_001398580
ENSMUSG00000022425	NP_001398586
ENSMUSG00000022425	NP_001398587
ENSMUSG00000022425	NP_001272923
ENSMUSG00000038371	
ENSMUSG00000022425	NP_001129549
ENSMUSG00000041491	
ENSMUSG00000038371	
ENSMUSG00000038371	
ENSMUSG00000041491	NP_932136
ENSMUSG00000038371	NP_796298
ENSMUSG00000014773	
ENSMUSG00000032333	NP_081218
ENSMUSG00000095625	NP_001242979
ENSMUSG00000095625	
ENSMUSG00000028715	NP_031848
ENSMUSG00000032333	
ENSMUSG00000096145	NP_848715
ENSMUSG00000022425	
ENSMUSG00000096145	
ENSMUSG00000015536	NP_038854
ENSMUSG00000032333	
ENSMUSG00000096145	
ENSMUSG00000022425	
ENSMUSG00000037013	NP_001154842
ENSMUSG00000032333	
ENSMUSG00000036580	NP_659144
ENSMUSG00000022000	NP_001346804
ENSMUSG00000032333	
ENSMUSG00000022000	NP_080359
ENSMUSG00000036580	NP_001138460
ENSMUSG00000020818	NP_848735
ENSMUSG00000038058	NP_001164478
ENSMUSG00000037013	NP_033306
ENSMUSG00000037013	
ENSMUSG00000038058	NP_766317
ENSMUSG00000020818	
ENSMUSG00000091722	NP_001121565
ENSMUSG00000037013	NP_001154841
ENSMUSG00000038058	
ENSMUSG00000037013	NP_001154843
ENSMUSG00000020818	
ENSMUSG00000036580	NP_001138459
ENSMUSG00000020818	NP_001348514
ENSMUSG00000020818	NP_001348515
ENSMUSG00000020818	NP_001348516
ENSMUSG00000036580	
ENSMUSG00000038058	
ENSMUSG00000036580	
ENSMUSG00000034913	NP_080733
ENSMUSG00000026767	
ENSMUSG00000036580	
ENSMUSG00000032334	NP_034859
ENSMUSG00000034913	NP_001157613
ENSMUSG00000037013	
ENSMUSG00000024301	NP_444403
ENSMUSG00000026767	
ENSMUSG00000037013	
ENSMUSG00000026767	
ENSMUSG00000094168	
ENSMUSG00000034913	NP_001157611
ENSMUSG00000096697	NP_001171053
ENSMUSG00000034913	NP_001157612
ENSMUSG00000117311	
ENSMUSG00000032135	
ENSMUSG00000029517	NP_083478
ENSMUSG00000029517	NP_001161229
ENSMUSG00000022002	NP_001355951
ENSMUSG00000022002	NP_083506
ENSMUSG00000040374	
ENSMUSG00000040374	NP_001254643
ENSMUSG00000040374	NP_001254644
ENSMUSG00000026247	NP_001407080
ENSMUSG00000026247	NP_001407081
ENSMUSG00000026247	NP_067281
ENSMUSG00000026247	NP_001407080
ENSMUSG00000026247	NP_001407081
ENSMUSG00000026247	NP_001264854
ENSMUSG00000036743	NP_001157081
ENSMUSG00000002797	NP_080913
ENSMUSG00000040374	NP_001156774
ENSMUSG00000040374	NP_001156773
ENSMUSG00000036743	NP_001347752
ENSMUSG00000058818	NP_001344323
ENSMUSG00000058818	NP_035225
ENSMUSG00000002797	
ENSMUSG00000026247	NP_001407080
ENSMUSG00000026247	NP_001407081
ENSMUSG00000036743	
ENSMUSG00000040374	NP_033020
ENSMUSG00000002797	
ENSMUSG00000037343	NP_001074757
ENSMUSG00000036743	
ENSMUSG00000036743	
ENSMUSG00000014763	NP_001344751
ENSMUSG00000014763	NP_077165
ENSMUSG00000040374	NP_001156778
ENSMUSG00000049336	
ENSMUSG00000040374	NP_001156777
ENSMUSG00000066072	NP_034141
ENSMUSG00000049336	NP_001277631
ENSMUSG00000103034	
ENSMUSG00000026353	
ENSMUSG00000066072	
ENSMUSG00000094024	NP_001231692
ENSMUSG00000096345	NP_001242906
ENSMUSG00000049336	NP_035986
ENSMUSG00000095104	NP_001231580
ENSMUSG00000037126	
ENSMUSG00000051076	NP_001396687
ENSMUSG00000051076	NP_001396684
ENSMUSG00000051076	NP_848709
ENSMUSG00000060882	NP_062671
ENSMUSG00000015536	NP_001106845
ENSMUSG00000015536	
ENSMUSG00000015536	
ENSMUSG00000015536	
ENSMUSG00000014769	NP_035315
ENSMUSG00000015536	
ENSMUSG00000014769	
ENSMUSG00000054321	NP_001356287
ENSMUSG00000054321	NP_001356286
ENSMUSG00000028712	NP_001239468
ENSMUSG00000015536	
ENSMUSG00000033306	NP_848780
ENSMUSG00000014769	
ENSMUSG00000026353	NP_001343458
ENSMUSG00000026353	NP_080666
ENSMUSG00000054321	NP_001093919
ENSMUSG00000027499	
ENSMUSG00000095886	
ENSMUSG00000095886	NP_001242980
ENSMUSG00000033306	NP_001139424
ENSMUSG00000028712	
ENSMUSG00000027499	NP_001397449
ENSMUSG00000027499	NP_001397455
ENSMUSG00000027499	NP_001397453
ENSMUSG00000027499	NP_001397445
ENSMUSG00000027499	NP_001397454
ENSMUSG00000027499	NP_001397444
ENSMUSG00000027499	NP_032888
ENSMUSG00000117136	
ENSMUSG00000015536	NP_001106846
ENSMUSG00000015536	
ENSMUSG00000022422	NP_898912
ENSMUSG00000027499	NP_001397456
ENSMUSG00000028712	
ENSMUSG00000040054	
ENSMUSG00000015536	
ENSMUSG00000015536	
ENSMUSG00000022422	NP_001342523
ENSMUSG00000031233	NP_112467
ENSMUSG00000015536	
ENSMUSG00000028712	NP_964002
ENSMUSG00000033306	NP_001139426
ENSMUSG00000032135	NP_075548
ENSMUSG00000033306	
ENSMUSG00000015536	
ENSMUSG00000040054	
ENSMUSG00000032135	NP_001346459
ENSMUSG00000036225	NP_598873
ENSMUSG00000026767	NP_001342466
ENSMUSG00000026767	NP_001342467
ENSMUSG00000026767	NP_001342464
ENSMUSG00000026767	NP_001342465
ENSMUSG00000026767	NP_077147
ENSMUSG00000036480	NP_081360
ENSMUSG00000032135	
ENSMUSG00000032135	
ENSMUSG00000026767	
ENSMUSG00000036225	NP_001136203
ENSMUSG00000026767	
ENSMUSG00000029777	NP_851009
ENSMUSG00000063929	NP_001093651
ENSMUSG00000026767	
ENSMUSG00000048391	
ENSMUSG00000048391	
ENSMUSG00000048391	NP_666778
ENSMUSG00000040054	
ENSMUSG00000036225	
ENSMUSG00000049229	
ENSMUSG00000049229	
ENSMUSG00000040054	
ENSMUSG00000026767	
ENSMUSG00000026767	
ENSMUSG00000040054	NP_473419
ENSMUSG00000040054	
ENSMUSG00000037126	NP_082903
ENSMUSG00000026767	
ENSMUSG00000026767	
ENSMUSG00000043857	NP_766536
ENSMUSG00000021115	NP_001025015
ENSMUSG00000021115	NP_001351294
ENSMUSG00000037126	
ENSMUSG00000021115	
ENSMUSG00000043857	
ENSMUSG00000037126	
ENSMUSG00000037126	
ENSMUSG00000037126	
ENSMUSG00000037126	
ENSMUSG00000028713	
ENSMUSG00000037126	NP_001334383
ENSMUSG00000021499	NP_001239416
ENSMUSG00000021115	NP_001351297
ENSMUSG00000021115	NP_001025014
ENSMUSG00000021499	NP_001239417
ENSMUSG00000021499	NP_084048
ENSMUSG00000021115	NP_035835
ENSMUSG00000048655	NP_001277067
ENSMUSG00000048655	NP_001277070
ENSMUSG00000024639	NP_032165
ENSMUSG00000021115	
ENSMUSG00000022419	NP_663445
ENSMUSG00000021115	NP_001351296
ENSMUSG00000029669	NP_001350743
ENSMUSG00000021506	NP_035227
ENSMUSG00000022419	
ENSMUSG00000021506	
ENSMUSG00000022419	NP_001033026
ENSMUSG00000029669	NP_001398680
ENSMUSG00000029669	NP_001398677
ENSMUSG00000029669	NP_001398676
ENSMUSG00000029669	NP_001398678
ENSMUSG00000029669	NP_766595
ENSMUSG00000029669	NP_001398679
ENSMUSG00000022419	
ENSMUSG00000029669	
ENSMUSG00000029669	
ENSMUSG00000026730	
ENSMUSG00000026730	
ENSMUSG00000029669	
ENSMUSG00000029669	
ENSMUSG00000048655	
ENSMUSG00000026730	NP_001292366
ENSMUSG00000026730	NP_032987
ENSMUSG00000048655	NP_796177
ENSMUSG00000025226	NP_001365702
ENSMUSG00000025226	NP_598455
ENSMUSG00000026730	NP_001292365
ENSMUSG00000048655	
ENSMUSG00000025226	
ENSMUSG00000048655	
ENSMUSG00000048655	
ENSMUSG00000049630	NP_694795
ENSMUSG00000019920	NP_001346044
ENSMUSG00000019920	NP_080424
ENSMUSG00000019920	NP_001346045
ENSMUSG00000019920	NP_957694
ENSMUSG00000028713	NP_031849
ENSMUSG00000019920	NP_001180232
ENSMUSG00000028713	
ENSMUSG00000022370	
ENSMUSG00000019920	NP_001333605
ENSMUSG00000024697	NP_032163
ENSMUSG00000032839	NP_035773
ENSMUSG00000032839	NP_001400280
ENSMUSG00000032839	NP_001400282
ENSMUSG00000024697	
ENSMUSG00000024411	
ENSMUSG00000032839	NP_001298052
ENSMUSG00000032839	NP_001400283
ENSMUSG00000032839	NP_001400281
ENSMUSG00000024411	NP_001304658
ENSMUSG00000024411	NP_033830
ENSMUSG00000039543	NP_083974
ENSMUSG00000032839	
ENSMUSG00000032839	
ENSMUSG00000024411	
ENSMUSG00000032839	
ENSMUSG00000022370	NP_081035
ENSMUSG00000022370	
ENSMUSG00000061614	
ENSMUSG00000061614	
ENSMUSG00000061614	NP_997028
ENSMUSG00000058692	
ENSMUSG00000024411	NP_001295575
ENSMUSG00000039543	NP_001157110
ENSMUSG00000024411	NP_001295570
ENSMUSG00000024411	NP_001295573
ENSMUSG00000058692	NP_666394
ENSMUSG00000024411	NP_001295574
ENSMUSG00000026727	NP_001407827
ENSMUSG00000000248	NP_081838
ENSMUSG00000024411	NP_001295572
ENSMUSG00000039194	NP_001166954
ENSMUSG00000039194	NP_001344379
ENSMUSG00000024411	NP_001295571
ENSMUSG00000039543	NP_001157111
ENSMUSG00000024411	NP_001295576
ENSMUSG00000043542	NP_775273
ENSMUSG00000000248	NP_001161695
ENSMUSG00000024411	
ENSMUSG00000000248	NP_001161696
ENSMUSG00000043542	
ENSMUSG00000000248	NP_001303681
ENSMUSG00000026727	NP_033131
ENSMUSG00000026727	
ENSMUSG00000000248	
ENSMUSG00000039194	NP_065624
ENSMUSG00000039194	
ENSMUSG00000089728	NP_001264131
ENSMUSG00000039194	
ENSMUSG00000039194	
ENSMUSG00000047466	NP_848785
ENSMUSG00000039194	
ENSMUSG00000015533	NP_032422
ENSMUSG00000047466	NP_001355688
ENSMUSG00000039194	
ENSMUSG00000015533	
ENSMUSG00000026727	
ENSMUSG00000030790	NP_033757
ENSMUSG00000026727	
ENSMUSG00000031342	NP_001171432
ENSMUSG00000081665	NP_001357997
ENSMUSG00000036244	NP_001344384
ENSMUSG00000036244	NP_083130
ENSMUSG00000041840	NP_001344461
ENSMUSG00000041840	NP_001344460
ENSMUSG00000041840	NP_001344462
ENSMUSG00000036244	
ENSMUSG00000041840	NP_666201
ENSMUSG00000066607	NP_795895
ENSMUSG00000030154	
ENSMUSG00000031342	NP_075611
ENSMUSG00000051934	
ENSMUSG00000066607	
ENSMUSG00000027254	NP_115769
ENSMUSG00000066440	NP_001008550
ENSMUSG00000066440	
ENSMUSG00000040043	
ENSMUSG00000033233	
ENSMUSG00000040043	NP_001034169
ENSMUSG00000034893	NP_001391613
ENSMUSG00000034893	NP_796355
ENSMUSG00000030154	NP_694734
ENSMUSG00000042284	NP_001028400
ENSMUSG00000030154	
ENSMUSG00000051934	
ENSMUSG00000030154	
ENSMUSG00000026589	NP_203505
ENSMUSG00000033233	NP_919324
ENSMUSG00000040043	NP_062685
ENSMUSG00000029101	NP_001390401
ENSMUSG00000029101	NP_001390400
ENSMUSG00000029101	NP_775578
ENSMUSG00000031342	NP_001171433
ENSMUSG00000066440	
ENSMUSG00000026589	
ENSMUSG00000051934	
ENSMUSG00000033233	NP_001159424
ENSMUSG00000026589	NP_001153458
ENSMUSG00000027254	NP_001166977
ENSMUSG00000026589	
ENSMUSG00000029101	
ENSMUSG00000049493	NP_001028382
ENSMUSG00000049493	
ENSMUSG00000002814	NP_033436
ENSMUSG00000033233	NP_001159425
ENSMUSG00000029101	
ENSMUSG00000059821	
ENSMUSG00000059821	NP_666736
ENSMUSG00000029101	NP_001390405
ENSMUSG00000029101	NP_001390402
ENSMUSG00000002814	
ENSMUSG00000029101	
ENSMUSG00000002814	
ENSMUSG00000002814	
ENSMUSG00000051934	NP_001405597
ENSMUSG00000051934	NP_001405595
ENSMUSG00000051934	NP_001405599
ENSMUSG00000051934	NP_001405596
ENSMUSG00000051934	NP_001405598
ENSMUSG00000051934	NP_001405594
ENSMUSG00000051934	NP_001405593
ENSMUSG00000051934	NP_631879
ENSMUSG00000052182	
ENSMUSG00000029101	NP_001390404
ENSMUSG00000029101	NP_001156984
ENSMUSG00000002814	
ENSMUSG00000052182	NP_666738
ENSMUSG00000051934	
ENSMUSG00000094535	
ENSMUSG00000029101	NP_001390406
ENSMUSG00000029101	NP_001390407
ENSMUSG00000094535	NP_666734
ENSMUSG00000029101	NP_001390403
ENSMUSG00000052625	
ENSMUSG00000029101	
ENSMUSG00000049323	NP_780700
ENSMUSG00000051934	
ENSMUSG00000052625	NP_667116
ENSMUSG00000051160	
ENSMUSG00000029101	
ENSMUSG00000049323	NP_001078909
ENSMUSG00000051160	NP_667117
ENSMUSG00000026354	NP_001074547
ENSMUSG00000029101	
ENSMUSG00000022003	NP_080508
ENSMUSG00000027794	NP_083213
ENSMUSG00000029101	
ENSMUSG00000022003	
ENSMUSG00000004031	
ENSMUSG00000035914	NP_598744
ENSMUSG00000091624	
ENSMUSG00000091624	
ENSMUSG00000035914	
