Gene stable ID	MGI ID
ENSMUSG00000022793	MGI:1928387
ENSMUSG00000088951	MGI:5454717
ENSMUSG00000101869	MGI:5580206
ENSMUSG00000102117	MGI:3644886
ENSMUSG00000040113	MGI:2685053
ENSMUSG00000099998	MGI:3645570
ENSMUSG00002076771	MGI:6847978
ENSMUSG00000097137	MGI:5477121
ENSMUSG00000024728	MGI:1916666
ENSMUSG00000029771	MGI:1350924
ENSMUSG00000089700	MGI:3780513
ENSMUSG00000067081	MGI:2655109
ENSMUSG00000090008	MGI:3801919
ENSMUSG00000073152	MGI:3642283
ENSMUSG00000090197	MGI:1270127
ENSMUSG00000105766	MGI:5011851
ENSMUSG00000089910	MGI:3801918
ENSMUSG00000089793	MGI:3801973
ENSMUSG00000090226	MGI:3801975
ENSMUSG00000088578	MGI:5455236
ENSMUSG00000105106	MGI:5663794
ENSMUSG00002075934	MGI:6848195
ENSMUSG00000105081	MGI:5663247
ENSMUSG00000039765	MGI:1924487
ENSMUSG00000057240	MGI:1920716
ENSMUSG00000053453	MGI:1913481
ENSMUSG00000045967	MGI:2441697
ENSMUSG00000083183	MGI:3783023
ENSMUSG00000105753	MGI:5663984
ENSMUSG00000049436	MGI:98912
ENSMUSG00000027953	MGI:107417
ENSMUSG00002075176	MGI:6848392
ENSMUSG00000102584	MGI:5610666
ENSMUSG00000085456	MGI:3705254
ENSMUSG00000091825	MGI:3646275
ENSMUSG00000026782	MGI:106913
ENSMUSG00000112838	MGI:6095833
ENSMUSG00000066457	MGI:3645720
ENSMUSG00000112427	MGI:5011353
ENSMUSG00000085176	MGI:3705298
ENSMUSG00000021113	MGI:1922877
ENSMUSG00000093548	MGI:3642965
ENSMUSG00000112686	MGI:3644650
ENSMUSG00000041119	MGI:1277179
ENSMUSG00000072407	MGI:3647564
ENSMUSG00000087216	MGI:1925104
ENSMUSG00000022798	MGI:1921913
ENSMUSG00000009070	MGI:1918486
ENSMUSG00000001105	MGI:1915585
ENSMUSG00000097091	MGI:1922388
ENSMUSG00000101031	MGI:2685812
ENSMUSG00000030231	MGI:1923802
ENSMUSG00002075830	MGI:6847485
ENSMUSG00000024673	MGI:88321
ENSMUSG00000087899	MGI:3836981
ENSMUSG00000063268	MGI:3712326
ENSMUSG00000081444	MGI:3801798
ENSMUSG00000086175	MGI:3801799
ENSMUSG00000089607	MGI:5452277
ENSMUSG00000087384	MGI:3783007
ENSMUSG00000038037	MGI:1354910
ENSMUSG00000043050	MGI:98785
ENSMUSG00000080846	MGI:3649905
ENSMUSG00000077572	MGI:5454663
ENSMUSG00000081467	MGI:3650269
ENSMUSG00000085353	MGI:1921545
ENSMUSG00000083057	MGI:3651267
ENSMUSG00000020633	MGI:1915761
ENSMUSG00000050058	MGI:106601
ENSMUSG00000026786	MGI:1861354
ENSMUSG00000038015	MGI:97766
ENSMUSG00000054523	MGI:2670985
ENSMUSG00000027699	MGI:95281
ENSMUSG00000022501	MGI:97765
ENSMUSG00000093765	MGI:5313105
ENSMUSG00000116038	MGI:5826200
ENSMUSG00000071671	MGI:3642690
ENSMUSG00000096921	MGI:5477316
ENSMUSG00000113304	MGI:6098212
ENSMUSG00000037991	MGI:2685383
ENSMUSG00000082121	MGI:3643345
ENSMUSG00000084361	MGI:3646496
ENSMUSG00000081897	MGI:3705530
ENSMUSG00000099398	MGI:2686122
ENSMUSG00002076861	MGI:6845828
ENSMUSG00000093137	MGI:5455772
ENSMUSG00000083200	MGI:3706256
ENSMUSG00000113002	MGI:6098215
ENSMUSG00000091866	MGI:3645370
ENSMUSG00000032085	MGI:106012
ENSMUSG00000117309	MGI:6270684
ENSMUSG00000118807	MGI:5453509
ENSMUSG00000042050	MGI:2445085
ENSMUSG00000119616	MGI:3629961
ENSMUSG00000024672	MGI:1918846
ENSMUSG00000041718	MGI:1914824
ENSMUSG00000095369	MGI:5434023
ENSMUSG00000040009	MGI:95780
ENSMUSG00000036545	MGI:1347356
ENSMUSG00000022500	MGI:1929512
ENSMUSG00000114535	MGI:6096070
ENSMUSG00000021556	MGI:1917329
ENSMUSG00000027244	MGI:1196429
ENSMUSG00000112136	MGI:5623577
ENSMUSG00000111521	MGI:6098068
ENSMUSG00000020175	MGI:1924127
ENSMUSG00000022564	MGI:1913418
ENSMUSG00000037257	MGI:1914189
ENSMUSG00002075232	MGI:6846702
ENSMUSG00002075097	MGI:6846704
ENSMUSG00000115992	MGI:3642210
ENSMUSG00000115911	MGI:3782093
ENSMUSG00000116274	MGI:5010909
ENSMUSG00000037972	MGI:1276549
ENSMUSG00000119122	MGI:5453132
ENSMUSG00000116923	MGI:3648486
ENSMUSG00000005251	MGI:1919638
ENSMUSG00000032557	MGI:1913913
ENSMUSG00000079357	MGI:3779338
ENSMUSG00000098625	MGI:5531120
ENSMUSG00000115946	MGI:3642813
ENSMUSG00002075267	MGI:6845834
ENSMUSG00000113527	MGI:6097416
ENSMUSG00002076111	MGI:6847499
ENSMUSG00000021171	MGI:1261845
ENSMUSG00000049653	MGI:1921531
ENSMUSG00000084902	MGI:2685127
ENSMUSG00000014039	MGI:1930121
ENSMUSG00000087796	MGI:5455741
ENSMUSG00000114464	MGI:5010256
ENSMUSG00000045799	MGI:3710580
ENSMUSG00000029012	MGI:1347044
ENSMUSG00000114764	MGI:5012426
ENSMUSG00000097898	MGI:1922109
ENSMUSG00000037278	MGI:1916321
ENSMUSG00000093169	MGI:4834252
ENSMUSG00000071724	MGI:3709877
ENSMUSG00000021747	MGI:1926154
ENSMUSG00000083176	MGI:106813
ENSMUSG00000089184	MGI:5452724
ENSMUSG00000049902	MGI:1918150
ENSMUSG00002076575	MGI:6848185
ENSMUSG00000025025	MGI:97245
ENSMUSG00000044807	MGI:1353621
ENSMUSG00000104268	MGI:5610978
ENSMUSG00000032402	MGI:1201674
ENSMUSG00000114727	MGI:6096106
ENSMUSG00000022562	MGI:1922725
ENSMUSG00000050876	MGI:1919469
ENSMUSG00000054387	MGI:107934
ENSMUSG00000017376	MGI:1201387
ENSMUSG00000118541	MGI:96083
ENSMUSG00000091311	MGI:3646080
ENSMUSG00000089370	MGI:5451917
ENSMUSG00000079070	MGI:3782158
ENSMUSG00000009681	MGI:88141
ENSMUSG00000110214	MGI:5791423
ENSMUSG00000083557	MGI:3644703
ENSMUSG00000043986	MGI:3045260
ENSMUSG00000114533	MGI:3648867
ENSMUSG00000036510	MGI:107434
ENSMUSG00000021749	MGI:1201784
ENSMUSG00000114903	MGI:5826056
ENSMUSG00000028553	MGI:1353627
ENSMUSG00000097502	MGI:1922473
ENSMUSG00000111137	MGI:3780721
ENSMUSG00000110768	MGI:5010726
ENSMUSG00000051054	MGI:1921474
ENSMUSG00000090150	MGI:2143169
ENSMUSG00000114532	MGI:1925643
ENSMUSG00000030760	MGI:1913440
ENSMUSG00000044792	MGI:1916296
ENSMUSG00000080180	MGI:4938062
ENSMUSG00000021750	MGI:3041256
ENSMUSG00000119906	MGI:5452664
ENSMUSG00000082110	MGI:3649463
ENSMUSG00000085115	MGI:3649684
ENSMUSG00000044296	MGI:3053099
ENSMUSG00000044017	MGI:3041203
ENSMUSG00000081733	MGI:3651942
ENSMUSG00000083698	MGI:3650435
ENSMUSG00000028549	MGI:1914983
ENSMUSG00000080922	MGI:3780384
ENSMUSG00000084944	MGI:3705272
ENSMUSG00000049489	MGI:1916359
ENSMUSG00000114763	MGI:6121558
ENSMUSG00000031351	MGI:108095
ENSMUSG00000089875	MGI:1261417
ENSMUSG00000021751	MGI:1934852
ENSMUSG00002075383	MGI:6848191
ENSMUSG00000088748	MGI:5452996
ENSMUSG00000072640	MGI:1913524
ENSMUSG00000116863	MGI:6214997
ENSMUSG00000045975	MGI:1891883
ENSMUSG00000035248	MGI:2387179
ENSMUSG00000000617	MGI:1351343
ENSMUSG00000085142	MGI:3650874
ENSMUSG00000035305	MGI:1347520
ENSMUSG00000027243	MGI:2443194
ENSMUSG00000112980	MGI:2442237
ENSMUSG00000033444	MGI:1921642
ENSMUSG00000121588	
ENSMUSG00000044912	MGI:2673872
ENSMUSG00000108489	MGI:5753601
ENSMUSG00000030664	MGI:1915719
ENSMUSG00000025584	MGI:1277116
ENSMUSG00000079355	MGI:2181676
ENSMUSG00000086385	MGI:3650875
ENSMUSG00000080967	MGI:3650672
ENSMUSG00000069733	MGI:3588216
ENSMUSG00000086226	MGI:3650844
ENSMUSG00000082457	MGI:3650154
ENSMUSG00000017309	MGI:1289168
ENSMUSG00000111039	MGI:6095673
ENSMUSG00000111218	MGI:6095671
ENSMUSG00000105138	MGI:5562746
ENSMUSG00000046962	MGI:1927240
ENSMUSG00000027639	MGI:1927468
ENSMUSG00000032480	MGI:1920081
ENSMUSG00000100192	MGI:5580293
ENSMUSG00000029878	MGI:2679513
ENSMUSG00000113031	MGI:5593711
ENSMUSG00002076174	MGI:6847992
ENSMUSG00002076574	MGI:6846767
ENSMUSG00000012535	MGI:1196412
ENSMUSG00000092286	MGI:5141913
ENSMUSG00000020661	MGI:1261827
ENSMUSG00000021752	MGI:1918643
ENSMUSG00000118369	MGI:5589700
ENSMUSG00000085871	MGI:3651101
ENSMUSG00000025024	MGI:1923729
ENSMUSG00000081553	MGI:3651098
ENSMUSG00000082601	MGI:3651090
ENSMUSG00000034259	MGI:1923576
ENSMUSG00000028637	MGI:1920582
ENSMUSG00000021748	MGI:1915513
ENSMUSG00000089357	MGI:4358923
ENSMUSG00000050424	MGI:2180566
ENSMUSG00000097874	MGI:1924562
ENSMUSG00000109775	MGI:5791133
ENSMUSG00000119307	MGI:5454470
ENSMUSG00000080717	MGI:3643396
ENSMUSG00000086842	MGI:3783123
ENSMUSG00000109025	MGI:3647823
ENSMUSG00000022561	MGI:1202392
ENSMUSG00000046287	MGI:2180565
ENSMUSG00000090116	MGI:3783122
ENSMUSG00000052479	MGI:2443215
ENSMUSG00000079845	MGI:3574098
ENSMUSG00000116673	MGI:2444323
ENSMUSG00000083586	MGI:3646820
ENSMUSG00000109939	MGI:5011417
ENSMUSG00000071041	MGI:3705743
ENSMUSG00000033885	MGI:1289230
ENSMUSG00000081383	MGI:3648738
ENSMUSG00000110220	MGI:5791132
ENSMUSG00000022773	MGI:1913303
ENSMUSG00000110014	MGI:3646323
ENSMUSG00000117768	MGI:1924742
ENSMUSG00000109769	MGI:5622117
ENSMUSG00000120446	MGI:7337190
ENSMUSG00000087985	MGI:5452000
ENSMUSG00000118168	MGI:5595578
ENSMUSG00002076868	MGI:6848159
ENSMUSG00000110069	MGI:5791258
ENSMUSG00000031673	MGI:99217
ENSMUSG00000024899	MGI:1330223
ENSMUSG00000049580	MGI:2443855
ENSMUSG00000057836	MGI:109506
ENSMUSG00000042010	MGI:2140940
ENSMUSG00000114835	MGI:6097578
ENSMUSG00000114354	MGI:5594120
ENSMUSG00000114669	MGI:6097865
ENSMUSG00000114490	MGI:5012051
ENSMUSG00000110084	MGI:5791093
ENSMUSG00000109997	MGI:1924691
ENSMUSG00000114308	MGI:6097873
ENSMUSG00000031583	MGI:109635
ENSMUSG00000114795	MGI:6097881
ENSMUSG00000114734	MGI:6097883
ENSMUSG00000100228	MGI:5579963
ENSMUSG00000112116	MGI:5825871
ENSMUSG00000095909	MGI:3642406
ENSMUSG00000020178	MGI:99402
ENSMUSG00000016200	MGI:2444490
ENSMUSG00000113107	MGI:3781516
ENSMUSG00000113495	MGI:5011977
ENSMUSG00000094942	MGI:3781781
ENSMUSG00000108346	MGI:5753556
ENSMUSG00000083774	MGI:3648560
ENSMUSG00000030663	MGI:1929274
ENSMUSG00002075395	MGI:6847596
ENSMUSG00000089002	MGI:5453632
ENSMUSG00000113151	MGI:6098319
ENSMUSG00000113865	MGI:5012188
ENSMUSG00000113812	MGI:6098334
ENSMUSG00000033416	MGI:1916028
ENSMUSG00000113841	MGI:6098338
ENSMUSG00000113450	MGI:1918758
ENSMUSG00000055228	MGI:6121568
ENSMUSG00002075182	MGI:6847598
ENSMUSG00000074865	MGI:1924367
ENSMUSG00000013662	MGI:1915229
ENSMUSG00000113428	MGI:3645656
ENSMUSG00000119589	MGI:5453872
ENSMUSG00002076935	MGI:6847600
ENSMUSG00000072066	MGI:2443901
ENSMUSG00000063875	MGI:3809093
ENSMUSG00000022551	MGI:1913695
ENSMUSG00000092255	MGI:5141920
ENSMUSG00000055497	MGI:3708610
ENSMUSG00002075814	MGI:6847602
ENSMUSG00000114172	MGI:5595457
ENSMUSG00000067771	MGI:3710618
ENSMUSG00000048728	MGI:2679253
ENSMUSG00000113473	MGI:3779655
ENSMUSG00000061787	MGI:1309526
ENSMUSG00000022771	MGI:2447857
ENSMUSG00000074863	MGI:3645613
ENSMUSG00000071745	MGI:99870
ENSMUSG00002076180	MGI:6848384
ENSMUSG00000103640	MGI:5590565
ENSMUSG00000113601	MGI:6098399
ENSMUSG00000102442	MGI:5610331
ENSMUSG00000113078	MGI:6098397
ENSMUSG00000072479	MGI:3574109
ENSMUSG00000026301	MGI:1922168
ENSMUSG00000119111	MGI:3629909
ENSMUSG00000098905	MGI:3612873
ENSMUSG00000087621	MGI:1916600
ENSMUSG00000004344	MGI:104886
ENSMUSG00000091900	MGI:3782538
ENSMUSG00000074003	MGI:106030
ENSMUSG00000049321	MGI:99167
ENSMUSG00000106904	MGI:5663166
ENSMUSG00000001763	MGI:1919012
ENSMUSG00000022552	MGI:1913331
ENSMUSG00000084414	MGI:3649599
ENSMUSG00000004341	MGI:1922762
ENSMUSG00000045508	MGI:3031201
ENSMUSG00000118616	MGI:6388912
ENSMUSG00000036721	MGI:1099444
ENSMUSG00000033427	MGI:2143535
ENSMUSG00000087742	MGI:5454929
ENSMUSG00000108764	MGI:3781104
ENSMUSG00000056025	MGI:1316732
ENSMUSG00000079566	MGI:1922101
ENSMUSG00000108508	MGI:5753554
ENSMUSG00000090958	MGI:93882
ENSMUSG00000073125	MGI:109505
ENSMUSG00000081191	MGI:3652214
ENSMUSG00000065803	MGI:5452817
ENSMUSG00000100850	MGI:1921223
ENSMUSG00000055446	MGI:2442837
ENSMUSG00000021327	MGI:1919989
ENSMUSG00000044337	MGI:109562
ENSMUSG00000078808	MGI:3033473
ENSMUSG00000060419	MGI:3704259
ENSMUSG00000017314	MGI:1858257
ENSMUSG00000104087	MGI:5611505
ENSMUSG00000109577	MGI:5753119
ENSMUSG00000117744	MGI:3033479
ENSMUSG00000026014	MGI:1924550
ENSMUSG00000104681	MGI:5663138
ENSMUSG00000084243	MGI:3649548
ENSMUSG00000105156	MGI:3643991
ENSMUSG00000025586	MGI:108442
ENSMUSG00000081855	MGI:3704246
ENSMUSG00000092704	MGI:5454289
ENSMUSG00000106181	MGI:3779932
ENSMUSG00000104913	MGI:3646204
ENSMUSG00000001761	MGI:108075
ENSMUSG00000105076	MGI:3612704
ENSMUSG00002076602	MGI:6848201
ENSMUSG00000042002	MGI:2151057
ENSMUSG00000067768	MGI:1350975
ENSMUSG00002074988	MGI:6848661
ENSMUSG00000112764	MGI:6097527
ENSMUSG00000111955	MGI:6097516
ENSMUSG00000020180	MGI:1914582
ENSMUSG00002074971	MGI:6848161
ENSMUSG00000110269	MGI:5791094
ENSMUSG00000063696	MGI:3644565
ENSMUSG00000109848	MGI:5791227
ENSMUSG00000109701	MGI:5591690
ENSMUSG00000110340	MGI:1917044
ENSMUSG00000109699	MGI:5791113
ENSMUSG00000110336	MGI:1918308
ENSMUSG00000022553	MGI:1916127
ENSMUSG00000046807	MGI:2143657
ENSMUSG00000106424	MGI:5594025
ENSMUSG00000049184	MGI:1922279
ENSMUSG00000104841	MGI:5009819
ENSMUSG00000027954	MGI:103236
ENSMUSG00000110019	MGI:3644122
ENSMUSG00000109750	MGI:104764
ENSMUSG00000110053	MGI:5588841
ENSMUSG00000106379	MGI:1925076
ENSMUSG00000009628	MGI:1934816
ENSMUSG00000006345	MGI:95706
ENSMUSG00000094832	MGI:5434010
ENSMUSG00000101951	MGI:5579427
ENSMUSG00000098790	MGI:5530669
ENSMUSG00000118467	MGI:6324754
ENSMUSG00000105543	MGI:5663306
ENSMUSG00000101028	MGI:5579429
ENSMUSG00000060879	MGI:3647928
ENSMUSG00000055313	MGI:2441675
ENSMUSG00000081562	MGI:3649592
ENSMUSG00000104866	MGI:5663085
ENSMUSG00000084400	MGI:3649593
ENSMUSG00002075783	MGI:6848390
ENSMUSG00000026447	MGI:2685045
ENSMUSG00000026784	MGI:1889278
ENSMUSG00002076077	MGI:6848203
ENSMUSG00000105254	MGI:5663088
ENSMUSG00000105091	MGI:5663859
ENSMUSG00000070702	MGI:88540
ENSMUSG00000120470	MGI:7337196
ENSMUSG00000093093	MGI:5452419
ENSMUSG00000119982	MGI:7337182
ENSMUSG00000120203	MGI:7337200
ENSMUSG00000027698	MGI:2443191
ENSMUSG00002074891	MGI:6845760
ENSMUSG00000117664	MGI:5596019
ENSMUSG00000020335	MGI:1351476
ENSMUSG00000031871	MGI:105057
ENSMUSG00000013663	MGI:109583
ENSMUSG00000072983	MGI:1918374
ENSMUSG00000085788	MGI:1922171
ENSMUSG00000022228	MGI:3531417
ENSMUSG00000081747	MGI:3783074
ENSMUSG00000109401	MGI:1922988
ENSMUSG00000020826	MGI:97361
ENSMUSG00000066820	MGI:3645468
ENSMUSG00000084590	MGI:3811418
ENSMUSG00000079941	MGI:3649411
ENSMUSG00000102186	MGI:5610419
ENSMUSG00000060404	MGI:3031203
ENSMUSG00000105806	MGI:5663482
ENSMUSG00000028039	MGI:106644
ENSMUSG00000081564	MGI:3650430
ENSMUSG00000107638	MGI:5589683
ENSMUSG00000109909	MGI:5791499
ENSMUSG00000071522	MGI:3030097
ENSMUSG00000009630	MGI:1321161
ENSMUSG00000107613	MGI:5690319
ENSMUSG00000107462	MGI:3643739
ENSMUSG00000121574	
ENSMUSG00000045474	MGI:3031202
ENSMUSG00000121573	
ENSMUSG00000100707	MGI:5579229
ENSMUSG00000071653	MGI:1913526
ENSMUSG00000041741	MGI:1860764
ENSMUSG00000113104	MGI:6096988
ENSMUSG00000052906	MGI:1337129
ENSMUSG00000021326	MGI:97904
ENSMUSG00000086389	MGI:3802094
ENSMUSG00000118298	MGI:3645244
ENSMUSG00000028262	MGI:1931471
ENSMUSG00000092336	MGI:3852380
ENSMUSG00000117863	MGI:3779692
ENSMUSG00000116645	MGI:6214984
ENSMUSG00000092579	MGI:3033471
ENSMUSG00000049916	MGI:1917708
ENSMUSG00000109179	MGI:5594498
ENSMUSG00000109540	MGI:5753397
ENSMUSG00000082160	MGI:3650505
ENSMUSG00000103215	MGI:5613624
ENSMUSG00000058631	MGI:3033470
ENSMUSG00000101997	MGI:5579428
ENSMUSG00000031872	MGI:1929597
ENSMUSG00000022554	MGI:1930628
ENSMUSG00002075076	MGI:6848394
ENSMUSG00000103292	MGI:5594207
ENSMUSG00000084151	MGI:3650975
ENSMUSG00000023156	MGI:1914303
ENSMUSG00000109012	MGI:5753396
ENSMUSG00000101188	MGI:1195958
ENSMUSG00000102425	MGI:5477110
ENSMUSG00000118388	MGI:3033480
ENSMUSG00000046062	MGI:2444211
ENSMUSG00000092393	MGI:5141864
ENSMUSG00000078317	MGI:95474
ENSMUSG00000092580	MGI:3852386
ENSMUSG00000092271	MGI:3781637
ENSMUSG00000066850	MGI:3033475
ENSMUSG00000110156	MGI:5624952
ENSMUSG00002076724	MGI:6848818
ENSMUSG00000081861	MGI:3652321
ENSMUSG00000119968	MGI:1925963
ENSMUSG00000060794	MGI:1920792
ENSMUSG00000031362	MGI:3574099
ENSMUSG00000064231	MGI:3645266
ENSMUSG00000120982	MGI:7337254
ENSMUSG00000107456	MGI:3708745
ENSMUSG00000027641	MGI:103300
ENSMUSG00000117666	MGI:2685396
ENSMUSG00000025277	MGI:1913332
ENSMUSG00000108169	MGI:5690350
ENSMUSG00000109197	MGI:1918275
ENSMUSG00000026012	MGI:88327
ENSMUSG00000057230	MGI:1098687
ENSMUSG00000109283	MGI:5753309
ENSMUSG00000105900	MGI:5663377
ENSMUSG00000045045	MGI:2385612
ENSMUSG00000034690	MGI:1890518
ENSMUSG00000028040	MGI:106643
ENSMUSG00000062705	MGI:2151721
ENSMUSG00000024889	MGI:1336895
ENSMUSG00000099260	MGI:5531152
ENSMUSG00000083836	MGI:96761
ENSMUSG00000051225	MGI:2447773
ENSMUSG00000118403	MGI:6324757
ENSMUSG00000028636	MGI:1915237
ENSMUSG00000097004	MGI:3704222
ENSMUSG00000039304	MGI:107414
ENSMUSG00000086795	MGI:3650510
ENSMUSG00000104069	MGI:5610426
ENSMUSG00000083118	MGI:3694969
ENSMUSG00000083355	MGI:3652083
ENSMUSG00000102549	MGI:5611365
ENSMUSG00000026585	MGI:107566
ENSMUSG00000065572	MGI:3618716
ENSMUSG00000076288	MGI:3691602
ENSMUSG00000101892	MGI:1923008
ENSMUSG00000022769	MGI:2149842
ENSMUSG00000070806	MGI:2140259
ENSMUSG00002075540	MGI:6847557
ENSMUSG00000044258	MGI:88554
ENSMUSG00000116694	MGI:3644482
ENSMUSG00000022768	MGI:1924122
ENSMUSG00000031584	MGI:95804
ENSMUSG00000025279	MGI:1314633
ENSMUSG00000058147	MGI:3047103
ENSMUSG00000022362	MGI:5580100
ENSMUSG00000037033	MGI:2181989
ENSMUSG00000048899	MGI:3040686
ENSMUSG00000064597	MGI:5452076
ENSMUSG00000022361	MGI:109271
ENSMUSG00000033834	MGI:98795
ENSMUSG00000080952	MGI:3646912
ENSMUSG00000072249	MGI:3642941
ENSMUSG00000041774	MGI:1916351
ENSMUSG00000081959	MGI:3648372
ENSMUSG00000083123	MGI:3648159
ENSMUSG00000045797	MGI:1923025
ENSMUSG00000087021	MGI:3643671
ENSMUSG00000118157	MGI:3642122
ENSMUSG00000109649	MGI:5791357
ENSMUSG00000047344	MGI:2443335
ENSMUSG00000025278	MGI:2446089
ENSMUSG00000118081	MGI:6302886
ENSMUSG00000118390	MGI:6302832
ENSMUSG00000089950	MGI:3801727
ENSMUSG00000082009	MGI:3652229
ENSMUSG00000082814	MGI:3652227
ENSMUSG00000051136	MGI:2441906
ENSMUSG00000080773	MGI:3652228
ENSMUSG00000017316	MGI:97753
ENSMUSG00000084379	MGI:3649304
ENSMUSG00000024037	MGI:1889002
ENSMUSG00000119323	MGI:97991
ENSMUSG00000087385	MGI:3035485
ENSMUSG00000074195	MGI:2139790
ENSMUSG00000035401	MGI:1924203
ENSMUSG00000079694	MGI:3705234
ENSMUSG00000015342	MGI:103569
ENSMUSG00000022360	MGI:1917722
ENSMUSG00000028532	MGI:2444177
ENSMUSG00000044542	MGI:109330
ENSMUSG00000114502	MGI:5623860
ENSMUSG00000114663	MGI:5623861
ENSMUSG00000100200	MGI:1923633
ENSMUSG00000055298	MGI:1349426
ENSMUSG00000065155	MGI:5455258
ENSMUSG00000083670	MGI:3648590
ENSMUSG00000083608	MGI:3705489
ENSMUSG00000100448	MGI:3710586
ENSMUSG00000098346	MGI:5531091
ENSMUSG00000071691	MGI:2685806
ENSMUSG00000027827	MGI:109155
ENSMUSG00000106269	MGI:1923106
ENSMUSG00000083542	MGI:3031213
ENSMUSG00000104765	MGI:5663195
ENSMUSG00000015340	MGI:88574
ENSMUSG00000105042	MGI:5662646
ENSMUSG00000050343	MGI:3031212
ENSMUSG00000066952	MGI:1914674
ENSMUSG00000082074	MGI:3650842
ENSMUSG00000061952	MGI:3031211
ENSMUSG00000083825	MGI:3031210
ENSMUSG00000119577	MGI:5454504
ENSMUSG00000049476	MGI:1925886
ENSMUSG00000017311	MGI:99924
ENSMUSG00000073242	MGI:3641689
ENSMUSG00000117746	MGI:6303266
ENSMUSG00000025812	MGI:2135608
ENSMUSG00000096370	MGI:5439461
ENSMUSG00000112271	MGI:3648064
ENSMUSG00000020660	MGI:97742
ENSMUSG00000038965	MGI:109240
ENSMUSG00000006456	MGI:1929092
ENSMUSG00000021439	MGI:2137385
ENSMUSG00000084200	MGI:3651394
ENSMUSG00000060918	MGI:1333747
ENSMUSG00000082045	MGI:3651395
ENSMUSG00000059397	MGI:1333750
ENSMUSG00000084113	MGI:3650350
ENSMUSG00000049460	MGI:3648154
ENSMUSG00000097169	MGI:5477155
ENSMUSG00000084775	MGI:4439665
ENSMUSG00000095913	MGI:5434008
ENSMUSG00000057890	MGI:3031209
ENSMUSG00000114236	MGI:6097100
ENSMUSG00000079364	MGI:3781735
ENSMUSG00000048217	MGI:2387600
ENSMUSG00000034108	MGI:1333783
ENSMUSG00000020658	MGI:2444851
ENSMUSG00000114643	MGI:5010249
ENSMUSG00000055679	MGI:1861723
ENSMUSG00000096579	MGI:4937948
ENSMUSG00000090585	MGI:1918289
ENSMUSG00000089205	MGI:5454354
ENSMUSG00000088839	MGI:5530892
ENSMUSG00000081806	MGI:3705592
ENSMUSG00000081943	MGI:3644457
ENSMUSG00000027104	MGI:109349
ENSMUSG00000091325	MGI:3781934
ENSMUSG00000090618	MGI:3646778
ENSMUSG00000031297	MGI:1100521
ENSMUSG00000071591	MGI:1921965
ENSMUSG00000072726	MGI:3646487
ENSMUSG00000034432	MGI:1915363
ENSMUSG00000029772	MGI:1921590
ENSMUSG00000094242	MGI:3643775
ENSMUSG00000072731	MGI:4361006
ENSMUSG00000119426	MGI:5451906
ENSMUSG00000071636	MGI:2685449
ENSMUSG00000095015	MGI:3646563
ENSMUSG00000087339	MGI:3652099
ENSMUSG00000050240	MGI:1929869
ENSMUSG00000021441	MGI:1889619
ENSMUSG00000096869	MGI:3646103
ENSMUSG00000020364	MGI:103172
ENSMUSG00000092167	MGI:3781872
ENSMUSG00000118049	MGI:6302834
ENSMUSG00000114657	MGI:6096916
ENSMUSG00000024038	MGI:1890894
ENSMUSG00000093985	MGI:3711272
ENSMUSG00000116743	MGI:6214966
ENSMUSG00000057446	MGI:1860275
ENSMUSG00000055692	MGI:107238
ENSMUSG00000114611	MGI:6096893
ENSMUSG00000022359	MGI:1924023
ENSMUSG00000072982	MGI:3588229
ENSMUSG00000114950	MGI:6096891
ENSMUSG00000097901	MGI:5477174
ENSMUSG00000020921	MGI:1923797
ENSMUSG00000096927	MGI:3781642
ENSMUSG00000094590	MGI:3781805
ENSMUSG00000097447	MGI:5477124
ENSMUSG00000056128	MGI:3643217
ENSMUSG00000026011	MGI:88556
ENSMUSG00000080918	MGI:3650184
ENSMUSG00000091776	MGI:3647183
ENSMUSG00000104159	MGI:5611327
ENSMUSG00000079396	MGI:3781589
ENSMUSG00000083156	MGI:3650183
ENSMUSG00000083312	MGI:3031208
ENSMUSG00000117818	MGI:6302837
ENSMUSG00000118071	MGI:6324718
ENSMUSG00000081296	MGI:3650182
ENSMUSG00000061469	MGI:3650740
ENSMUSG00000114473	MGI:6121633
ENSMUSG00000117858	MGI:6302843
ENSMUSG00000006705	MGI:1201409
ENSMUSG00000067872	MGI:3026882
ENSMUSG00000096507	MGI:5433936
ENSMUSG00000121401	
ENSMUSG00002075921	MGI:6848155
ENSMUSG00000094460	MGI:5434915
ENSMUSG00000020922	MGI:1919592
ENSMUSG00000083282	MGI:1861434
ENSMUSG00000032560	MGI:2676368
ENSMUSG00000091752	MGI:3781387
ENSMUSG00000097199	MGI:5504106
ENSMUSG00000079371	MGI:3781652
ENSMUSG00000114867	MGI:2151708
ENSMUSG00000090120	MGI:2442748
ENSMUSG00000068547	MGI:2139744
ENSMUSG00000089504	MGI:5453252
ENSMUSG00000080461	MGI:5452265
ENSMUSG00000091290	MGI:3781453
ENSMUSG00000114495	MGI:3645615
ENSMUSG00000022358	MGI:1914981
ENSMUSG00000094737	MGI:4937872
ENSMUSG00000093892	MGI:3781439
ENSMUSG00000081382	MGI:98018
ENSMUSG00000090643	MGI:3781629
ENSMUSG00000080800	MGI:3652084
ENSMUSG00000045815	MGI:1920839
ENSMUSG00000045174	MGI:3026939
