Gene stable ID	MGI ID
ENSMUSG00000084985	MGI:3802138
ENSMUSG00000091620	MGI:3646826
ENSMUSG00000047129	MGI:1923890
ENSMUSG00000006715	MGI:1927344
ENSMUSG00000088716	MGI:5452501
ENSMUSG00000019789	MGI:1341884
ENSMUSG00000033542	MGI:1858952
ENSMUSG00000046186	MGI:2445221
ENSMUSG00000110918	MGI:6098604
ENSMUSG00000119396	MGI:5453945
ENSMUSG00000112213	MGI:1922532
ENSMUSG00000083450	MGI:3705487
ENSMUSG00000105993	MGI:3780650
ENSMUSG00000005696	MGI:1328352
ENSMUSG00000111778	MGI:5589835
ENSMUSG00000118948	MGI:5453567
ENSMUSG00000111396	MGI:3647839
ENSMUSG00000103862	MGI:3641850
ENSMUSG00000119409	MGI:5452968
ENSMUSG00000020052	MGI:96919
ENSMUSG00000112460	MGI:6097476
ENSMUSG00000000295	MGI:1916942
ENSMUSG00000099141	MGI:5530863
ENSMUSG00000032649	MGI:2138232
ENSMUSG00000119130	MGI:5453090
ENSMUSG00000092193	MGI:3645134
ENSMUSG00002076102	MGI:6846329
ENSMUSG00000119823	MGI:5455248
ENSMUSG00000092538	MGI:3757982
ENSMUSG00000104618	MGI:3837345
ENSMUSG00000104453	MGI:5611057
ENSMUSG00000119047	MGI:5452553
ENSMUSG00000092451	MGI:3757983
ENSMUSG00000119689	MGI:5453223
ENSMUSG00000119347	MGI:5454987
ENSMUSG00000107861	MGI:5690645
ENSMUSG00000118981	MGI:5451905
ENSMUSG00000119055	MGI:5452628
ENSMUSG00000119504	MGI:5454851
ENSMUSG00000072780	MGI:3647530
ENSMUSG00000019132	MGI:2441726
ENSMUSG00000107289	MGI:5663163
ENSMUSG00000118730	MGI:5454934
ENSMUSG00000087880	MGI:5453382
ENSMUSG00000119553	MGI:5452408
ENSMUSG00000106854	MGI:5662987
ENSMUSG00000118916	MGI:5455251
ENSMUSG00000107117	MGI:5663979
ENSMUSG00000038663	MGI:2444310
ENSMUSG00000092354	MGI:5142013
ENSMUSG00002075988	MGI:6846015
ENSMUSG00000111664	MGI:6098607
ENSMUSG00000020069	MGI:1926462
ENSMUSG00000084047	MGI:3705580
ENSMUSG00000088472	MGI:5452856
ENSMUSG00000106451	MGI:5663071
ENSMUSG00000094672	MGI:3644645
ENSMUSG00000105761	MGI:5663924
ENSMUSG00000105088	MGI:5010163
ENSMUSG00000083920	MGI:3705432
ENSMUSG00000085581	MGI:3650114
ENSMUSG00000037653	MGI:2443804
ENSMUSG00000081456	MGI:3643104
ENSMUSG00000083024	MGI:3705341
ENSMUSG00000041544	MGI:2444403
ENSMUSG00000101849	MGI:5579092
ENSMUSG00000057945	MGI:4937963
ENSMUSG00000119234	MGI:5452718
ENSMUSG00000106189	MGI:5663070
ENSMUSG00000101506	MGI:5579091
ENSMUSG00000118879	MGI:5456023
ENSMUSG00000108676	MGI:1923978
ENSMUSG00000065215	MGI:5456040
ENSMUSG00000107208	MGI:2140783
ENSMUSG00000102052	MGI:5579093
ENSMUSG00000107234	MGI:5663508
ENSMUSG00000119095	MGI:5451824
ENSMUSG00000108309	MGI:5753279
ENSMUSG00000106295	MGI:5663069
ENSMUSG00000107363	MGI:5663510
ENSMUSG00000034532	MGI:1354706
ENSMUSG00000106673	MGI:5663511
ENSMUSG00000106586	MGI:1922755
ENSMUSG00000118761	MGI:5455374
ENSMUSG00000026047	MGI:1919300
ENSMUSG00000108240	MGI:3645578
ENSMUSG00000090383	MGI:3647877
ENSMUSG00000025261	MGI:1926884
ENSMUSG00000106753	MGI:5663367
ENSMUSG00000029736	MGI:108011
ENSMUSG00000107312	MGI:5663366
ENSMUSG00000107148	MGI:5663025
ENSMUSG00002076624	MGI:6846134
ENSMUSG00000119086	MGI:5453709
ENSMUSG00000064811	MGI:5452135
ENSMUSG00000043484	MGI:3644922
ENSMUSG00000006717	MGI:1914084
ENSMUSG00000106986	MGI:5663024
ENSMUSG00000029158	MGI:1922831
ENSMUSG00000095349	MGI:5455874
ENSMUSG00000119091	MGI:5452035
ENSMUSG00000092328	MGI:1351346
ENSMUSG00000114590	MGI:5439408
ENSMUSG00000119173	MGI:5455978
ENSMUSG00000119841	MGI:5453396
ENSMUSG00000119157	MGI:5452589
ENSMUSG00000100733	MGI:3512682
ENSMUSG00000119197	MGI:5456210
ENSMUSG00000118984	MGI:5453134
ENSMUSG00000119219	MGI:5455392
ENSMUSG00000119170	MGI:5451887
ENSMUSG00000050957	MGI:1351595
ENSMUSG00000042978	MGI:2135937
ENSMUSG00000035958	MGI:1860486
ENSMUSG00000107291	MGI:1920391
ENSMUSG00000039097	MGI:97931
ENSMUSG00000108198	MGI:5753399
ENSMUSG00000088999	MGI:5452540
ENSMUSG00000057315	MGI:1922647
ENSMUSG00002075823	MGI:6845400
ENSMUSG00000022432	MGI:2154049
ENSMUSG00000030083	MGI:1933148
ENSMUSG00000032035	MGI:95455
ENSMUSG00000119254	MGI:5453501
ENSMUSG00000114209	MGI:6097935
ENSMUSG00000066180	MGI:3642914
ENSMUSG00000119367	MGI:5451965
ENSMUSG00000117834	MGI:6303359
ENSMUSG00000114357	MGI:6097961
ENSMUSG00000092032	MGI:3643747
ENSMUSG00000040901	MGI:2685627
ENSMUSG00000034522	MGI:2682318
ENSMUSG00000101630	MGI:5579967
ENSMUSG00000020051	MGI:97473
ENSMUSG00000016495	MGI:1915009
ENSMUSG00000118696	MGI:5453326
ENSMUSG00000114295	MGI:3780702
ENSMUSG00000103437	MGI:5610222
ENSMUSG00000114652	MGI:5623928
ENSMUSG00000114400	MGI:6096539
ENSMUSG00000074272	MGI:1347245
ENSMUSG00000025555	MGI:2446173
ENSMUSG00000114700	MGI:5011195
ENSMUSG00000099774	MGI:5580047
ENSMUSG00000017756	MGI:1342283
ENSMUSG00000087027	MGI:3651440
ENSMUSG00000086326	MGI:3650195
ENSMUSG00000028622	MGI:1926268
ENSMUSG00000078289	MGI:3779135
ENSMUSG00000022431	MGI:1914997
ENSMUSG00000112536	MGI:6097580
ENSMUSG00000058934	MGI:3841250
ENSMUSG00000020072	MGI:1914557
ENSMUSG00000080878	MGI:3783063
ENSMUSG00000025094	MGI:106677
ENSMUSG00000091476	MGI:5589632
ENSMUSG00000085133	MGI:2443701
ENSMUSG00000089027	MGI:5454790
ENSMUSG00000105207	MGI:5663064
ENSMUSG00000045731	MGI:105308
ENSMUSG00000105243	MGI:5663581
ENSMUSG00000104749	MGI:5663063
ENSMUSG00000047719	MGI:1918957
ENSMUSG00000105135	MGI:5663804
ENSMUSG00000027809	MGI:106100
ENSMUSG00000022377	MGI:1342335
ENSMUSG00000064648	MGI:5453080
ENSMUSG00000087030	MGI:3801780
ENSMUSG00000028621	MGI:1919657
ENSMUSG00000063410	MGI:2385007
ENSMUSG00000000296	MGI:1298386
ENSMUSG00000016496	MGI:1926446
ENSMUSG00000096630	MGI:2678394
ENSMUSG00000117964	MGI:5595202
ENSMUSG00000089307	MGI:5454620
ENSMUSG00000095544	MGI:3761515
ENSMUSG00000074746	MGI:2677270
ENSMUSG00000088241	MGI:5452693
ENSMUSG00000088443	MGI:5453331
ENSMUSG00000115666	MGI:6118402
ENSMUSG00000091147	MGI:1918133
ENSMUSG00000115123	MGI:5592458
ENSMUSG00000029735	MGI:1352500
ENSMUSG00000098843	MGI:5521083
ENSMUSG00000025557	MGI:1861376
ENSMUSG00000111139	MGI:6096480
ENSMUSG00000018001	MGI:1335107
ENSMUSG00000099148	MGI:3781509
ENSMUSG00000102467	MGI:5610395
ENSMUSG00000110809	MGI:5825775
ENSMUSG00000067038	MGI:3704503
ENSMUSG00000059422	MGI:3648797
ENSMUSG00000099025	MGI:5521005
ENSMUSG00000118276	MGI:6303374
ENSMUSG00000110210	MGI:5592915
ENSMUSG00000104097	MGI:5610541
ENSMUSG00000043969	MGI:95388
ENSMUSG00000111081	MGI:6096481
ENSMUSG00000119789	MGI:5455089
ENSMUSG00000102493	MGI:3648648
ENSMUSG00000102184	MGI:5610420
ENSMUSG00000111309	MGI:5011048
ENSMUSG00000111363	MGI:5594183
ENSMUSG00000102370	MGI:5611201
ENSMUSG00000098519	MGI:5521009
ENSMUSG00000027811	MGI:1923189
ENSMUSG00000004872	MGI:97487
ENSMUSG00000110923	MGI:6096482
ENSMUSG00000111645	MGI:5591330
ENSMUSG00000111638	MGI:6096485
ENSMUSG00000100119	MGI:1919897
ENSMUSG00000102712	MGI:5610986
ENSMUSG00000102020	MGI:5579326
ENSMUSG00000027679	MGI:1914963
ENSMUSG00000111467	MGI:6096935
ENSMUSG00000118118	MGI:5010346
ENSMUSG00000111878	MGI:6096938
ENSMUSG00000111670	MGI:6096484
ENSMUSG00000016498	MGI:1930125
ENSMUSG00000111276	MGI:6096940
ENSMUSG00000110856	MGI:5906141
ENSMUSG00000111492	MGI:3779513
ENSMUSG00000079884	MGI:5434895
ENSMUSG00000111336	MGI:3643617
ENSMUSG00000111265	MGI:6096950
ENSMUSG00000017417	MGI:1919574
ENSMUSG00000111633	MGI:5622262
ENSMUSG00000110771	MGI:6096952
ENSMUSG00000077505	MGI:5454010
ENSMUSG00000111560	MGI:5594421
ENSMUSG00000035329	MGI:1917861
ENSMUSG00000088905	MGI:5455216
ENSMUSG00000099256	MGI:5521008
ENSMUSG00000023931	MGI:3045296
ENSMUSG00000111765	MGI:3641740
ENSMUSG00000111207	MGI:3648562
ENSMUSG00000098358	MGI:5521007
ENSMUSG00000098758	MGI:1924369
ENSMUSG00000098909	MGI:5521004
ENSMUSG00000110925	MGI:6097071
ENSMUSG00000111256	MGI:6097440
ENSMUSG00000110960	MGI:1335090
ENSMUSG00000084325	MGI:3782999
ENSMUSG00000110758	MGI:6097436
ENSMUSG00000107709	MGI:2442776
ENSMUSG00000047636	MGI:3045328
ENSMUSG00000110976	MGI:6097438
ENSMUSG00000118031	MGI:5012141
ENSMUSG00002075460	MGI:6845537
ENSMUSG00000107465	MGI:3648301
ENSMUSG00000112385	MGI:6097675
ENSMUSG00000111865	MGI:6096791
ENSMUSG00000107920	MGI:3643099
ENSMUSG00000118190	MGI:6303327
ENSMUSG00000098229	MGI:3647602
ENSMUSG00000090965	MGI:4938030
ENSMUSG00000077146	MGI:5452716
ENSMUSG00000063760	MGI:3610311
ENSMUSG00000107598	MGI:5594375
ENSMUSG00000032064	MGI:2679721
ENSMUSG00000040022	MGI:1922248
ENSMUSG00000112583	MGI:3644853
ENSMUSG00000072778	MGI:3761517
ENSMUSG00000112867	MGI:6097683
ENSMUSG00000112671	MGI:5010427
ENSMUSG00000117111	MGI:3779841
ENSMUSG00000111978	MGI:6097692
ENSMUSG00000112851	MGI:3647359
ENSMUSG00000085304	MGI:3649683
ENSMUSG00000077586	MGI:5454154
ENSMUSG00000115390	MGI:6118407
ENSMUSG00000077603	MGI:5452450
ENSMUSG00000112355	MGI:6097720
ENSMUSG00000117523	MGI:6275397
ENSMUSG00000117557	MGI:6275395
ENSMUSG00000112050	MGI:5588968
ENSMUSG00000017831	MGI:105926
ENSMUSG00000115408	MGI:3782714
ENSMUSG00000112455	MGI:6097727
ENSMUSG00000112092	MGI:5592095
ENSMUSG00000112687	MGI:5011056
ENSMUSG00000112840	MGI:5012234
ENSMUSG00000113549	MGI:3649170
ENSMUSG00000022031	MGI:1921445
ENSMUSG00000113678	MGI:3648419
ENSMUSG00000119332	MGI:5452836
ENSMUSG00000028991	MGI:1928394
ENSMUSG00000102199	MGI:5611400
ENSMUSG00000114112	MGI:6097744
ENSMUSG00000113518	MGI:6097750
ENSMUSG00000112338	MGI:6096801
ENSMUSG00000114039	MGI:6097751
ENSMUSG00000107953	MGI:5690603
ENSMUSG00000098068	MGI:3645643
ENSMUSG00000107921	MGI:3779596
ENSMUSG00000100476	MGI:3051570
ENSMUSG00000035653	MGI:2144814
ENSMUSG00000107845	MGI:5690604
ENSMUSG00000107904	MGI:5690605
ENSMUSG00000098038	MGI:3643768
ENSMUSG00000107600	MGI:3648854
ENSMUSG00000119087	MGI:5455088
ENSMUSG00000112866	MGI:6096820
ENSMUSG00000112906	MGI:5010374
ENSMUSG00000112367	MGI:4437789
ENSMUSG00000033152	MGI:2442488
ENSMUSG00000112409	MGI:1925940
ENSMUSG00000112511	MGI:5010889
ENSMUSG00000117128	MGI:6270617
ENSMUSG00000044957	MGI:3612067
ENSMUSG00000028133	MGI:1920420
ENSMUSG00000112075	MGI:6096813
ENSMUSG00000112914	MGI:6096817
ENSMUSG00000112469	MGI:6097015
ENSMUSG00000118426	MGI:3780270
ENSMUSG00000036820	MGI:2443978
ENSMUSG00000091378	MGI:3782395
ENSMUSG00000118291	MGI:1339756
ENSMUSG00000041684	MGI:2179809
ENSMUSG00000020053	MGI:96432
ENSMUSG00000118166	MGI:6303142
ENSMUSG00000057858	MGI:1289174
ENSMUSG00000113456	MGI:5589897
ENSMUSG00000113588	MGI:6097784
ENSMUSG00002076648	MGI:6845539
ENSMUSG00000113043	MGI:3646264
ENSMUSG00000088468	MGI:5454527
ENSMUSG00000113725	MGI:6097826
ENSMUSG00000113144	MGI:3780923
ENSMUSG00000113171	MGI:6097828
ENSMUSG00000113111	MGI:3643337
ENSMUSG00000113395	MGI:6097836
ENSMUSG00000113071	MGI:3647819
ENSMUSG00000113523	MGI:6097837
ENSMUSG00000113153	MGI:6097838
ENSMUSG00000113890	MGI:6097839
ENSMUSG00002075894	MGI:6845541
ENSMUSG00000091396	MGI:1920559
ENSMUSG00000114044	MGI:5011319
ENSMUSG00000114078	MGI:1298404
ENSMUSG00000113590	MGI:6097856
ENSMUSG00000036333	MGI:1924730
ENSMUSG00000006711	MGI:3036268
ENSMUSG00002076152	MGI:6846172
ENSMUSG00000082715	MGI:3650676
ENSMUSG00000038352	MGI:3028577
ENSMUSG00000099678	MGI:5579057
ENSMUSG00000105176	MGI:5663805
ENSMUSG00000032908	MGI:3589109
ENSMUSG00000045052	MGI:2135956
ENSMUSG00000106329	MGI:3642648
ENSMUSG00000098042	MGI:3643595
ENSMUSG00000020747	MGI:1919197
ENSMUSG00000034009	MGI:2682211
ENSMUSG00000024937	MGI:3612340
ENSMUSG00000119352	MGI:1927533
ENSMUSG00000000708	MGI:1343094
ENSMUSG00000092281	MGI:3648695
ENSMUSG00000099561	MGI:5579116
ENSMUSG00000119637	MGI:1927539
ENSMUSG00000102945	MGI:5611112
ENSMUSG00000026502	MGI:1926075
ENSMUSG00000031078	MGI:99695
ENSMUSG00000085828	MGI:3641714
ENSMUSG00000107432	MGI:5595348
ENSMUSG00000039419	MGI:1914047
ENSMUSG00000029467	MGI:88110
ENSMUSG00000086796	MGI:1921673
ENSMUSG00000041417	MGI:97583
ENSMUSG00000061356	MGI:2685446
ENSMUSG00000103958	MGI:3647988
ENSMUSG00000104126	MGI:5610714
ENSMUSG00000026500	MGI:1913609
ENSMUSG00000098204	MGI:5504099
ENSMUSG00000105739	MGI:3647478
ENSMUSG00000092196	MGI:5621390
ENSMUSG00000022032	MGI:1918395
ENSMUSG00000105577	MGI:5593758
ENSMUSG00000092242	MGI:5141980
ENSMUSG00000026048	MGI:103582
ENSMUSG00000099437	MGI:5579841
ENSMUSG00002075173	MGI:6845606
ENSMUSG00000106525	MGI:5662832
ENSMUSG00000105222	MGI:5625090
ENSMUSG00002075164	MGI:6845608
ENSMUSG00000104797	MGI:3811407
ENSMUSG00000104901	MGI:5662829
ENSMUSG00000074637	MGI:98364
ENSMUSG00002075836	MGI:6845610
ENSMUSG00000105284	MGI:5662830
ENSMUSG00000105101	MGI:5663343
ENSMUSG00000105153	MGI:3781322
ENSMUSG00000096517	MGI:3648520
ENSMUSG00000028989	MGI:3605801
ENSMUSG00000024121	MGI:88116
ENSMUSG00000106519	MGI:5621394
ENSMUSG00000114832	MGI:5434743
ENSMUSG00000098862	MGI:5531088
ENSMUSG00000105651	MGI:1923648
ENSMUSG00002075462	MGI:6845612
ENSMUSG00000089081	MGI:5453779
ENSMUSG00000106512	MGI:5663215
ENSMUSG00000088625	MGI:5453095
ENSMUSG00000106496	MGI:3643628
ENSMUSG00000105040	MGI:1347022
ENSMUSG00000028619	MGI:1913776
ENSMUSG00000107729	MGI:1925234
ENSMUSG00000107858	MGI:5690271
ENSMUSG00000108070	MGI:5690264
ENSMUSG00000054942	MGI:1924567
ENSMUSG00000112222	MGI:98879
ENSMUSG00000107643	MGI:5690277
ENSMUSG00000112183	MGI:6097752
ENSMUSG00000108146	MGI:5690281
ENSMUSG00000107779	MGI:5690266
ENSMUSG00000112235	MGI:6097754
ENSMUSG00000112932	MGI:6097756
ENSMUSG00000108008	MGI:5690261
ENSMUSG00000035383	MGI:97629
ENSMUSG00000107414	MGI:1918013
ENSMUSG00000107433	MGI:5690274
ENSMUSG00000108123	MGI:5690276
ENSMUSG00000107886	MGI:5690272
ENSMUSG00000108055	MGI:5690268
ENSMUSG00000107515	MGI:5690278
ENSMUSG00002076345	MGI:6845732
ENSMUSG00000107913	MGI:5690263
ENSMUSG00000107606	MGI:5690265
ENSMUSG00000107571	MGI:5690269
ENSMUSG00000104214	MGI:5595797
ENSMUSG00000102635	MGI:6845788
ENSMUSG00000107782	MGI:5690280
ENSMUSG00000114223	MGI:5011293
ENSMUSG00000108189	MGI:5690279
ENSMUSG00000114762	MGI:6095685
ENSMUSG00000112129	MGI:1915621
ENSMUSG00000107712	MGI:5690262
ENSMUSG00000114717	MGI:5010017
ENSMUSG00000023940	MGI:1919665
ENSMUSG00000102542	MGI:5611361
ENSMUSG00002076822	MGI:6845790
ENSMUSG00000114444	MGI:6095687
ENSMUSG00000035936	MGI:2441982
ENSMUSG00000022033	MGI:1289156
ENSMUSG00000083623	MGI:3647435
ENSMUSG00000119143	MGI:1927538
ENSMUSG00000046828	MGI:2685837
ENSMUSG00000119186	MGI:1927537
ENSMUSG00000119722	MGI:1927536
ENSMUSG00000119700	MGI:1927535
ENSMUSG00000119282	MGI:1927534
ENSMUSG00000085228	MGI:3651797
ENSMUSG00000098200	MGI:3645841
ENSMUSG00000119415	MGI:1927532
ENSMUSG00000119326	MGI:1927540
ENSMUSG00000118760	MGI:5453473
ENSMUSG00000030249	MGI:1352630
ENSMUSG00000119119	MGI:5455871
ENSMUSG00000118941	MGI:5452066
ENSMUSG00000058933	MGI:3647557
ENSMUSG00000077772	MGI:5452150
ENSMUSG00000113393	MGI:6097908
ENSMUSG00000114123	MGI:6097909
ENSMUSG00000112972	MGI:6097910
ENSMUSG00000045795	MGI:2142282
ENSMUSG00000114148	MGI:6096815
ENSMUSG00000118736	MGI:5454698
ENSMUSG00000113684	MGI:6097911
ENSMUSG00000113602	MGI:3779508
ENSMUSG00000089703	MGI:3801794
ENSMUSG00000113208	MGI:6097916
ENSMUSG00000100966	MGI:3649023
ENSMUSG00000113152	MGI:6097918
ENSMUSG00000100769	MGI:5579599
ENSMUSG00000020644	MGI:96397
ENSMUSG00000101567	MGI:98875
ENSMUSG00000114846	MGI:5589086
ENSMUSG00000114730	MGI:6095696
ENSMUSG00000026245	MGI:1346035
ENSMUSG00000086448	MGI:3604449
ENSMUSG00000022034	MGI:1919238
ENSMUSG00000043060	MGI:3646964
ENSMUSG00000107430	MGI:5590691
ENSMUSG00000021624	MGI:1194924
ENSMUSG00000107684	MGI:5010865
ENSMUSG00000112937	MGI:5009824
ENSMUSG00000117211	MGI:6270620
ENSMUSG00000077703	MGI:5453843
ENSMUSG00000113587	MGI:5595446
ENSMUSG00000106327	MGI:88404
ENSMUSG00000091905	MGI:3645295
ENSMUSG00000114029	MGI:3642945
ENSMUSG00000105075	MGI:5645794
ENSMUSG00000113075	MGI:3642946
ENSMUSG00000114033	MGI:6096822
ENSMUSG00000104949	MGI:5645793
ENSMUSG00000035365	MGI:1922567
ENSMUSG00000113745	MGI:5011525
ENSMUSG00000105885	MGI:5645888
ENSMUSG00000114105	MGI:6096837
ENSMUSG00002074929	MGI:6845559
ENSMUSG00000023122	MGI:1916333
ENSMUSG00000114111	MGI:3648816
ENSMUSG00000113827	MGI:6096870
ENSMUSG00000047227	MGI:2685373
ENSMUSG00000021567	MGI:1919543
ENSMUSG00000022035	MGI:1914429
ENSMUSG00000028618	MGI:1929278
ENSMUSG00000021631	MGI:3809201
ENSMUSG00000105732	MGI:5645886
ENSMUSG00000105235	MGI:3782642
ENSMUSG00000105921	MGI:3647884
ENSMUSG00000113550	MGI:5588846
ENSMUSG00000105147	MGI:5645789
ENSMUSG00000109428	MGI:5804813
ENSMUSG00000105473	MGI:2685170
ENSMUSG00000113611	MGI:6096894
ENSMUSG00000000948	MGI:5613898
ENSMUSG00000113115	MGI:1922180
ENSMUSG00000023943	MGI:102928
ENSMUSG00000113813	MGI:5589127
ENSMUSG00000077191	MGI:3819546
ENSMUSG00000089375	MGI:4358283
ENSMUSG00000035614	MGI:2684313
ENSMUSG00000093539	MGI:5452341
ENSMUSG00000034463	MGI:2444418
ENSMUSG00000030742	MGI:1342293
ENSMUSG00000104810	MGI:3644507
ENSMUSG00000102572	MGI:5611194
ENSMUSG00000023945	MGI:1927126
ENSMUSG00000020850	MGI:2179381
ENSMUSG00000114844	MGI:5011407
ENSMUSG00000022037	MGI:88423
ENSMUSG00000117006	MGI:3647881
ENSMUSG00000099747	MGI:1916668
ENSMUSG00000117149	MGI:6270623
ENSMUSG00000090704	MGI:98835
ENSMUSG00000112374	MGI:6097403
ENSMUSG00000117316	MGI:3647513
ENSMUSG00000112026	MGI:3647484
ENSMUSG00000089514	MGI:5456068
ENSMUSG00000104481	MGI:5611291
ENSMUSG00000117132	MGI:5591214
ENSMUSG00000112406	MGI:1918118
ENSMUSG00000117340	MGI:6270624
ENSMUSG00000036816	MGI:1355553
ENSMUSG00000117249	MGI:5826214
ENSMUSG00000117283	MGI:3782655
ENSMUSG00000090790	MGI:4937011
ENSMUSG00000117090	MGI:6270625
ENSMUSG00000066714	MGI:3643433
ENSMUSG00000019787	MGI:1924007
ENSMUSG00000024172	MGI:2445190
ENSMUSG00000021569	MGI:1916966
ENSMUSG00000101798	MGI:5579701
ENSMUSG00000104018	MGI:1921857
ENSMUSG00000090486	MGI:2652858
ENSMUSG00000026482	MGI:107484
ENSMUSG00000099017	MGI:5531148
ENSMUSG00000054385	MGI:1347246
ENSMUSG00000070877	MGI:3652166
ENSMUSG00000024174	MGI:1920086
ENSMUSG00000028617	MGI:1925059
ENSMUSG00000105434	MGI:5663496
ENSMUSG00000105970	MGI:5663497
ENSMUSG00000106375	MGI:5663498
ENSMUSG00000088583	MGI:5452742
ENSMUSG00000051306	MGI:1924050
ENSMUSG00002076824	MGI:6845808
ENSMUSG00000021340	MGI:106604
ENSMUSG00000034450	MGI:1353434
ENSMUSG00000032062	MGI:1914202
ENSMUSG00000038086	MGI:1916503
ENSMUSG00000022039	MGI:1340894
ENSMUSG00000113218	MGI:1918376
ENSMUSG00000032060	MGI:88516
ENSMUSG00000063632	MGI:98359
ENSMUSG00000117237	MGI:5010833
ENSMUSG00000113421	MGI:3782342
ENSMUSG00000077344	MGI:5454103
ENSMUSG00000113616	MGI:5825578
ENSMUSG00000113967	MGI:5590184
ENSMUSG00000036473	MGI:2443456
ENSMUSG00000113213	MGI:5011725
ENSMUSG00000113538	MGI:6098282
ENSMUSG00000114001	MGI:6098280
ENSMUSG00000108579	MGI:5589077
ENSMUSG00000113997	MGI:1924240
ENSMUSG00000108553	MGI:5621454
ENSMUSG00000108304	MGI:3782790
ENSMUSG00000035597	MGI:104602
ENSMUSG00000027956	MGI:1917902
ENSMUSG00000017264	MGI:1355322
ENSMUSG00000102252	MGI:98347
ENSMUSG00000112897	MGI:6097028
ENSMUSG00000112182	MGI:6097050
ENSMUSG00000112707	MGI:3045284
ENSMUSG00000037971	MGI:1915971
ENSMUSG00000104708	MGI:5662640
ENSMUSG00000112692	MGI:5011258
ENSMUSG00000112855	MGI:6097046
ENSMUSG00000112521	MGI:5589043
ENSMUSG00000068165	MGI:3704447
ENSMUSG00000111958	MGI:6097049
ENSMUSG00000029208	MGI:2140726
ENSMUSG00000111980	MGI:5012489
ENSMUSG00000022040	MGI:99500
ENSMUSG00000035351	MGI:1919964
ENSMUSG00000024939	MGI:106595
ENSMUSG00000028132	MGI:1923195
ENSMUSG00000020067	MGI:1916052
ENSMUSG00000064061	MGI:1917433
ENSMUSG00000021339	MGI:2685748
ENSMUSG00000118125	MGI:6303289
ENSMUSG00000102627	MGI:1891236
ENSMUSG00000037845	MGI:3584513
ENSMUSG00000108937	MGI:5011093
ENSMUSG00000074261	MGI:3646269
ENSMUSG00000038658	MGI:1924893
ENSMUSG00000047370	MGI:3646404
ENSMUSG00000109451	MGI:5010314
ENSMUSG00000109220	MGI:5589355
ENSMUSG00000109447	MGI:3781377
ENSMUSG00000109222	MGI:3642512
ENSMUSG00000109533	MGI:3648361
ENSMUSG00000114228	MGI:6096662
ENSMUSG00000109121	MGI:5753220
ENSMUSG00000035910	MGI:2652818
ENSMUSG00000108867	MGI:5753219
ENSMUSG00000086145	MGI:3705129
ENSMUSG00000108917	MGI:5621336
ENSMUSG00000059585	MGI:3643295
ENSMUSG00000087790	MGI:5455747
ENSMUSG00000080950	MGI:3645261
ENSMUSG00000099868	MGI:5579498
ENSMUSG00000057229	MGI:1913599
ENSMUSG00000020949	MGI:1353460
ENSMUSG00000055547	MGI:1918531
ENSMUSG00000087033	MGI:3651338
ENSMUSG00000032059	MGI:1924753
ENSMUSG00000082237	MGI:3031006
ENSMUSG00000012187	MGI:1915643
ENSMUSG00000103120	MGI:5610620
ENSMUSG00000087681	MGI:3649651
ENSMUSG00000016252	MGI:1855697
ENSMUSG00000112329	MGI:6097152
ENSMUSG00000088843	MGI:5456134
ENSMUSG00000045391	MGI:3604190
ENSMUSG00000087422	MGI:3649652
ENSMUSG00002076739	MGI:6846729
ENSMUSG00000075132	MGI:3031007
ENSMUSG00000019785	MGI:2443223
ENSMUSG00000080713	MGI:3031008
ENSMUSG00000083855	MGI:3031009
ENSMUSG00002076037	MGI:6846377
ENSMUSG00002075976	MGI:6846381
ENSMUSG00000092847	MGI:4834228
ENSMUSG00000119641	MGI:4834229
ENSMUSG00000032852	MGI:1924467
ENSMUSG00000059479	MGI:2385269
ENSMUSG00000025813	MGI:1347354
ENSMUSG00000008475	MGI:1915021
ENSMUSG00000082667	MGI:3652295
ENSMUSG00000048978	MGI:894662
ENSMUSG00000050023	MGI:3031010
ENSMUSG00000038195	MGI:2144271
ENSMUSG00000027304	MGI:1309480
ENSMUSG00000114427	MGI:2442047
ENSMUSG00000083919	MGI:98806
ENSMUSG00000080840	MGI:3652298
ENSMUSG00000082161	MGI:3652299
ENSMUSG00000086531	MGI:3649797
ENSMUSG00000077461	MGI:5456197
ENSMUSG00000106619	MGI:3644601
ENSMUSG00000104902	MGI:5589676
ENSMUSG00000105662	MGI:3779620
ENSMUSG00000112248	MGI:6097155
ENSMUSG00000084358	MGI:3649796
ENSMUSG00000084811	MGI:1920826
ENSMUSG00000112369	MGI:6097157
ENSMUSG00000099364	MGI:1917787
ENSMUSG00000090087	MGI:3801831
ENSMUSG00000100562	MGI:5580317
ENSMUSG00000112656	MGI:6097190
ENSMUSG00000056870	MGI:1920407
ENSMUSG00000090298	MGI:3645972
ENSMUSG00002076166	MGI:6845551
ENSMUSG00000077379	MGI:5454947
ENSMUSG00000114660	MGI:6097107
ENSMUSG00000084256	MGI:3705719
ENSMUSG00000083999	MGI:3648688
ENSMUSG00000060198	MGI:3649794
ENSMUSG00000081072	MGI:3705506
ENSMUSG00000034471	MGI:2157062
ENSMUSG00000082117	MGI:3645787
ENSMUSG00000114225	MGI:6097111
ENSMUSG00000082205	MGI:3643915
ENSMUSG00000082537	MGI:3712457
ENSMUSG00000045835	MGI:1194493
ENSMUSG00000089128	MGI:5456183
ENSMUSG00000077628	MGI:5453545
