Gene stable ID	Transcript stable ID	Protein stable ID
ENSMUSG00000082447	ENSMUST00000119618	
ENSMUSG00000065291	ENSMUST00000083357	
ENSMUSG00000081596	ENSMUST00000119342	
ENSMUSG00000117937	ENSMUST00000235666	
ENSMUSG00000031433	ENSMUST00000113011	ENSMUSP00000108634
ENSMUSG00000031433	ENSMUST00000113007	ENSMUSP00000108631
ENSMUSG00000031433	ENSMUST00000033810	ENSMUSP00000033810
ENSMUSG00000031433	ENSMUST00000138635	
ENSMUSG00000031433	ENSMUST00000135126	
ENSMUSG00000031433	ENSMUST00000148703	
ENSMUSG00000031433	ENSMUST00000087400	ENSMUSP00000084662
ENSMUSG00000025013	ENSMUST00000025986	ENSMUSP00000025986
ENSMUSG00000025013	ENSMUST00000169941	ENSMUSP00000125973
ENSMUSG00000027574	ENSMUST00000151494	ENSMUSP00000114891
ENSMUSG00000027574	ENSMUST00000103053	ENSMUSP00000099342
ENSMUSG00000027574	ENSMUST00000139929	ENSMUSP00000116965
ENSMUSG00000027574	ENSMUST00000148905	ENSMUSP00000119925
ENSMUSG00000027574	ENSMUST00000134231	
ENSMUSG00000027574	ENSMUST00000137274	ENSMUSP00000118349
ENSMUSG00000027574	ENSMUST00000108873	ENSMUSP00000104501
ENSMUSG00000047050	ENSMUST00000217057	ENSMUSP00000150241
ENSMUSG00000047050	ENSMUST00000057755	ENSMUSP00000053405
ENSMUSG00000107562	ENSMUST00000203018	
ENSMUSG00000107942	ENSMUST00000204172	
ENSMUSG00000110888	ENSMUST00000213195	
ENSMUSG00000104396	ENSMUST00000191700	
ENSMUSG00000035104	ENSMUST00000150976	ENSMUSP00000122674
ENSMUSG00000035104	ENSMUST00000042974	ENSMUSP00000037422
ENSMUSG00000035104	ENSMUST00000150691	
ENSMUSG00000035104	ENSMUST00000149023	ENSMUSP00000117345
ENSMUSG00000102481	ENSMUST00000195352	
ENSMUSG00000032733	ENSMUST00000050916	ENSMUSP00000060225
ENSMUSG00000111629	ENSMUST00000213112	
ENSMUSG00000113732	ENSMUST00000221209	
ENSMUSG00000005886	ENSMUST00000081713	ENSMUSP00000080413
ENSMUSG00000005886	ENSMUST00000006037	ENSMUSP00000006037
ENSMUSG00000005886	ENSMUST00000185275	
ENSMUSG00000005886	ENSMUST00000146784	
ENSMUSG00000005886	ENSMUST00000133232	
ENSMUSG00000005886	ENSMUST00000147927	
ENSMUSG00000005886	ENSMUST00000143603	
ENSMUSG00000005886	ENSMUST00000139970	
ENSMUSG00000005886	ENSMUST00000124088	
ENSMUSG00000005886	ENSMUST00000145280	ENSMUSP00000116641
ENSMUSG00000005886	ENSMUST00000068304	ENSMUSP00000069509
ENSMUSG00000113349	ENSMUST00000222844	
ENSMUSG00000032419	ENSMUST00000034991	ENSMUSP00000034991
ENSMUSG00000032419	ENSMUST00000186698	
ENSMUSG00000036188	ENSMUST00000041640	ENSMUSP00000039484
ENSMUSG00000036188	ENSMUST00000220580	
ENSMUSG00000036188	ENSMUST00000220788	
ENSMUSG00000109115	ENSMUST00000207774	
ENSMUSG00000000301	ENSMUST00000150954	
ENSMUSG00000000301	ENSMUST00000102692	ENSMUSP00000099753
ENSMUSG00000000301	ENSMUST00000000310	ENSMUSP00000000310
ENSMUSG00000000301	ENSMUST00000102693	ENSMUSP00000099754
ENSMUSG00000000301	ENSMUST00000136660	
ENSMUSG00000000301	ENSMUST00000147422	ENSMUSP00000116314
ENSMUSG00000000301	ENSMUST00000148512	ENSMUSP00000120364
ENSMUSG00000000301	ENSMUST00000143646	
ENSMUSG00000000301	ENSMUST00000146461	
ENSMUSG00000000301	ENSMUST00000133028	
ENSMUSG00000062797	ENSMUST00000153470	ENSMUSP00000119806
ENSMUSG00000062797	ENSMUST00000207309	ENSMUSP00000147050
ENSMUSG00000062797	ENSMUST00000078918	ENSMUSP00000077951
ENSMUSG00000062797	ENSMUST00000208357	
ENSMUSG00000062797	ENSMUST00000075010	ENSMUSP00000102856
ENSMUSG00000062797	ENSMUST00000150740	ENSMUSP00000146855
ENSMUSG00000062797	ENSMUST00000130609	ENSMUSP00000147023
ENSMUSG00000062797	ENSMUST00000207695	
ENSMUSG00000108205	ENSMUST00000204705	
ENSMUSG00000088975	ENSMUST00000158350	
ENSMUSG00000107964	ENSMUST00000204503	
ENSMUSG00000087136	ENSMUST00000145950	
ENSMUSG00000107403	ENSMUST00000204077	
ENSMUSG00000108224	ENSMUST00000204563	
ENSMUSG00000077334	ENSMUST00000104146	
ENSMUSG00000038550	ENSMUST00000159739	ENSMUSP00000124943
ENSMUSG00000038550	ENSMUST00000036418	ENSMUSP00000049308
ENSMUSG00000038550	ENSMUST00000161866	ENSMUSP00000135072
ENSMUSG00000038550	ENSMUST00000161867	ENSMUSP00000124831
ENSMUSG00000038550	ENSMUST00000159863	ENSMUSP00000135522
ENSMUSG00000038550	ENSMUST00000161994	ENSMUSP00000124125
ENSMUSG00000107809	ENSMUST00000204556	
ENSMUSG00000107657	ENSMUST00000204864	
ENSMUSG00000042717	ENSMUST00000045096	ENSMUSP00000049054
ENSMUSG00000088992	ENSMUST00000158367	
ENSMUSG00000116722	ENSMUST00000231945	
ENSMUSG00000052560	ENSMUST00000088649	ENSMUSP00000086024
ENSMUSG00000052560	ENSMUST00000064391	ENSMUSP00000067774
ENSMUSG00000052560	ENSMUST00000014777	ENSMUSP00000014777
ENSMUSG00000052560	ENSMUST00000140171	
ENSMUSG00000052560	ENSMUST00000154569	
ENSMUSG00000062245	ENSMUST00000206562	ENSMUSP00000145775
ENSMUSG00000062245	ENSMUST00000078603	ENSMUSP00000077674
ENSMUSG00000062245	ENSMUST00000218837	ENSMUSP00000151806
ENSMUSG00000110930	ENSMUST00000216414	
ENSMUSG00000112766	ENSMUST00000219828	
ENSMUSG00000112766	ENSMUST00000218413	
ENSMUSG00000103710	ENSMUST00000192660	
ENSMUSG00000032288	ENSMUST00000034827	ENSMUSP00000034827
ENSMUSG00000112148	ENSMUST00000217705	ENSMUSP00000151225
ENSMUSG00000112148	ENSMUST00000219388	
ENSMUSG00000112148	ENSMUST00000219175	
ENSMUSG00000112148	ENSMUST00000219848	
ENSMUSG00000112148	ENSMUST00000220402	
ENSMUSG00000112148	ENSMUST00000218340	
ENSMUSG00000112148	ENSMUST00000078778	ENSMUSP00000077833
ENSMUSG00000112148	ENSMUST00000220182	ENSMUSP00000151694
ENSMUSG00000112148	ENSMUST00000220226	ENSMUSP00000151303
ENSMUSG00000112148	ENSMUST00000220166	
ENSMUSG00000112148	ENSMUST00000218617	ENSMUSP00000151580
ENSMUSG00000112148	ENSMUST00000218217	
ENSMUSG00000112148	ENSMUST00000219029	
ENSMUSG00000112148	ENSMUST00000218753	
ENSMUSG00000068167	ENSMUST00000209382	ENSMUSP00000147880
ENSMUSG00000068167	ENSMUST00000089279	ENSMUSP00000086692
ENSMUSG00000102043	ENSMUST00000188409	
ENSMUSG00000118943	ENSMUST00000239802	
ENSMUSG00000030292	ENSMUST00000032433	ENSMUSP00000032433
ENSMUSG00000030292	ENSMUST00000128575	
ENSMUSG00000030292	ENSMUST00000205239	
ENSMUSG00000030292	ENSMUST00000148099	
ENSMUSG00000077553	ENSMUST00000104365	
ENSMUSG00000099584	ENSMUST00000191349	
ENSMUSG00000060480	ENSMUST00000205467	ENSMUSP00000145692
ENSMUSG00000060480	ENSMUST00000079891	ENSMUSP00000078814
ENSMUSG00000099886	ENSMUST00000187464	
ENSMUSG00000102075	ENSMUST00000189012	
ENSMUSG00000055334	ENSMUST00000068856	ENSMUSP00000067200
ENSMUSG00000116790	ENSMUST00000231507	
ENSMUSG00000059920	ENSMUST00000162732	
ENSMUSG00000059920	ENSMUST00000076991	ENSMUSP00000076255
ENSMUSG00000113511	ENSMUST00000221263	
ENSMUSG00000049674	ENSMUST00000214123	
ENSMUSG00000049674	ENSMUST00000214429	ENSMUSP00000151106
ENSMUSG00000049674	ENSMUST00000054629	ENSMUSP00000095742
ENSMUSG00000021187	ENSMUST00000162735	ENSMUSP00000125288
ENSMUSG00000021187	ENSMUST00000110047	ENSMUSP00000105674
ENSMUSG00000021187	ENSMUST00000160715	ENSMUSP00000125099
ENSMUSG00000021187	ENSMUST00000160830	ENSMUSP00000124287
ENSMUSG00000109391	ENSMUST00000207951	
ENSMUSG00000073897	ENSMUST00000210568	ENSMUSP00000147931
ENSMUSG00000073897	ENSMUST00000098138	ENSMUSP00000095741
ENSMUSG00000047141	ENSMUST00000207826	ENSMUSP00000146656
ENSMUSG00000047141	ENSMUST00000052588	ENSMUSP00000052946
ENSMUSG00000032290	ENSMUST00000034832	ENSMUSP00000034832
ENSMUSG00000032290	ENSMUST00000213500	
ENSMUSG00000032290	ENSMUST00000216034	ENSMUSP00000150426
ENSMUSG00000032290	ENSMUST00000215707	
ENSMUSG00000062987	ENSMUST00000215713	ENSMUSP00000149136
ENSMUSG00000062987	ENSMUST00000081044	ENSMUSP00000079834
ENSMUSG00000030043	ENSMUST00000205041	
ENSMUSG00000030043	ENSMUST00000032122	ENSMUSP00000032122
ENSMUSG00000030043	ENSMUST00000203775	ENSMUSP00000145217
ENSMUSG00000110209	ENSMUST00000210247	
ENSMUSG00000041247	ENSMUST00000081880	ENSMUSP00000080556
ENSMUSG00000030554	ENSMUST00000074233	ENSMUSP00000073855
ENSMUSG00000030554	ENSMUST00000208231	ENSMUSP00000147089
ENSMUSG00000030554	ENSMUST00000051389	ENSMUSP00000050987
ENSMUSG00000030554	ENSMUST00000208815	ENSMUSP00000147111
ENSMUSG00000030554	ENSMUST00000207102	ENSMUSP00000146510
ENSMUSG00000053303	ENSMUST00000120522	ENSMUSP00000113607
ENSMUSG00000053303	ENSMUST00000065634	ENSMUSP00000064809
ENSMUSG00002076193	ENSMUST00020183226	
ENSMUSG00000020913	ENSMUST00000017255	ENSMUSP00000017255
ENSMUSG00000097996	ENSMUST00000182893	
ENSMUSG00000108256	ENSMUST00000203992	
ENSMUSG00000087293	ENSMUST00000154616	
ENSMUSG00000028078	ENSMUST00000191752	ENSMUSP00000141707
ENSMUSG00000028078	ENSMUST00000192773	ENSMUSP00000141567
ENSMUSG00000028078	ENSMUST00000029719	ENSMUSP00000029719
ENSMUSG00000028078	ENSMUST00000195561	ENSMUSP00000142267
ENSMUSG00000028078	ENSMUST00000193632	ENSMUSP00000141866
ENSMUSG00000028078	ENSMUST00000192260	
ENSMUSG00000028078	ENSMUST00000193400	
ENSMUSG00000028078	ENSMUST00000193769	
ENSMUSG00000028078	ENSMUST00000194452	ENSMUSP00000141816
ENSMUSG00000107655	ENSMUST00000203784	
ENSMUSG00000097945	ENSMUST00000183270	
ENSMUSG00000077180	ENSMUST00000103992	
ENSMUSG00000107848	ENSMUST00000203106	
ENSMUSG00000088630	ENSMUST00000158005	
ENSMUSG00000107739	ENSMUST00000203479	
ENSMUSG00000054604	ENSMUST00000067744	ENSMUSP00000065845
ENSMUSG00000054604	ENSMUST00000136532	
ENSMUSG00000030042	ENSMUST00000161309	
ENSMUSG00000030042	ENSMUST00000160281	ENSMUSP00000124357
ENSMUSG00000030042	ENSMUST00000095786	ENSMUSP00000093462
ENSMUSG00000030042	ENSMUST00000141138	
ENSMUSG00000030042	ENSMUST00000140281	
ENSMUSG00000097999	ENSMUST00000182707	
ENSMUSG00000116811	ENSMUST00000232275	
ENSMUSG00002076385	ENSMUST00020183766	
ENSMUSG00000050783	ENSMUST00000063076	ENSMUSP00000063136
ENSMUSG00000083666	ENSMUST00000121842	
ENSMUSG00000035831	ENSMUST00000038004	ENSMUSP00000048439
ENSMUSG00000089178	ENSMUST00000158553	
ENSMUSG00000026812	ENSMUST00000156857	ENSMUSP00000115380
ENSMUSG00000026812	ENSMUST00000028155	ENSMUSP00000028155
ENSMUSG00000026812	ENSMUST00000133565	ENSMUSP00000120888
ENSMUSG00000026812	ENSMUST00000113869	ENSMUSP00000109500
ENSMUSG00000026812	ENSMUST00000113867	ENSMUSP00000109498
ENSMUSG00000026812	ENSMUST00000153625	
ENSMUSG00000026812	ENSMUST00000124507	
ENSMUSG00000026812	ENSMUST00000150274	
ENSMUSG00000026812	ENSMUST00000125715	
ENSMUSG00000026812	ENSMUST00000139642	
ENSMUSG00000026812	ENSMUST00000113870	ENSMUSP00000109501
ENSMUSG00000034684	ENSMUST00000080560	ENSMUSP00000079400
ENSMUSG00000034684	ENSMUST00000192727	ENSMUSP00000141865
ENSMUSG00000034684	ENSMUST00000195267	
ENSMUSG00000034684	ENSMUST00000194039	ENSMUSP00000142221
ENSMUSG00000034684	ENSMUST00000194424	ENSMUSP00000142178
ENSMUSG00000034684	ENSMUST00000194846	
ENSMUSG00000034684	ENSMUST00000192157	
ENSMUSG00000034684	ENSMUST00000193665	
ENSMUSG00000034684	ENSMUST00000192783	ENSMUSP00000141668
ENSMUSG00000034684	ENSMUST00000192712	
ENSMUSG00000034684	ENSMUST00000193108	ENSMUSP00000141878
ENSMUSG00000034684	ENSMUST00000195023	ENSMUSP00000141350
ENSMUSG00000116833	ENSMUST00000232619	
ENSMUSG00000116687	ENSMUST00000232590	
ENSMUSG00002075473	ENSMUST00020181662	
ENSMUSG00000116699	ENSMUST00000232553	
ENSMUSG00000022686	ENSMUST00000121344	ENSMUSP00000112624
ENSMUSG00000022686	ENSMUST00000079780	ENSMUSP00000078712
ENSMUSG00000022686	ENSMUST00000152845	
ENSMUSG00000022686	ENSMUST00000131557	
ENSMUSG00000022686	ENSMUST00000155780	
ENSMUSG00000022686	ENSMUST00000119468	ENSMUSP00000113145
ENSMUSG00000022686	ENSMUST00000164397	ENSMUSP00000126157
ENSMUSG00000118312	ENSMUST00000237471	
ENSMUSG00000025016	ENSMUST00000025989	ENSMUSP00000025989
ENSMUSG00000025016	ENSMUST00000237871	ENSMUSP00000158318
ENSMUSG00000107453	ENSMUST00000203711	
ENSMUSG00000085066	ENSMUST00000118711	
ENSMUSG00000000628	ENSMUST00000000642	ENSMUSP00000000642
ENSMUSG00000000628	ENSMUST00000168725	
ENSMUSG00000000628	ENSMUST00000170833	ENSMUSP00000125986
ENSMUSG00000000628	ENSMUST00000169270	ENSMUSP00000128572
ENSMUSG00000081374	ENSMUST00000117724	
ENSMUSG00000075570	ENSMUST00000148770	
ENSMUSG00000075570	ENSMUST00000100482	ENSMUSP00000098051
ENSMUSG00000043715	ENSMUST00000059880	ENSMUSP00000056853
ENSMUSG00000051706	ENSMUST00000216108	ENSMUSP00000150136
ENSMUSG00000051706	ENSMUST00000216007	ENSMUSP00000150727
ENSMUSG00000051706	ENSMUST00000054541	ENSMUSP00000052441
ENSMUSG00000060503	ENSMUST00000214919	ENSMUSP00000150168
ENSMUSG00000060503	ENSMUST00000076958	ENSMUSP00000076225
ENSMUSG00000077462	ENSMUST00000104274	
ENSMUSG00000079534	ENSMUST00000114119	ENSMUSP00000109754
ENSMUSG00000108871	ENSMUST00000207427	
ENSMUSG00002076390	ENSMUST00020181991	
ENSMUSG00000097981	ENSMUST00000182941	
ENSMUSG00000017588	ENSMUST00000017732	ENSMUSP00000017732
ENSMUSG00000081804	ENSMUST00000117501	
ENSMUSG00000109464	ENSMUST00000208898	
ENSMUSG00000109193	ENSMUST00000208560	
ENSMUSG00000080072	ENSMUST00000116186	
ENSMUSG00000073896	ENSMUST00000213367	ENSMUSP00000150131
ENSMUSG00000073896	ENSMUST00000214819	ENSMUSP00000149362
ENSMUSG00000073896	ENSMUST00000216871	ENSMUSP00000150175
ENSMUSG00000073896	ENSMUST00000215284	ENSMUSP00000150710
ENSMUSG00000073896	ENSMUST00000209942	ENSMUSP00000147403
ENSMUSG00000073896	ENSMUST00000210474	ENSMUSP00000147429
ENSMUSG00000073896	ENSMUST00000098137	ENSMUSP00000095740
ENSMUSG00000083847	ENSMUST00000121687	
ENSMUSG00000112031	ENSMUST00000218214	
ENSMUSG00000080777	ENSMUST00000122392	
ENSMUSG00000072487	ENSMUST00000238402	ENSMUSP00000158590
ENSMUSG00000072487	ENSMUST00000151999	ENSMUSP00000118236
ENSMUSG00000072487	ENSMUST00000071419	ENSMUSP00000071366
ENSMUSG00000072487	ENSMUST00000136698	
ENSMUSG00000072487	ENSMUST00000110021	ENSMUSP00000105648
ENSMUSG00000112843	ENSMUST00000220221	
ENSMUSG00000065859	ENSMUST00000083925	
ENSMUSG00000084066	ENSMUST00000118894	
ENSMUSG00002076793	ENSMUST00020183592	
ENSMUSG00000112226	ENSMUST00000219702	
ENSMUSG00000112645	ENSMUST00000219893	
ENSMUSG00000090152	ENSMUST00000162999	
ENSMUSG00000079532	ENSMUST00000114117	ENSMUSP00000109752
ENSMUSG00000112762	ENSMUST00000219638	
ENSMUSG00000112762	ENSMUST00000218720	
ENSMUSG00000020545	ENSMUST00000020853	ENSMUSP00000020853
ENSMUSG00000020545	ENSMUST00000221155	ENSMUSP00000152732
ENSMUSG00000020545	ENSMUST00000221665	
ENSMUSG00000020545	ENSMUST00000222145	
ENSMUSG00000082288	ENSMUST00000118037	
ENSMUSG00000055937	ENSMUST00000006963	ENSMUSP00000006963
ENSMUSG00000074437	ENSMUST00000098890	ENSMUSP00000096489
ENSMUSG00000112244	ENSMUST00000217720	
ENSMUSG00000082427	ENSMUST00000117953	
ENSMUSG00000112234	ENSMUST00000220354	
ENSMUSG00000082910	ENSMUST00000119104	
ENSMUSG00000112290	ENSMUST00000218518	
ENSMUSG00000081814	ENSMUST00000121721	
ENSMUSG00000116980	ENSMUST00000232498	
ENSMUSG00000109152	ENSMUST00000208544	
ENSMUSG00000119513	ENSMUST00000239971	
ENSMUSG00000075330	ENSMUST00000100083	ENSMUSP00000159001
ENSMUSG00000075330	ENSMUST00000231564	ENSMUSP00000159148
ENSMUSG00000084377	ENSMUST00000117779	
ENSMUSG00000067656	ENSMUST00000182102	ENSMUSP00000138475
ENSMUSG00000067656	ENSMUST00000075619	ENSMUSP00000093991
ENSMUSG00000112749	ENSMUST00000218388	
ENSMUSG00002075523	ENSMUST00020183320	
ENSMUSG00000016626	ENSMUST00000084763	ENSMUSP00000081819
ENSMUSG00000016626	ENSMUST00000142623	ENSMUSP00000145427
ENSMUSG00000082918	ENSMUST00000121939	
ENSMUSG00000031295	ENSMUST00000033652	ENSMUSP00000033652
ENSMUSG00000031295	ENSMUST00000112377	ENSMUSP00000107996
ENSMUSG00000031295	ENSMUST00000146752	
ENSMUSG00000031295	ENSMUST00000131765	
ENSMUSG00000031295	ENSMUST00000154142	
ENSMUSG00000031295	ENSMUST00000139496	
ENSMUSG00000031295	ENSMUST00000112376	ENSMUSP00000107995
ENSMUSG00000031295	ENSMUST00000153907	
ENSMUSG00000031295	ENSMUST00000139587	ENSMUSP00000118575
ENSMUSG00000031295	ENSMUST00000112380	ENSMUSP00000107999
ENSMUSG00000094249	ENSMUST00000179683	
ENSMUSG00000097939	ENSMUST00000182096	
ENSMUSG00000096295	ENSMUST00000170275	ENSMUSP00000125888
ENSMUSG00000019909	ENSMUST00000020064	ENSMUSP00000020064
ENSMUSG00000094362	ENSMUST00000120874	ENSMUSP00000129593
ENSMUSG00000116712	ENSMUST00000232011	
ENSMUSG00000094662	ENSMUST00000095424	ENSMUSP00000093074
ENSMUSG00002075497	ENSMUST00020182474	
ENSMUSG00000004843	ENSMUST00000231259	ENSMUSP00000156381
ENSMUSG00000004843	ENSMUST00000004965	ENSMUSP00000004965
ENSMUSG00000020773	ENSMUST00000141531	
ENSMUSG00000020773	ENSMUST00000106441	ENSMUSP00000102049
ENSMUSG00000020773	ENSMUST00000021120	ENSMUSP00000021120
ENSMUSG00000020773	ENSMUST00000149957	
ENSMUSG00000020773	ENSMUST00000127235	
ENSMUSG00000020773	ENSMUST00000134691	
ENSMUSG00000020773	ENSMUST00000133039	
ENSMUSG00000084344	ENSMUST00000120354	
ENSMUSG00000074436	ENSMUST00000098889	
ENSMUSG00000083106	ENSMUST00000121644	
ENSMUSG00000079114	ENSMUST00000110752	ENSMUSP00000106380
ENSMUSG00000112264	ENSMUST00000219016	
ENSMUSG00000036478	ENSMUST00000038377	ENSMUSP00000038863
ENSMUSG00000036478	ENSMUST00000218953	ENSMUSP00000151604
ENSMUSG00000113832	ENSMUST00000220656	
ENSMUSG00000110327	ENSMUST00000209260	
ENSMUSG00000036169	ENSMUST00000041407	ENSMUSP00000040230
ENSMUSG00000119166	ENSMUST00000240340	
ENSMUSG00000081321	ENSMUST00000122150	
ENSMUSG00002076220	ENSMUST00020181789	
ENSMUSG00000038193	ENSMUST00000040104	ENSMUSP00000044983
ENSMUSG00000118220	ENSMUST00000236907	
ENSMUSG00000043008	ENSMUST00000058839	ENSMUSP00000053023
ENSMUSG00000043008	ENSMUST00000171910	
ENSMUSG00000043008	ENSMUST00000166801	
ENSMUSG00000043008	ENSMUST00000165530	
ENSMUSG00000118036	ENSMUST00000236487	
ENSMUSG00000063590	ENSMUST00000065651	ENSMUSP00000067114
ENSMUSG00000090293	ENSMUST00000168990	
ENSMUSG00000088906	ENSMUST00000158281	
ENSMUSG00000091007	ENSMUST00000171007	
ENSMUSG00000112362	ENSMUST00000219424	
ENSMUSG00000112588	ENSMUST00000218614	
ENSMUSG00000095925	ENSMUST00000121849	
ENSMUSG00000021186	ENSMUST00000021603	ENSMUSP00000021603
ENSMUSG00000021186	ENSMUST00000222587	ENSMUSP00000152680
ENSMUSG00000021186	ENSMUST00000221373	
ENSMUSG00000112293	ENSMUST00000219071	
ENSMUSG00000111912	ENSMUST00000218446	
ENSMUSG00000086261	ENSMUST00000130985	
ENSMUSG00000073894	ENSMUST00000098135	ENSMUSP00000095739
ENSMUSG00002076541	ENSMUST00020182628	
ENSMUSG00000033596	ENSMUST00000038739	ENSMUSP00000043780
ENSMUSG00000033596	ENSMUST00000212958	
ENSMUSG00000112488	ENSMUST00000219918	
ENSMUSG00000111924	ENSMUST00000219466	
ENSMUSG00000111924	ENSMUST00000219048	
ENSMUSG00000057215	ENSMUST00000133824	
ENSMUSG00000038388	ENSMUST00000166318	ENSMUSP00000125880
ENSMUSG00000038388	ENSMUST00000036236	ENSMUSP00000039314
ENSMUSG00000038388	ENSMUST00000204545	ENSMUSP00000144737
ENSMUSG00000038388	ENSMUST00000203415	
ENSMUSG00000038388	ENSMUST00000036225	ENSMUSP00000038772
ENSMUSG00000038388	ENSMUST00000171601	ENSMUSP00000129004
ENSMUSG00000038388	ENSMUST00000167628	ENSMUSP00000129355
ENSMUSG00000038388	ENSMUST00000167063	
ENSMUSG00000038388	ENSMUST00000167319	
ENSMUSG00002075862	ENSMUST00020181928	
ENSMUSG00000109078	ENSMUST00000208516	
ENSMUSG00000112631	ENSMUST00000219874	
ENSMUSG00000112892	ENSMUST00000220383	
ENSMUSG00000111981	ENSMUST00000219755	
ENSMUSG00000025017	ENSMUST00000059672	ENSMUSP00000052777
ENSMUSG00000025017	ENSMUST00000235978	
ENSMUSG00000005533	ENSMUST00000005671	ENSMUSP00000005671
ENSMUSG00000005533	ENSMUST00000207621	
ENSMUSG00000005533	ENSMUST00000207487	
ENSMUSG00000005533	ENSMUST00000208348	
ENSMUSG00000005533	ENSMUST00000208731	
ENSMUSG00000005533	ENSMUST00000208871	
ENSMUSG00000105557	ENSMUST00000198473	
ENSMUSG00000019905	ENSMUST00000020062	ENSMUSP00000020062
ENSMUSG00000019905	ENSMUST00000219286	ENSMUSP00000151341
ENSMUSG00000019905	ENSMUST00000218684	ENSMUSP00000152031
ENSMUSG00000116578	ENSMUST00000232570	
ENSMUSG00000116622	ENSMUST00000231905	
ENSMUSG00000091243	ENSMUST00000168064	ENSMUSP00000131500
ENSMUSG00000091243	ENSMUST00000227997	ENSMUSP00000153843
ENSMUSG00000091243	ENSMUST00000228708	
ENSMUSG00000083380	ENSMUST00000120938	
ENSMUSG00000078847	ENSMUST00000108774	
ENSMUSG00000039065	ENSMUST00000160146	
ENSMUSG00000039065	ENSMUST00000042702	ENSMUSP00000039094
ENSMUSG00000039065	ENSMUST00000161061	ENSMUSP00000124619
ENSMUSG00000034601	ENSMUST00000149564	ENSMUSP00000118956
ENSMUSG00000034601	ENSMUST00000045907	ENSMUSP00000044701
ENSMUSG00000034601	ENSMUST00000134748	ENSMUSP00000114210
ENSMUSG00000116631	ENSMUST00000232112	
ENSMUSG00000116671	ENSMUST00000231495	
ENSMUSG00002074945	ENSMUST00020181869	
ENSMUSG00000119593	ENSMUST00000240408	
ENSMUSG00000062901	ENSMUST00000023509	ENSMUSP00000023509
ENSMUSG00000062901	ENSMUST00000232088	ENSMUSP00000155913
ENSMUSG00000062901	ENSMUST00000231740	
ENSMUSG00000062901	ENSMUST00000232494	
ENSMUSG00000062901	ENSMUST00000231842	ENSMUSP00000155987
ENSMUSG00000116404	ENSMUST00000229324	
ENSMUSG00000114995	ENSMUST00000227896	
ENSMUSG00000086361	ENSMUST00000154520	ENSMUSP00000121081
ENSMUSG00000115188	ENSMUST00000227734	
ENSMUSG00000095066	ENSMUST00000084042	ENSMUSP00000081055
ENSMUSG00000116136	ENSMUST00000229639	
ENSMUSG00000115589	ENSMUST00000228855	
ENSMUSG00000116256	ENSMUST00000230277	
ENSMUSG00000067870	ENSMUST00000181935	
ENSMUSG00000094818	ENSMUST00000084041	ENSMUSP00000081054
ENSMUSG00000115561	ENSMUST00000227417	
ENSMUSG00000075609	ENSMUST00000100555	
ENSMUSG00000067869	ENSMUST00000117942	
ENSMUSG00000075934	ENSMUST00000101982	
ENSMUSG00000082585	ENSMUST00000120421	
ENSMUSG00000065956	ENSMUST00000084040	ENSMUSP00000081053
ENSMUSG00000045267	ENSMUST00000057633	ENSMUSP00000050277
ENSMUSG00000062115	ENSMUST00000149770	
ENSMUSG00000062115	ENSMUST00000132012	ENSMUSP00000118543
ENSMUSG00000062115	ENSMUST00000090806	ENSMUSP00000088315
ENSMUSG00000062115	ENSMUST00000156902	
ENSMUSG00000062115	ENSMUST00000102688	ENSMUSP00000099749
ENSMUSG00000062115	ENSMUST00000064190	ENSMUSP00000070896
ENSMUSG00000062115	ENSMUST00000171108	ENSMUSP00000126183
ENSMUSG00000083987	ENSMUST00000119682	
ENSMUSG00000107924	ENSMUST00000203902	
ENSMUSG00000112878	ENSMUST00000219017	
ENSMUSG00000074434	ENSMUST00000098887	ENSMUSP00000096486
ENSMUSG00000118581	ENSMUST00000239328	
ENSMUSG00000019929	ENSMUST00000105287	ENSMUSP00000100924
ENSMUSG00000019929	ENSMUST00000163448	ENSMUSP00000131431
ENSMUSG00000019929	ENSMUST00000218853	
ENSMUSG00000019929	ENSMUST00000219784	ENSMUSP00000151241
ENSMUSG00000019929	ENSMUST00000219539	
ENSMUSG00000116428	ENSMUST00000230674	
ENSMUSG00000116428	ENSMUST00000229921	
ENSMUSG00000084041	ENSMUST00000118827	
ENSMUSG00000079113	ENSMUST00000110749	ENSMUSP00000106377
ENSMUSG00000089317	ENSMUST00000158692	
ENSMUSG00000022231	ENSMUST00000226876	
ENSMUSG00000022231	ENSMUST00000067458	ENSMUSP00000069024
ENSMUSG00000022231	ENSMUST00000228442	
ENSMUSG00000022231	ENSMUST00000228103	
ENSMUSG00000022231	ENSMUST00000228555	
ENSMUSG00000022231	ENSMUST00000228015	
ENSMUSG00000022231	ENSMUST00000227802	
ENSMUSG00000022231	ENSMUST00000227976	
ENSMUSG00000022231	ENSMUST00000227429	
ENSMUSG00001118671	ENSMUST00000240161	
ENSMUSG00000082323	ENSMUST00000120740	
ENSMUSG00000060070	ENSMUST00000074343	ENSMUSP00000073950
ENSMUSG00000084366	ENSMUST00000119179	
ENSMUSG00000064115	ENSMUST00000114292	ENSMUSP00000109931
ENSMUSG00000064115	ENSMUST00000120594	ENSMUSP00000113500
ENSMUSG00000064115	ENSMUST00000120898	ENSMUSP00000113178
ENSMUSG00000064115	ENSMUST00000128168	ENSMUSP00000134554
