Gene stable ID	Transcript stable ID	Protein stable ID
ENSMUSG00000024870	ENSMUST00000237438	ENSMUSP00000157879
ENSMUSG00000024870	ENSMUST00000236149	ENSMUSP00000158567
ENSMUSG00000024870	ENSMUST00000237201	ENSMUSP00000157487
ENSMUSG00000009207	ENSMUST00000111993	ENSMUSP00000107624
ENSMUSG00000009207	ENSMUST00000064503	ENSMUSP00000066891
ENSMUSG00000009207	ENSMUST00000127168	
ENSMUSG00000009207	ENSMUST00000134641	
ENSMUSG00000009207	ENSMUST00000102676	ENSMUSP00000099737
ENSMUSG00000009207	ENSMUST00000130586	ENSMUSP00000122488
ENSMUSG00000009207	ENSMUST00000130232	ENSMUSP00000120494
ENSMUSG00000009207	ENSMUST00000155006	
ENSMUSG00000009207	ENSMUST00000134764	
ENSMUSG00000009207	ENSMUST00000145933	
ENSMUSG00000009207	ENSMUST00000154706	
ENSMUSG00000009207	ENSMUST00000145293	
ENSMUSG00000009207	ENSMUST00000134168	ENSMUSP00000123058
ENSMUSG00002076590	ENSMUST00020183489	
ENSMUSG00000040146	ENSMUST00000214026	ENSMUSP00000148965
ENSMUSG00000040146	ENSMUST00000214089	
ENSMUSG00000040146	ENSMUST00000045726	ENSMUSP00000035726
ENSMUSG00000040146	ENSMUST00000215851	ENSMUSP00000150195
ENSMUSG00000040146	ENSMUST00000214713	
ENSMUSG00000040146	ENSMUST00000213558	
ENSMUSG00000040146	ENSMUST00000213130	
ENSMUSG00000082036	ENSMUST00000122395	
ENSMUSG00000065078	ENSMUST00000083144	
ENSMUSG00000083961	ENSMUST00000122139	
ENSMUSG00002075342	ENSMUST00020182279	
ENSMUSG00000024862	ENSMUST00000113728	ENSMUSP00000109357
ENSMUSG00000024862	ENSMUST00000025798	ENSMUSP00000025798
ENSMUSG00000024862	ENSMUST00000116563	ENSMUSP00000112262
ENSMUSG00000024862	ENSMUST00000113727	ENSMUSP00000109356
ENSMUSG00000024862	ENSMUST00000142255	
ENSMUSG00000024862	ENSMUST00000137403	
ENSMUSG00000024862	ENSMUST00000149806	
ENSMUSG00000024862	ENSMUST00000135827	
ENSMUSG00000024862	ENSMUST00000156717	ENSMUSP00000122458
ENSMUSG00000030047	ENSMUST00000145128	
ENSMUSG00000030047	ENSMUST00000113637	ENSMUSP00000109267
ENSMUSG00000030047	ENSMUST00000101197	ENSMUSP00000098758
ENSMUSG00000030047	ENSMUST00000071024	ENSMUSP00000068964
ENSMUSG00000030047	ENSMUST00000203559	
ENSMUSG00000088364	ENSMUST00000157739	
ENSMUSG00000116314	ENSMUST00000229330	
ENSMUSG00000117925	ENSMUST00000236191	
ENSMUSG00000116088	ENSMUST00000230426	
ENSMUSG00000096173	ENSMUST00000166418	
ENSMUSG00000037577	ENSMUST00000087721	ENSMUSP00000085013
ENSMUSG00000037577	ENSMUST00000162117	ENSMUSP00000124600
ENSMUSG00000068391	ENSMUST00000089765	ENSMUSP00000087197
ENSMUSG00000068391	ENSMUST00000134353	ENSMUSP00000120833
ENSMUSG00000068391	ENSMUST00000137698	
ENSMUSG00000035298	ENSMUST00000037359	ENSMUSP00000041363
ENSMUSG00000035298	ENSMUST00000153736	ENSMUSP00000117088
ENSMUSG00000035298	ENSMUST00000142339	
ENSMUSG00000035298	ENSMUST00000152424	ENSMUSP00000120346
ENSMUSG00000063564	ENSMUST00000102765	ENSMUSP00000099826
ENSMUSG00000063564	ENSMUST00000151098	ENSMUSP00000119825
ENSMUSG00000096940	ENSMUST00000181803	
ENSMUSG00000020592	ENSMUST00000020911	ENSMUSP00000020911
ENSMUSG00000020592	ENSMUST00000159821	
ENSMUSG00000020592	ENSMUST00000161883	ENSMUSP00000123896
ENSMUSG00000020592	ENSMUST00000160348	
ENSMUSG00000047921	ENSMUST00000240670	
ENSMUSG00000047921	ENSMUST00000240671	ENSMUSP00000159497
ENSMUSG00000047921	ENSMUST00000023276	ENSMUSP00000023276
ENSMUSG00000047921	ENSMUST00000089770	ENSMUSP00000087202
ENSMUSG00000047921	ENSMUST00000170633	ENSMUSP00000131997
ENSMUSG00000047921	ENSMUST00000230270	
ENSMUSG00000047921	ENSMUST00000230025	
ENSMUSG00000047921	ENSMUST00000228960	ENSMUSP00000155105
ENSMUSG00000048067	ENSMUST00000213656	ENSMUSP00000149129
ENSMUSG00000048067	ENSMUST00000216447	ENSMUSP00000149880
ENSMUSG00000048067	ENSMUST00000213504	ENSMUSP00000151168
ENSMUSG00000048067	ENSMUST00000207820	ENSMUSP00000147127
ENSMUSG00000048067	ENSMUST00000207043	ENSMUSP00000146944
ENSMUSG00000048067	ENSMUST00000207075	ENSMUSP00000146672
ENSMUSG00000048067	ENSMUST00000051982	ENSMUSP00000056639
ENSMUSG00000114359	ENSMUST00000224833	
ENSMUSG00000034789	ENSMUST00000225289	
ENSMUSG00000034789	ENSMUST00000224685	ENSMUSP00000153246
ENSMUSG00000034789	ENSMUST00000035242	ENSMUSP00000046188
ENSMUSG00000034789	ENSMUST00000224936	
ENSMUSG00000034789	ENSMUST00000223672	
ENSMUSG00000109466	ENSMUST00000207618	
ENSMUSG00000024002	ENSMUST00000003726	ENSMUSP00000003726
ENSMUSG00000024002	ENSMUST00000121285	ENSMUSP00000113070
ENSMUSG00000024002	ENSMUST00000230565	
ENSMUSG00000024002	ENSMUST00000229020	
ENSMUSG00000024002	ENSMUST00000230858	ENSMUSP00000155477
ENSMUSG00000024002	ENSMUST00000120276	ENSMUSP00000112474
ENSMUSG00000024002	ENSMUST00000237692	ENSMUSP00000158128
ENSMUSG00000024002	ENSMUST00000127893	ENSMUSP00000115163
ENSMUSG00000024002	ENSMUST00000125899	ENSMUSP00000115277
ENSMUSG00000024002	ENSMUST00000235598	ENSMUSP00000157981
ENSMUSG00000024002	ENSMUST00000237008	ENSMUSP00000158466
ENSMUSG00000024002	ENSMUST00000230982	
ENSMUSG00000030744	ENSMUST00000032998	ENSMUSP00000032998
ENSMUSG00000030744	ENSMUST00000107096	ENSMUSP00000102713
ENSMUSG00000030744	ENSMUST00000208532	ENSMUSP00000146709
ENSMUSG00000030744	ENSMUST00000128725	
ENSMUSG00000030744	ENSMUST00000128174	
ENSMUSG00000042976	ENSMUST00000151816	
ENSMUSG00000042976	ENSMUST00000218928	
ENSMUSG00000085941	ENSMUST00000143473	
ENSMUSG00000020583	ENSMUST00000020899	ENSMUSP00000020899
ENSMUSG00000081000	ENSMUST00000121698	
ENSMUSG00000041406	ENSMUST00000097493	ENSMUSP00000095101
ENSMUSG00000041406	ENSMUST00000045876	ENSMUSP00000043143
ENSMUSG00000041406	ENSMUST00000159617	ENSMUSP00000125075
ENSMUSG00000041406	ENSMUST00000161321	
ENSMUSG00000041406	ENSMUST00000160926	ENSMUSP00000124826
ENSMUSG00000041406	ENSMUST00000162949	
ENSMUSG00000018347	ENSMUST00000018491	ENSMUSP00000018491
ENSMUSG00000018347	ENSMUST00000071465	ENSMUSP00000071406
ENSMUSG00000076068	ENSMUST00000102114	
ENSMUSG00000033208	ENSMUST00000036387	ENSMUSP00000047968
ENSMUSG00000021486	ENSMUST00000021942	ENSMUSP00000021942
ENSMUSG00000021486	ENSMUST00000224220	
ENSMUSG00000039632	ENSMUST00000115336	ENSMUSP00000110993
ENSMUSG00000039632	ENSMUST00000044926	ENSMUSP00000041117
ENSMUSG00000039632	ENSMUST00000214420	
ENSMUSG00000020231	ENSMUST00000162524	ENSMUSP00000125614
ENSMUSG00000020231	ENSMUST00000160048	ENSMUSP00000125184
ENSMUSG00000020231	ENSMUST00000159807	
ENSMUSG00000020231	ENSMUST00000036033	ENSMUSP00000043710
ENSMUSG00000020231	ENSMUST00000159486	
ENSMUSG00000020231	ENSMUST00000160442	ENSMUSP00000125744
ENSMUSG00000020231	ENSMUST00000162766	
ENSMUSG00000020231	ENSMUST00000105417	ENSMUSP00000101057
ENSMUSG00000104728	ENSMUST00000196543	
ENSMUSG00000066643	ENSMUST00000085745	ENSMUSP00000082895
ENSMUSG00000066643	ENSMUST00000159126	
ENSMUSG00000066643	ENSMUST00000160329	ENSMUSP00000124285
ENSMUSG00000066643	ENSMUST00000111113	ENSMUSP00000106742
ENSMUSG00000066643	ENSMUST00000161019	
ENSMUSG00000066643	ENSMUST00000160873	
ENSMUSG00000066643	ENSMUST00000159735	
ENSMUSG00000104823	ENSMUST00000199476	
ENSMUSG00000106609	ENSMUST00000197001	
ENSMUSG00000104701	ENSMUST00000199304	
ENSMUSG00000021485	ENSMUST00000021941	ENSMUSP00000021941
ENSMUSG00000021485	ENSMUST00000146181	
ENSMUSG00000021485	ENSMUST00000225561	
ENSMUSG00000021485	ENSMUST00000141644	
ENSMUSG00000029082	ENSMUST00000126976	ENSMUSP00000143382
ENSMUSG00000029082	ENSMUST00000101237	ENSMUSP00000098796
ENSMUSG00000029082	ENSMUST00000118126	
ENSMUSG00000029082	ENSMUST00000125838	
ENSMUSG00000065864	ENSMUST00000083930	
ENSMUSG00000078128	ENSMUST00000104927	
ENSMUSG00000107452	ENSMUST00000204429	
ENSMUSG00000107911	ENSMUST00000203611	
ENSMUSG00000021782	ENSMUST00000166007	ENSMUSP00000127054
ENSMUSG00000021782	ENSMUST00000042009	ENSMUSP00000044852
ENSMUSG00000021782	ENSMUST00000073687	ENSMUSP00000073367
ENSMUSG00000021782	ENSMUST00000090398	ENSMUSP00000087879
ENSMUSG00000021782	ENSMUST00000170112	ENSMUSP00000128735
ENSMUSG00000021782	ENSMUST00000164638	
ENSMUSG00000021782	ENSMUST00000167343	
ENSMUSG00000021782	ENSMUST00000169880	ENSMUSP00000131986
ENSMUSG00000017677	ENSMUST00000017821	ENSMUSP00000017821
ENSMUSG00000017677	ENSMUST00000150416	
ENSMUSG00000017677	ENSMUST00000131818	ENSMUSP00000131290
ENSMUSG00000017677	ENSMUST00000153585	
ENSMUSG00000017677	ENSMUST00000145772	ENSMUSP00000137999
ENSMUSG00000017677	ENSMUST00000131848	ENSMUSP00000128181
ENSMUSG00000017677	ENSMUST00000137890	
ENSMUSG00000064966	ENSMUST00000083032	
ENSMUSG00000065822	ENSMUST00000083888	
ENSMUSG00002076757	ENSMUST00020182564	
ENSMUSG00000114182	ENSMUST00000223339	
ENSMUSG00000017064	ENSMUST00000017208	ENSMUSP00000017208
ENSMUSG00000057541	ENSMUST00000119946	ENSMUSP00000113801
ENSMUSG00000057541	ENSMUST00000148618	ENSMUSP00000114588
ENSMUSG00000057541	ENSMUST00000131992	ENSMUSP00000123129
ENSMUSG00000057541	ENSMUST00000129848	
ENSMUSG00000057541	ENSMUST00000131404	ENSMUSP00000122033
ENSMUSG00000057541	ENSMUST00000147922	
ENSMUSG00000057541	ENSMUST00000148921	
ENSMUSG00000057541	ENSMUST00000151449	ENSMUSP00000120575
ENSMUSG00000057541	ENSMUST00000195909	
ENSMUSG00000117710	ENSMUST00000236968	
ENSMUSG00000120514	ENSMUST00000243875	
ENSMUSG00000024650	ENSMUST00000010250	ENSMUSP00000010250
ENSMUSG00000045659	ENSMUST00000182834	ENSMUSP00000138257
ENSMUSG00000045659	ENSMUST00000217046	ENSMUSP00000150646
ENSMUSG00000045659	ENSMUST00000214700	ENSMUSP00000151060
ENSMUSG00000045659	ENSMUST00000181998	ENSMUSP00000138575
ENSMUSG00000045659	ENSMUST00000084664	ENSMUSP00000081714
ENSMUSG00000045659	ENSMUST00000182443	ENSMUSP00000145894
ENSMUSG00000045659	ENSMUST00000181981	ENSMUSP00000138766
ENSMUSG00000045659	ENSMUST00000182511	ENSMUSP00000138544
ENSMUSG00000045659	ENSMUST00000182487	ENSMUSP00000138214
ENSMUSG00000045659	ENSMUST00000216517	ENSMUSP00000148936
ENSMUSG00000045659	ENSMUST00000183281	ENSMUSP00000138126
ENSMUSG00000045659	ENSMUST00000183308	
ENSMUSG00000045659	ENSMUST00000206097	
ENSMUSG00000045659	ENSMUST00000182549	
ENSMUSG00000045659	ENSMUST00000206662	ENSMUSP00000145800
ENSMUSG00000045659	ENSMUST00000182693	
ENSMUSG00000045659	ENSMUST00000183057	ENSMUSP00000138490
ENSMUSG00000045659	ENSMUST00000182890	
ENSMUSG00000045659	ENSMUST00000182312	
ENSMUSG00000045659	ENSMUST00000205446	
ENSMUSG00000113061	ENSMUST00000223428	
ENSMUSG00000113418	ENSMUST00000222053	
ENSMUSG00000113216	ENSMUST00000222823	
ENSMUSG00000113216	ENSMUST00000223198	
ENSMUSG00000113216	ENSMUST00000243555	
ENSMUSG00000113216	ENSMUST00000221933	
ENSMUSG00000113216	ENSMUST00000241374	
ENSMUSG00000113216	ENSMUST00000243917	
ENSMUSG00000114926	ENSMUST00000225874	
ENSMUSG00000114926	ENSMUST00000240910	
ENSMUSG00000114415	ENSMUST00000225416	
ENSMUSG00000114837	ENSMUST00000224270	
ENSMUSG00000110235	ENSMUST00000210897	
ENSMUSG00000110235	ENSMUST00000210022	
ENSMUSG00000110235	ENSMUST00000242725	
ENSMUSG00000110235	ENSMUST00000243393	
ENSMUSG00000110235	ENSMUST00000210827	
ENSMUSG00000117763	ENSMUST00000236864	
ENSMUSG00000032773	ENSMUST00000177197	ENSMUSP00000135356
ENSMUSG00000032773	ENSMUST00000035444	ENSMUSP00000042632
ENSMUSG00000032773	ENSMUST00000163785	ENSMUSP00000126103
ENSMUSG00000114599	ENSMUST00000225459	
ENSMUSG00000054944	ENSMUST00000144993	
ENSMUSG00000054944	ENSMUST00000125960	
ENSMUSG00000054944	ENSMUST00000123535	
ENSMUSG00000032563	ENSMUST00000149243	ENSMUSP00000117547
ENSMUSG00000032563	ENSMUST00000035177	ENSMUSP00000035177
ENSMUSG00000032563	ENSMUST00000190492	ENSMUSP00000140346
ENSMUSG00000032563	ENSMUST00000214036	ENSMUSP00000150592
ENSMUSG00000032563	ENSMUST00000131655	ENSMUSP00000120313
ENSMUSG00000032563	ENSMUST00000142424	ENSMUSP00000120828
ENSMUSG00000032563	ENSMUST00000214459	
ENSMUSG00000032563	ENSMUST00000215577	
ENSMUSG00000032563	ENSMUST00000139022	
ENSMUSG00000087205	ENSMUST00000156925	
ENSMUSG00000075279	ENSMUST00000173086	
ENSMUSG00000097346	ENSMUST00000180396	
ENSMUSG00000119655	ENSMUST00000230528	
ENSMUSG00000082973	ENSMUST00000117554	
ENSMUSG00000069117	ENSMUST00000074072	ENSMUSP00000126892
ENSMUSG00000001815	ENSMUST00000001867	ENSMUSP00000001867
ENSMUSG00000001815	ENSMUST00000173623	ENSMUSP00000134131
ENSMUSG00000105794	ENSMUST00000196891	
ENSMUSG00000109716	ENSMUST00000209618	
ENSMUSG00000103729	ENSMUST00000192290	
ENSMUSG00000114294	ENSMUST00000225757	
ENSMUSG00002075107	ENSMUST00020181730	
ENSMUSG00000114348	ENSMUST00000224296	
ENSMUSG00000040809	ENSMUST00000063062	ENSMUSP00000053923
ENSMUSG00000040809	ENSMUST00000149836	ENSMUSP00000121823
ENSMUSG00000040809	ENSMUST00000129563	
ENSMUSG00000114474	ENSMUST00000225575	
ENSMUSG00000010095	ENSMUST00000170157	ENSMUSP00000130194
ENSMUSG00000010095	ENSMUST00000206598	ENSMUSP00000146016
ENSMUSG00000010095	ENSMUST00000010239	ENSMUSP00000010239
ENSMUSG00000010095	ENSMUST00000205377	ENSMUSP00000146080
ENSMUSG00000010095	ENSMUST00000205463	ENSMUSP00000146036
ENSMUSG00000010095	ENSMUST00000206797	ENSMUSP00000145892
ENSMUSG00000010095	ENSMUST00000206895	
ENSMUSG00000010095	ENSMUST00000206560	ENSMUSP00000145809
ENSMUSG00000010095	ENSMUST00000205538	ENSMUSP00000145974
ENSMUSG00000114179	ENSMUST00000221990	
ENSMUSG00000056223	ENSMUST00000070216	ENSMUSP00000097025
ENSMUSG00000056223	ENSMUST00000221202	ENSMUSP00000152205
ENSMUSG00000001819	ENSMUST00000001872	ENSMUSP00000001872
ENSMUSG00000001823	ENSMUST00000001878	ENSMUSP00000001878
ENSMUSG00000108822	ENSMUST00000208339	
ENSMUSG00000108822	ENSMUST00000208268	
ENSMUSG00000113263	ENSMUST00000220879	
ENSMUSG00000056752	ENSMUST00000080665	ENSMUSP00000079494
ENSMUSG00000056752	ENSMUST00000130739	ENSMUSP00000116227
ENSMUSG00000056752	ENSMUST00000136124	
ENSMUSG00000056752	ENSMUST00000152386	ENSMUSP00000116499
ENSMUSG00000056752	ENSMUST00000142836	
ENSMUSG00000056752	ENSMUST00000108691	ENSMUSP00000104331
ENSMUSG00000113807	ENSMUST00000221983	
ENSMUSG00000074849	ENSMUST00000099427	ENSMUSP00000097024
ENSMUSG00000040506	ENSMUST00000099712	ENSMUSP00000097299
ENSMUSG00000040506	ENSMUST00000045705	ENSMUSP00000049258
ENSMUSG00000040506	ENSMUST00000111316	ENSMUSP00000106948
ENSMUSG00000040506	ENSMUST00000045699	ENSMUSP00000048898
ENSMUSG00000040506	ENSMUST00000124132	
ENSMUSG00000040506	ENSMUST00000133490	
ENSMUSG00000040506	ENSMUST00000156496	
ENSMUSG00000040506	ENSMUST00000142224	
ENSMUSG00000040506	ENSMUST00000111317	ENSMUSP00000106949
ENSMUSG00000090658	ENSMUST00000220767	
ENSMUSG00000090658	ENSMUST00000222769	ENSMUSP00000152310
ENSMUSG00000090658	ENSMUST00000203968	ENSMUSP00000145196
ENSMUSG00000108184	ENSMUST00000203063	
ENSMUSG00000030307	ENSMUST00000032451	ENSMUSP00000032451
ENSMUSG00000030307	ENSMUST00000203105	
ENSMUSG00000038212	ENSMUST00000155487	ENSMUSP00000118180
ENSMUSG00000038212	ENSMUST00000054730	ENSMUSP00000062566
ENSMUSG00000038212	ENSMUST00000148779	
ENSMUSG00000038212	ENSMUST00000220824	
ENSMUSG00000116414	ENSMUST00000230961	
ENSMUSG00000024045	ENSMUST00000002699	ENSMUSP00000002699
ENSMUSG00000024045	ENSMUST00000235205	
ENSMUSG00000024045	ENSMUST00000237103	
ENSMUSG00000024045	ENSMUST00000237381	ENSMUSP00000157659
ENSMUSG00000024045	ENSMUST00000236267	ENSMUSP00000158078
ENSMUSG00000024045	ENSMUST00000235764	ENSMUSP00000157663
ENSMUSG00000024045	ENSMUST00000236954	ENSMUSP00000158412
ENSMUSG00000024045	ENSMUST00000236303	
ENSMUSG00000024045	ENSMUST00000238151	
ENSMUSG00000024045	ENSMUST00000237733	
ENSMUSG00000024045	ENSMUST00000236785	
ENSMUSG00000024045	ENSMUST00000236761	
ENSMUSG00000024045	ENSMUST00000237860	ENSMUSP00000158289
ENSMUSG00000024045	ENSMUST00000236580	ENSMUSP00000157828
ENSMUSG00000024045	ENSMUST00000235360	ENSMUSP00000158225
ENSMUSG00000024045	ENSMUST00000235702	ENSMUSP00000157462
ENSMUSG00000104855	ENSMUST00000199870	
ENSMUSG00000027833	ENSMUST00000162098	ENSMUSP00000123838
ENSMUSG00000027833	ENSMUST00000029422	ENSMUSP00000029422
ENSMUSG00000027833	ENSMUST00000162060	ENSMUSP00000125031
ENSMUSG00000027833	ENSMUST00000162439	ENSMUSP00000124924
ENSMUSG00000027833	ENSMUST00000195261	ENSMUSP00000141625
ENSMUSG00000053004	ENSMUST00000088987	ENSMUSP00000086383
ENSMUSG00000053004	ENSMUST00000160212	ENSMUSP00000125316
ENSMUSG00000053004	ENSMUST00000161650	ENSMUSP00000124460
ENSMUSG00000053004	ENSMUST00000161220	ENSMUSP00000124037
ENSMUSG00000053004	ENSMUST00000160780	ENSMUSP00000124320
ENSMUSG00000037503	ENSMUST00000047534	ENSMUSP00000042212
ENSMUSG00000037503	ENSMUST00000170092	ENSMUSP00000128676
ENSMUSG00000037503	ENSMUST00000185469	ENSMUSP00000141150
ENSMUSG00000037503	ENSMUST00000191307	ENSMUSP00000140573
ENSMUSG00000037503	ENSMUST00000185279	
ENSMUSG00000037503	ENSMUST00000185231	ENSMUSP00000139456
ENSMUSG00000037503	ENSMUST00000140534	
ENSMUSG00000037503	ENSMUST00000167518	ENSMUSP00000131720
ENSMUSG00000058440	ENSMUST00000115212	ENSMUSP00000110867
ENSMUSG00000058440	ENSMUST00000123194	ENSMUSP00000114650
ENSMUSG00000058440	ENSMUST00000115211	ENSMUSP00000110866
ENSMUSG00000058440	ENSMUST00000146988	
ENSMUSG00000058440	ENSMUST00000115206	ENSMUSP00000110860
ENSMUSG00000058440	ENSMUST00000133928	ENSMUSP00000117868
ENSMUSG00000058440	ENSMUST00000115208	ENSMUSP00000110863
ENSMUSG00000058440	ENSMUST00000115209	ENSMUSP00000110864
ENSMUSG00000058440	ENSMUST00000115200	ENSMUSP00000110854
ENSMUSG00000058440	ENSMUST00000115204	ENSMUSP00000110858
ENSMUSG00000058440	ENSMUST00000148990	ENSMUSP00000143957
ENSMUSG00000058440	ENSMUST00000115199	ENSMUSP00000110853
ENSMUSG00000058440	ENSMUST00000130096	
ENSMUSG00000058440	ENSMUST00000133837	
ENSMUSG00000058440	ENSMUST00000132866	ENSMUSP00000114451
ENSMUSG00000058440	ENSMUST00000170535	ENSMUSP00000132637
ENSMUSG00000058440	ENSMUST00000167972	ENSMUSP00000130108
ENSMUSG00000058440	ENSMUST00000004761	ENSMUSP00000004761
ENSMUSG00000058440	ENSMUST00000069831	ENSMUSP00000067447
ENSMUSG00000058440	ENSMUST00000069808	ENSMUSP00000065568
ENSMUSG00000104344	ENSMUST00000193657	
ENSMUSG00000111044	ENSMUST00000213142	
ENSMUSG00000111472	ENSMUST00000213426	
ENSMUSG00000032481	ENSMUST00000098355	ENSMUSP00000095958
ENSMUSG00000032481	ENSMUST00000088716	ENSMUSP00000086094
ENSMUSG00000032481	ENSMUST00000197480	ENSMUSP00000142629
ENSMUSG00000032481	ENSMUST00000200237	
ENSMUSG00000032481	ENSMUST00000197984	ENSMUSP00000142611
ENSMUSG00000032481	ENSMUST00000199896	ENSMUSP00000143550
ENSMUSG00000032481	ENSMUST00000198667	
ENSMUSG00000032481	ENSMUST00000198211	ENSMUSP00000143199
ENSMUSG00000032481	ENSMUST00000200426	
ENSMUSG00000114162	ENSMUST00000221000	
ENSMUSG00000108426	ENSMUST00000206324	ENSMUSP00000146183
ENSMUSG00000049806	ENSMUST00000214214	ENSMUSP00000149328
ENSMUSG00000049806	ENSMUST00000058907	ENSMUSP00000062692
ENSMUSG00000084967	ENSMUST00000144922	
ENSMUSG00000089161	ENSMUST00000158536	
ENSMUSG00000053930	ENSMUST00000134562	
ENSMUSG00000053930	ENSMUST00000123454	ENSMUSP00000120862
ENSMUSG00000053930	ENSMUST00000066679	ENSMUSP00000071025
ENSMUSG00000032999	ENSMUST00000037372	ENSMUSP00000041908
ENSMUSG00000032999	ENSMUST00000222514	ENSMUSP00000152418
ENSMUSG00000032999	ENSMUST00000221659	ENSMUSP00000152151
ENSMUSG00000032999	ENSMUST00000221280	ENSMUSP00000152214
ENSMUSG00000032999	ENSMUST00000220448	ENSMUSP00000152542
ENSMUSG00000032999	ENSMUST00000222559	ENSMUSP00000152824
ENSMUSG00000032999	ENSMUST00000223418	ENSMUSP00000152297
ENSMUSG00000032999	ENSMUST00000222273	ENSMUSP00000152381
ENSMUSG00000084838	ENSMUST00000117664	
ENSMUSG00002075496	ENSMUST00020181664	
ENSMUSG00000041205	ENSMUST00000040880	ENSMUSP00000043332
ENSMUSG00000063779	ENSMUST00000082219	ENSMUSP00000080851
ENSMUSG00000063779	ENSMUST00000196128	
ENSMUSG00000035212	ENSMUST00000030254	ENSMUSP00000030254
ENSMUSG00000035212	ENSMUST00000106927	ENSMUSP00000102540
ENSMUSG00000080978	ENSMUST00000121380	
ENSMUSG00000108414	ENSMUST00000206155	
ENSMUSG00000108414	ENSMUST00000206135	
ENSMUSG00000108414	ENSMUST00000206029	
ENSMUSG00000108414	ENSMUST00000245741	
ENSMUSG00000108414	ENSMUST00000246321	
ENSMUSG00000108414	ENSMUST00000246325	
ENSMUSG00000108414	ENSMUST00000246507	
ENSMUSG00000108414	ENSMUST00000205539	
ENSMUSG00000108414	ENSMUST00000206519	
ENSMUSG00000108414	ENSMUST00000205825	
ENSMUSG00000108414	ENSMUST00000205852	
ENSMUSG00000108414	ENSMUST00000206462	
ENSMUSG00000108414	ENSMUST00000206926	
ENSMUSG00000108414	ENSMUST00000245286	
ENSMUSG00000108414	ENSMUST00000245471	
ENSMUSG00000108414	ENSMUST00000245886	
ENSMUSG00000108414	ENSMUST00000246438	
ENSMUSG00000108414	ENSMUST00000246495	
ENSMUSG00000108414	ENSMUST00000246514	
ENSMUSG00000108414	ENSMUST00000205576	
ENSMUSG00000108414	ENSMUST00000205909	
ENSMUSG00000108414	ENSMUST00000205274	
ENSMUSG00000108414	ENSMUST00000206113	
ENSMUSG00000108414	ENSMUST00000205389	
ENSMUSG00000108414	ENSMUST00000206961	
ENSMUSG00000108414	ENSMUST00000206383	
ENSMUSG00000108414	ENSMUST00000206255	
ENSMUSG00000108414	ENSMUST00000206786	
ENSMUSG00000061111	ENSMUST00000135515	
ENSMUSG00000061111	ENSMUST00000034913	ENSMUSP00000034913
ENSMUSG00000116913	ENSMUST00000231237	
ENSMUSG00000033918	ENSMUST00000152887	ENSMUSP00000155904
ENSMUSG00000033918	ENSMUST00000136252	ENSMUSP00000119470
ENSMUSG00000033918	ENSMUST00000048642	ENSMUSP00000045361
ENSMUSG00000033918	ENSMUST00000232036	ENSMUSP00000155974
ENSMUSG00000033918	ENSMUST00000232484	ENSMUSP00000156379
ENSMUSG00000033918	ENSMUST00000155832	
ENSMUSG00000033918	ENSMUST00000231547	ENSMUSP00000156245
ENSMUSG00000033918	ENSMUST00000123070	
ENSMUSG00000033918	ENSMUST00000126001	
ENSMUSG00000033918	ENSMUST00000136700	
ENSMUSG00000033918	ENSMUST00000133153	ENSMUSP00000119060
ENSMUSG00000033918	ENSMUST00000143648	
ENSMUSG00000033918	ENSMUST00000153275	
ENSMUSG00000029575	ENSMUST00000031560	ENSMUSP00000031560
ENSMUSG00000029575	ENSMUST00000112245	ENSMUSP00000107864
ENSMUSG00000029575	ENSMUST00000123256	ENSMUSP00000142979
ENSMUSG00000111959	ENSMUST00000220340	
ENSMUSG00000031311	ENSMUST00000147708	ENSMUSP00000122890
ENSMUSG00000031311	ENSMUST00000033673	ENSMUSP00000033673
ENSMUSG00000031311	ENSMUST00000126019	
ENSMUSG00000031311	ENSMUST00000147498	
ENSMUSG00000031311	ENSMUST00000136251	
ENSMUSG00000031311	ENSMUST00000148312	
ENSMUSG00000031311	ENSMUST00000134783	
ENSMUSG00000025129	ENSMUST00000026121	ENSMUSP00000026121
ENSMUSG00000020953	ENSMUST00000164782	ENSMUSP00000128127
ENSMUSG00000020953	ENSMUST00000085412	ENSMUSP00000082533
ENSMUSG00000020953	ENSMUST00000218382	
ENSMUSG00000020953	ENSMUST00000220173	
ENSMUSG00000041025	ENSMUST00000123827	ENSMUSP00000133384
ENSMUSG00000041025	ENSMUST00000174078	ENSMUSP00000134062
ENSMUSG00000041025	ENSMUST00000040023	ENSMUSP00000039533
ENSMUSG00000025130	ENSMUST00000026122	ENSMUSP00000026122
ENSMUSG00000025130	ENSMUST00000166620	
ENSMUSG00000025130	ENSMUST00000168360	ENSMUSP00000128796
ENSMUSG00000106373	ENSMUST00000197160	
ENSMUSG00000105436	ENSMUST00000198208	
ENSMUSG00000027902	ENSMUST00000029510	ENSMUSP00000029510
ENSMUSG00000114880	ENSMUST00000224920	
ENSMUSG00000091079	ENSMUST00000163715	
ENSMUSG00000118622	ENSMUST00000239247	
ENSMUSG00000089711	ENSMUST00000161924	
ENSMUSG00000114648	ENSMUST00000224818	
ENSMUSG00000118624	ENSMUST00000239329	
ENSMUSG00000001155	ENSMUST00000001183	ENSMUSP00000001183
ENSMUSG00000001155	ENSMUST00000137347	
ENSMUSG00000001155	ENSMUST00000146344	
ENSMUSG00000118605	ENSMUST00000239353	
